"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",91,68,13,7,3
"Empleado (057)",9,8,1,,
"Obrero (058)",24,9,7,5,3
"Trabajador independiente (059)",20,19,1,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",31,25,4,2,
"Trabajador del hogar (062)",6,6,,,
"De 15 a 29 años (064)",3682,2340,455,405,482
"Empleado (065)",926,483,135,125,183
"Obrero (066)",1358,542,245,274,297
"Trabajador independiente (067)",1158,1099,59,,
"Empleador o patrono (068)",37,26,4,5,2
"Trabajador familiar no remunerado (069)",121,108,12,1,
"Trabajador del hogar (070)",82,82,,,
"De 30 a 44 años (072)",4344,2756,441,519,628
"Empleado (073)",1207,366,175,279,387
"Obrero (074)",1150,523,173,221,233
"Trabajador independiente (075)",1683,1614,69,,
"Empleador o patrono (076)",96,56,14,19,7
"Trabajador familiar no remunerado (077)",130,119,10,,1
"Trabajador del hogar (078)",78,78,,,
"De 45 a 64 años (080)",2866,2059,262,234,311
"Empleado (081)",583,176,71,132,204
"Obrero (082)",661,347,114,96,104
"Trabajador independiente (083)",1441,1375,66,,
"Empleador o patrono (084)",70,55,8,5,2
"Trabajador familiar no remunerado (085)",72,67,3,1,1
"Trabajador del hogar (086)",39,39,,,
"De 65 y más años (088)",544,464,34,24,22
"Empleado (089)",48,23,5,6,14
"Obrero (090)",105,70,13,16,6
"Trabajador independiente (091)",335,323,12,,
"Empleador o patrono (092)",32,29,,1,2
"Trabajador familiar no remunerado (093)",22,17,4,1,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",4447,3478,446,324,199
"Empleado (097)",190,78,28,34,50
"Obrero (098)",2327,1579,322,281,145
"Trabajador independiente (099)",1552,1477,75,,
"Empleador o patrono (100)",100,91,5,1,3
"Trabajador familiar no remunerado (101)",259,234,16,8,1
"Trabajador del hogar (102)",19,19,,,
"De 06 a 14 años (104)",44,37,4,3,
"Empleado (105)",1,1,,,
"Obrero (106)",22,17,2,3,
"Trabajador independiente (107)",6,6,,,
"Trabajador familiar no remunerado (109)",15,13,2,,
"De 15 a 29 años (112)",1534,1118,171,148,97
"Empleado (113)",59,30,7,6,16
"Obrero (114)",1009,663,133,135,78
"Trabajador independiente (115)",297,278,19,,
"Empleador o patrono (116)",8,6,,,2
"Trabajador familiar no remunerado (117)",151,131,12,7,1
"Trabajador del hogar (118)",10,10,,,
"De 30 a 44 años (120)",1420,1058,166,121,75
"Empleado (121)",93,34,14,19,26
"Obrero (122)",741,473,118,101,49
"Trabajador independiente (123)",506,476,30,,
"Empleador o patrono (124)",24,19,4,1,
"Trabajador familiar no remunerado (125)",49,49,,,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",1049,882,93,49,25
"Empleado (129)",34,10,7,9,8
"Obrero (130)",447,329,63,39,16
"Trabajador independiente (131)",491,471,20,,
"Empleador o patrono (132)",44,42,1,,1
"Trabajador familiar no remunerado (133)",31,28,2,1,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",400,383,12,3,2
"Empleado (137)",3,3,,,
"Obrero (138)",108,97,6,3,2
"Trabajador independiente (139)",252,246,6,,
"Empleador o patrono (140)",24,24,,,
"Trabajador familiar no remunerado (141)",13,13,,,
