"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Otras activ. serv.comun.soc y personales (040)",357,197,94,38,28
"Hogares privados con servicio doméstico (041)",58,58,,,
"Actividad economica no especificada (043)",397,266,62,38,31
"Mujeres (044)",11433,7781,1038,775,1839
"Agric., ganadería, caza y silvicultura (045)",1440,1218,196,24,2
"Pesca (046)",2,2,,,
"Explotación de minas y canteras (047)",10,1,2,3,4
"Industrias manufactureras (048)",284,231,33,15,5
"Suministro de electricidad, gas y agua (049)",12,1,,7,4
"Construcción (050)",65,24,5,21,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",3304,3166,114,22,2
"Venta, mant.y rep. veh.autom y motoc. (052)",45,37,7,,1
"Comercio al por mayor (053)",88,73,7,7,1
"Comercio al por menor (054)",3171,3056,100,15,
"Hoteles y restaurantes (055)",1220,1073,120,23,4
"Trans., almac. y comunicaciones (056)",204,149,20,23,12
"Intermediación financiera (057)",74,11,15,30,18
"Activid.inmobil., empres. y alquileres (058)",252,159,31,28,34
"Admin.pub. y defensa; p. segur soc.afil (059)",661,,,,661
"Enseñanza (060)",1703,319,364,488,532
"Servicios sociales y de salud (061)",719,143,42,31,503
"Otras activ. serv.comun.soc y personales (062)",367,259,56,36,16
"Hogares privados con servicio doméstico (063)",723,723,,,
"Organiz. y organos extraterritoriales (064)",1,,1,,
"Actividad economica no especificada (065)",392,302,39,24,27
,,,,,
"URBANA (066)",22085,13482,2507,1897,4199
"Agric., ganadería, caza y silvicultura (067)",2166,1691,402,59,14
"Pesca (068)",4,3,1,,
"Explotación de minas y canteras (069)",109,31,18,22,38
"Industrias manufactureras (070)",1073,898,129,36,10
"Suministro de electricidad, gas y agua (071)",83,6,3,52,22
"Construcción (072)",1778,1128,345,233,72
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",4916,4565,261,81,9
"Venta, mant.y rep. veh.autom y motoc. (074)",396,344,46,3,3
"Comercio al por mayor (075)",223,157,27,33,6
"Comercio al por menor (076)",4297,4064,188,45,
"Hoteles y restaurantes (077)",1445,1228,175,31,11
"Trans., almac. y comunicaciones (078)",1539,1317,97,82,43
"Intermediación financiera (079)",161,25,27,71,38
"Activid.inmobil., empres. y alquileres (080)",910,549,105,123,133
"Admin.pub. y defensa; p. segur soc.afil (081)",1899,,,,1899
"Enseñanza (082)",3100,426,698,929,1047
"Servicios sociales y de salud (083)",1055,187,50,53,765
"Otras activ. serv.comun.soc y personales (084)",688,428,145,73,42
"Hogares privados con servicio doméstico (085)",708,708,,,
"Organiz. y organos extraterritoriales (086)",1,,1,,
"Actividad economica no especificada (087)",450,292,50,52,56
"Hombres (088)",12529,7298,1656,1153,2422
"Agric., ganadería, caza y silvicultura (089)",1755,1377,323,43,12
"Pesca (090)",3,2,1,,
"Explotación de minas y canteras (091)",100,30,17,19,34
"Industrias manufactureras (092)",806,681,98,21,6
"Suministro de electricidad, gas y agua (093)",71,5,3,45,18
"Construcción (094)",1717,1107,340,212,58
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1910,1691,153,59,7
"Venta, mant.y rep. veh.autom y motoc. (096)",351,307,39,3,2
"Comercio al por mayor (097)",137,86,20,26,5
"Comercio al por menor (098)",1422,1298,94,30,
"Hoteles y restaurantes (099)",327,245,65,10,7
"Trans., almac. y comunicaciones (100)",1342,1173,78,60,31
"Intermediación financiera (101)",87,14,12,41,20
"Activid.inmobil., empres. y alquileres (102)",670,398,75,96,101
"Admin.pub. y defensa; p. segur soc.afil (103)",1254,,,,1254
"Enseñanza (104)",1480,143,353,456,528
"Servicios sociales y de salud (105)",393,64,17,23,289
"Otras activ. serv.comun.soc y personales (106)",340,185,90,38,27
"Hogares privados con servicio doméstico (107)",41,41,,,
"Actividad economica no especificada (109)",233,142,31,30,30
"Mujeres (110)",9556,6184,851,744,1777
"Agric., ganadería, caza y silvicultura (111)",411,314,79,16,2
"Pesca (112)",1,1,,,
"Explotación de minas y canteras (113)",9,1,1,3,4
"Industrias manufactureras (114)",267,217,31,15,4
"Suministro de electricidad, gas y agua (115)",12,1,,7,4
"Construcción (116)",61,21,5,21,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",3006,2874,108,22,2
"Venta, mant.y rep. veh.autom y motoc. (118)",45,37,7,,1
"Comercio al por mayor (119)",86,71,7,7,1
"Comercio al por menor (120)",2875,2766,94,15,
"Hoteles y restaurantes (121)",1118,983,110,21,4
"Trans., almac. y comunicaciones (122)",197,144,19,22,12
"Intermediación financiera (123)",74,11,15,30,18
"Activid.inmobil., empres. y alquileres (124)",240,151,30,27,32
"Admin.pub. y defensa; p. segur soc.afil (125)",645,,,,645
"Enseñanza (126)",1620,283,345,473,519
"Servicios sociales y de salud (127)",662,123,33,30,476
"Otras activ. serv.comun.soc y personales (128)",348,243,55,35,15
"Hogares privados con servicio doméstico (129)",667,667,,,
"Organiz. y organos extraterritoriales (130)",1,,1,,
"Actividad economica no especificada (131)",217,150,19,22,26
,,,,,
"RURAL (132)",9467,7533,1565,163,206
"Agric., ganadería, caza y silvicultura (133)",7448,6059,1326,59,4
"Pesca (134)",7,7,,,
"Explotación de minas y canteras (135)",25,7,5,5,8
"Industrias manufactureras (136)",118,103,10,4,1
"Suministro de electricidad, gas y agua (137)",3,1,1,,1
"Construcción (138)",385,268,74,33,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",396,382,10,3,1
"Venta, mant.y rep. veh.autom y motoc. (140)",13,11,1,1,
"Comercio al por mayor (141)",5,3,,1,1
"Comercio al por menor (142)",378,368,9,1,
"Hoteles y restaurantes (143)",121,103,16,2,
"Trans., almac. y comunicaciones (144)",140,121,11,6,2
"Activid.inmobil., empres. y alquileres (146)",40,22,7,5,6
"Admin.pub. y defensa; p. segur soc.afil (147)",86,,,,86
"Enseñanza (148)",164,53,38,33,40
"Servicios sociales y de salud (149)",86,30,11,2,43
"Otras activ. serv.comun.soc y personales (150)",36,28,5,1,2
"Hogares privados con servicio doméstico (151)",73,73,,,
"Actividad economica no especificada (153)",339,276,51,10,2
"Hombres (154)",7590,5936,1378,132,144
"Agric., ganadería, caza y silvicultura (155)",6419,5155,1209,51,4
"Pesca (156)",6,6,,,
"Explotación de minas y canteras (157)",24,7,4,5,8
"Industrias manufactureras (158)",101,89,8,4,
"Suministro de electricidad, gas y agua (159)",3,1,1,,1
"Construcción (160)",381,265,74,33,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",98,90,4,3,1
"Venta, mant.y rep. veh.autom y motoc. (162)",13,11,1,1,
"Comercio al por mayor (163)",3,1,,1,1
"Comercio al por menor (164)",82,78,3,1,
"Hoteles y restaurantes (165)",19,13,6,,
"Trans., almac. y comunicaciones (166)",133,116,10,5,2
"Activid.inmobil., empres. y alquileres (168)",28,14,6,4,4
"Admin.pub. y defensa; p. segur soc.afil (169)",70,,,,70
"Enseñanza (170)",81,17,19,18,27
"Servicios sociales y de salud (171)",29,10,2,1,16
"Otras activ. serv.comun.soc y personales (172)",17,12,4,,1
"Hogares privados con servicio doméstico (173)",17,17,,,
"Actividad economica no especificada (175)",164,124,31,8,1
"Mujeres (176)",1877,1597,187,31,62
"Agric., ganadería, caza y silvicultura (177)",1029,904,117,8,
"Pesca (178)",1,1,,,
"Explotación de minas y canteras (179)",1,,1,,
"Industrias manufactureras (180)",17,14,2,,1
"Construcción (182)",4,3,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",298,292,6,,
"Comercio al por mayor (185)",2,2,,,
"Comercio al por menor (186)",296,290,6,,
"Hoteles y restaurantes (187)",102,90,10,2,
"Trans., almac. y comunicaciones (188)",7,5,1,1,
"Activid.inmobil., empres. y alquileres (190)",12,8,1,1,2
"Admin.pub. y defensa; p. segur soc.afil (191)",16,,,,16
"Enseñanza (192)",83,36,19,15,13
"Servicios sociales y de salud (193)",57,20,9,1,27
"Otras activ. serv.comun.soc y personales (194)",19,16,1,1,1
"Hogares privados con servicio doméstico (195)",56,56,,,
"Actividad economica no especificada (197)",175,152,20,2,1
