"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 12 a 14 años (021)",8,7,1,4,2,,,,,,1,8
"De 15 a 19 años (022)",414,347,2,320,23,,2,,,,67,374
"De 20 a 24 años (023)",1763,1530,9,1084,377,47,9,4,,,233,2043
"De 25 a 29 años (024)",2094,1930,6,889,652,285,95,3,,,164,3469
"De 30 a 34 años (025)",1996,1907,6,468,643,447,291,44,7,1,89,4675
"De 35 a 39 años (026)",1819,1778,7,259,406,421,508,147,24,6,41,5753
"De 40 a 44 años (027)",1532,1513,2,128,218,296,503,263,82,21,19,6291
"De 45 a 49 años (028)",1264,1250,5,99,134,174,407,263,128,40,14,5886
"De 50 y más años (029)",3881,3869,11,242,273,339,968,1116,679,241,12,21699
"Desocupada (030)",106,85,,27,21,18,12,5,1,1,21,225
"De 15 a 19 años (032)",4,4,,4,,,,,,,,4
"De 20 a 24 años (033)",17,11,,8,2,,,1,,,6,18
"De 25 a 29 años (034)",27,14,,7,7,,,,,,13,21
"De 30 a 34 años (035)",21,19,,4,7,6,1,1,,,2,47
"De 35 a 39 años (036)",16,16,,2,3,5,6,,,,,49
"De 40 a 44 años (037)",8,8,,,1,4,2,1,,,,29
"De 45 a 49 años (038)",6,6,,2,1,2,,1,,,,17
"De 50 y más años (039)",7,7,,,,1,3,1,1,1,,40
"No PEA (040)",8883,8357,38,1820,1513,1151,1657,1198,685,295,526,32275
"De 12 a 14 años (041)",28,6,1,5,,,,,,,22,5
"De 15 a 19 años (042)",316,245,4,216,17,5,3,,,,71,277
"De 20 a 24 años (043)",947,778,5,540,187,37,6,3,,,169,1073
"De 25 a 29 años (044)",1024,934,3,424,332,128,41,5,1,,90,1684
"De 30 a 34 años (045)",929,879,1,211,324,198,120,19,4,2,50,2137
"De 35 a 39 años (046)",949,920,,113,232,228,257,78,10,2,29,2973
"De 40 a 44 años (047)",794,768,5,71,109,156,262,114,40,11,26,3086
"De 45 a 49 años (048)",673,661,3,43,81,99,209,142,60,24,12,3104
"De 50 y más años (049)",3223,3166,16,197,231,300,759,837,570,256,57,17936
,,,,,,,,,,,,
"URBANA (060)",5347,4984,23,1303,1122,807,888,499,251,91,363,16174
"De 12 a 14 años (061)",8,1,,1,,,,,,,7,1
"De 15 a 19 años (062)",141,120,2,109,5,2,2,,,,21,133
"De 20 a 24 años (063)",600,462,4,345,92,13,5,3,,,138,611
"De 25 a 29 años (064)",731,634,2,335,218,67,10,2,,,97,1028
"De 30 a 34 años (065)",727,682,2,201,282,128,58,7,3,1,45,1473
"De 35 a 39 años (066)",709,686,2,103,232,185,133,28,1,2,23,1901
"De 40 a 44 años (067)",532,521,2,60,105,144,153,47,9,1,11,1757
"De 45 a 49 años (068)",482,477,2,38,81,108,152,73,14,9,5,1870
"De 50 y más años (069)",1417,1401,7,111,107,160,375,339,224,78,16,7400
"PEA (070)",2004,1819,5,531,466,328,295,125,53,16,185,5159
"De 15 a 19 años (072)",25,22,,22,,,,,,,3,22
"De 20 a 24 años (073)",200,135,,104,27,1,1,2,,,65,178
"De 25 a 29 años (074)",308,243,1,140,72,27,2,1,,,65,381
"De 30 a 34 años (075)",350,315,1,106,125,54,23,5,1,,35,654
"De 35 a 39 años (076)",327,318,2,64,115,81,47,7,,2,9,806
"De 40 a 44 años (077)",234,231,,34,57,66,55,12,7,,3,719
"De 45 a 49 años (078)",206,202,,26,35,53,62,20,4,2,4,702
"De 50 y más años (079)",354,353,1,35,35,46,105,78,41,12,1,1697
"Ocupada (080)",1910,1745,5,510,448,310,284,121,52,15,165,4958
"De 15 a 19 años (082)",22,19,,19,,,,,,,3,19
"De 20 a 24 años (083)",187,128,,100,25,1,1,1,,,59,164
"De 25 a 29 años (084)",285,232,1,133,68,27,2,1,,,53,366
"De 30 a 34 años (085)",330,297,1,102,118,48,22,5,1,,33,614
"De 35 a 39 años (086)",311,302,2,62,112,76,41,7,,2,9,757
"De 40 a 44 años (087)",227,224,,34,56,62,54,11,7,,3,695
"De 45 a 49 años (088)",201,197,,25,34,51,62,19,4,2,4,686
"De 50 y más años (089)",347,346,1,35,35,45,102,77,40,11,1,1657
"Desocupada (090)",94,74,,21,18,18,11,4,1,1,20,201
"De 15 a 19 años (092)",3,3,,3,,,,,,,,3
"De 20 a 24 años (093)",13,7,,4,2,,,1,,,6,14
"De 25 a 29 años (094)",23,11,,7,4,,,,,,12,15
"De 30 a 34 años (095)",20,18,,4,7,6,1,,,,2,40
"De 35 a 39 años (096)",16,16,,2,3,5,6,,,,,49
"De 40 a 44 años (097)",7,7,,,1,4,1,1,,,,24
"De 45 a 49 años (098)",5,5,,1,1,2,,1,,,,16
"De 50 y más años (099)",7,7,,,,1,3,1,1,1,,40
"No PEA (100)",3343,3165,18,772,656,479,593,374,198,75,178,11015
"De 12 a 14 años (101)",8,1,,1,,,,,,,7,1
"De 15 a 19 años (102)",116,98,2,87,5,2,2,,,,18,111
"De 20 a 24 años (103)",400,327,4,241,65,12,4,1,,,73,433
"De 25 a 29 años (104)",423,391,1,195,146,40,8,1,,,32,647
"De 30 a 34 años (105)",377,367,1,95,157,74,35,2,2,1,10,819
"De 35 a 39 años (106)",382,368,,39,117,104,86,21,1,,14,1095
"De 40 a 44 años (107)",298,290,2,26,48,78,98,35,2,1,8,1038
"De 45 a 49 años (108)",276,275,2,12,46,55,90,53,10,7,1,1168
"De 50 y más años (109)",1063,1048,6,76,72,114,270,261,183,66,15,5703
,,,,,,,,,,,,
"RURAL (120)",18413,17589,64,4037,3140,2371,3564,2544,1355,514,824,66524
"De 12 a 14 años (121)",28,12,2,8,2,,,,,,16,12
"De 15 a 19 años (122)",593,476,4,431,35,3,3,,,,117,522
"De 20 a 24 años (123)",2127,1857,10,1287,474,71,10,5,,,270,2523
"De 25 a 29 años (124)",2414,2244,7,985,773,346,126,6,1,,170,4146
"De 30 a 34 años (125)",2219,2123,5,482,692,523,354,57,8,2,96,5386
"De 35 a 39 años (126)",2075,2028,5,271,409,469,638,197,33,6,47,6874
"De 40 a 44 años (127)",1802,1768,5,139,223,312,614,331,113,31,34,7649
"De 45 a 49 años (128)",1461,1440,6,106,135,167,464,333,174,55,21,7137
"De 50 y más años (129)",5694,5641,20,328,397,480,1355,1615,1026,420,53,32275
"PEA (130)",12873,12397,44,2989,2283,1699,2500,1720,868,294,476,45264
"De 12 a 14 años (131)",8,7,1,4,2,,,,,,1,8
"De 15 a 19 años (132)",393,329,2,302,23,,2,,,,64,356
"De 20 a 24 años (133)",1580,1406,9,988,352,46,8,3,,,174,1883
"De 25 a 29 años (134)",1813,1701,5,756,587,258,93,2,,,112,3109
"De 30 a 34 años (135)",1667,1611,5,366,525,399,269,40,6,1,56,4068
"De 35 a 39 años (136)",1508,1476,5,197,294,345,467,140,24,4,32,4996
"De 40 a 44 años (137)",1306,1290,2,94,162,234,450,252,75,21,16,5601
"De 45 a 49 años (138)",1064,1054,5,75,100,123,345,244,124,38,10,5201
"De 50 y más años (139)",3534,3523,10,207,238,294,866,1039,639,230,11,20042
"Ocupada (140)",12861,12386,44,2983,2280,1699,2499,1719,868,294,475,45240
"De 12 a 14 años (141)",8,7,1,4,2,,,,,,1,8
"De 15 a 19 años (142)",392,328,2,301,23,,2,,,,64,355
"De 20 a 24 años (143)",1576,1402,9,984,352,46,8,3,,,174,1879
"De 25 a 29 años (144)",1809,1698,5,756,584,258,93,2,,,111,3103
"De 30 a 34 años (145)",1666,1610,5,366,525,399,269,39,6,1,56,4061
"De 35 a 39 años (146)",1508,1476,5,197,294,345,467,140,24,4,32,4996
"De 40 a 44 años (147)",1305,1289,2,94,162,234,449,252,75,21,16,5596
"De 45 a 49 años (148)",1063,1053,5,74,100,123,345,244,124,38,10,5200
"De 50 y más años (149)",3534,3523,10,207,238,294,866,1039,639,230,11,20042
"Desocupada (150)",12,11,,6,3,,1,1,,,1,24
"De 15 a 19 años (152)",1,1,,1,,,,,,,,1
"De 20 a 24 años (153)",4,4,,4,,,,,,,,4
"De 25 a 29 años (154)",4,3,,,3,,,,,,1,6
"De 30 a 34 años (155)",1,1,,,,,,1,,,,7
"De 40 a 44 años (157)",1,1,,,,,1,,,,,5
"De 45 a 49 años (158)",1,1,,1,,,,,,,,1
"No PEA (160)",5540,5192,20,1048,857,672,1064,824,487,220,348,21260
"De 12 a 14 años (161)",20,5,1,4,,,,,,,15,4
"De 15 a 19 años (162)",200,147,2,129,12,3,1,,,,53,166
"De 20 a 24 años (163)",547,451,1,299,122,25,2,2,,,96,640
"De 25 a 29 años (164)",601,543,2,229,186,88,33,4,1,,58,1037
"De 30 a 34 años (165)",552,512,,116,167,124,85,17,2,1,40,1318
"De 35 a 39 años (166)",567,552,,74,115,124,171,57,9,2,15,1878
"De 40 a 44 años (167)",496,478,3,45,61,78,164,79,38,10,18,2048
"De 45 a 49 años (168)",397,386,1,31,35,44,119,89,50,17,11,1936
"De 50 y más años (169)",2160,2118,10,121,159,186,489,576,387,190,42,12233
