"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8734,878,259,3180,2585,506,754,159,413
"Jefe o Jefa (049)",3280,185,2,1144,890,234,446,99,280
"Esposa(o)/ compa¤era(o) (050)",231,10,1,94,72,14,17,2,21
"Hijo(a)/ hijastro(a) (051)",3872,509,208,1464,1230,181,192,37,51
"Yerno/ nuera (052)",105,2,1,18,39,10,27,3,5
"Nieto(a) (053)",424,92,34,167,108,11,8,4,
"Padres/ suegros (054)",69,17,,43,4,2,,1,2
"Otro(a) pariente (055)",609,55,13,219,206,43,41,7,25
"Trabajador(a) del hogar (056)",2,2,,,,,,,
"Pensionista (057)",23,,,,9,1,7,3,3
"Otro(a) no pariente (058)",119,6,,31,27,10,16,3,26
"Mujeres (060)",9661,1895,254,3648,2233,504,625,147,355
"Jefe o Jefa (061)",1619,442,1,583,267,77,125,28,96
"Esposa(o)/ compa¤era(o) (062)",2696,547,1,1008,581,137,239,41,142
"Hijo(a)/ hijastro(a) (063)",3823,550,200,1495,1055,219,173,60,71
"Yerno/ nuera (064)",127,8,,41,50,9,12,2,5
"Nieto(a) (065)",479,117,39,208,85,16,7,2,5
"Padres/ suegros (066)",185,121,,56,5,3,,,
"Otro(a) pariente (067)",524,87,13,194,133,29,41,9,18
"Trabajador(a) del hogar (068)",34,3,,21,9,1,,,
"Pensionista (069)",9,1,,,1,1,1,2,3
"Otro(a) no pariente (070)",165,19,,42,47,12,27,3,15
,,,,,,,,,
"RURAL (072)",33329,8322,675,19458,4210,274,226,61,103
"Jefe o Jefa (073)",8342,1927,4,5347,849,55,87,26,47
"Esposa(o)/ compa¤era(o) (074)",5739,2025,6,3320,325,27,24,6,6
"Hijo(a)/ hijastro(a) (075)",15193,3136,533,8689,2543,162,80,22,28
"Yerno/ nuera (076)",340,38,,215,72,5,8,2,
"Nieto(a) (077)",1726,467,98,953,194,10,3,,1
"Padres/ suegros (078)",408,312,,95,1,,,,
"Otro(a) pariente (079)",1400,377,33,768,189,12,11,4,6
"Trabajador(a) del hogar (080)",8,3,,5,,,,,
"Pensionista (081)",13,,,5,1,,6,,1
"Otro(a) no pariente (082)",160,37,1,61,36,3,7,1,14
"Hombres (084)",16751,3021,327,10269,2687,181,149,40,77
"Jefe o Jefa (085)",6623,1041,4,4621,764,53,75,22,43
"Esposa(o)/ compa¤era(o) (086)",155,13,1,116,20,4,,,1
"Hijo(a)/ hijastro(a) (087)",8007,1497,251,4460,1607,107,54,13,18
"Yerno/ nuera (088)",147,12,,100,31,,2,2,
"Nieto(a) (089)",901,242,57,477,116,7,2,,
"Padres/ suegros (090)",101,45,,55,1,,,,
"Otro(a) pariente (091)",704,150,14,399,119,8,7,2,5
"Trabajador(a) del hogar (092)",1,1,,,,,,,
"Pensionista (093)",7,,,3,1,,3,,
"Otro(a) no pariente (094)",105,20,,38,28,2,6,1,10
"Mujeres (096)",16578,5301,348,9189,1523,93,77,21,26
"Jefe o Jefa (097)",1719,886,,726,85,2,12,4,4
"Esposa(o)/ compa¤era(o) (098)",5584,2012,5,3204,305,23,24,6,5
"Hijo(a)/ hijastro(a) (099)",7186,1639,282,4229,936,55,26,9,10
"Yerno/ nuera (100)",193,26,,115,41,5,6,,
"Nieto(a) (101)",825,225,41,476,78,3,1,,1
"Padres/ suegros (102)",307,267,,40,,,,,
"Otro(a) pariente (103)",696,227,19,369,70,4,4,2,1
"Trabajador(a) del hogar (104)",7,2,,5,,,,,
"Pensionista (105)",6,,,2,,,3,,1
"Otro(a) no pariente (106)",55,17,1,23,8,1,1,,4
