"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",5,4,1,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",29,23,5,1,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",1319,965,89,62,203
"Empleado (065)",267,48,17,26,176
"Obrero (066)",296,203,39,33,21
"Trabajador independiente (067)",486,464,22,,
"Empleador o patrono (068)",19,11,1,2,5
"Trabajador familiar no remunerado (069)",190,178,10,1,1
"Trabajador del hogar (070)",61,61,,,
"De 30 a 44 años (072)",1780,1098,92,84,506
"Empleado (073)",634,53,41,58,482
"Obrero (074)",250,179,24,24,23
"Trabajador independiente (075)",764,740,24,,
"Empleador o patrono (076)",18,14,1,2,1
"Trabajador familiar no remunerado (077)",92,90,2,,
"Trabajador del hogar (078)",22,22,,,
"De 45 a 64 años (080)",1182,875,50,38,219
"Empleado (081)",291,31,22,24,214
"Obrero (082)",156,126,12,13,5
"Trabajador independiente (083)",625,611,14,,
"Empleador o patrono (084)",10,8,1,1,
"Trabajador familiar no remunerado (085)",85,84,1,,
"Trabajador del hogar (086)",15,15,,,
"De 65 y más años (088)",298,277,14,1,6
"Empleado (089)",9,,2,1,6
"Obrero (090)",47,44,3,,
"Trabajador independiente (091)",206,199,7,,
"Empleador o patrono (092)",3,2,1,,
"Trabajador familiar no remunerado (093)",30,29,1,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",7506,6827,508,58,113
"Empleado (097)",213,57,38,19,99
"Obrero (098)",2238,1969,224,32,13
"Trabajador independiente (099)",2997,2912,85,,
"Empleador o patrono (100)",273,227,43,3,
"Trabajador familiar no remunerado (101)",1726,1603,118,4,1
"Trabajador del hogar (102)",59,59,,,
"De 06 a 14 años (104)",208,181,27,,
"Empleado (105)",1,1,,,
"Obrero (106)",34,29,5,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",171,149,22,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",2313,2104,151,25,33
"Empleado (113)",60,19,7,8,26
"Obrero (114)",813,720,71,15,7
"Trabajador independiente (115)",640,619,21,,
"Empleador o patrono (116)",34,30,4,,
"Trabajador familiar no remunerado (117)",736,686,48,2,
"Trabajador del hogar (118)",30,30,,,
"De 30 a 44 años (120)",2271,2029,170,23,49
"Empleado (121)",97,22,21,10,44
"Obrero (122)",668,573,81,10,4
"Trabajador independiente (123)",997,969,28,,
"Empleador o patrono (124)",102,83,17,2,
"Trabajador familiar no remunerado (125)",393,368,23,1,1
"Trabajador del hogar (126)",14,14,,,
"De 45 a 64 años (128)",1952,1790,125,8,29
"Empleado (129)",50,13,9,1,27
"Obrero (130)",540,480,53,5,2
"Trabajador independiente (131)",943,919,24,,
"Empleador o patrono (132)",97,78,18,1,
"Trabajador familiar no remunerado (133)",312,290,21,1,
"Trabajador del hogar (134)",10,10,,,
"De 65 y más años (136)",762,723,35,2,2
"Empleado (137)",5,2,1,,2
"Obrero (138)",183,167,14,2,
"Trabajador independiente (139)",416,404,12,,
"Empleador o patrono (140)",40,36,4,,
"Trabajador familiar no remunerado (141)",114,110,4,,
"Trabajador del hogar (142)",4,4,,,
