"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",44,3,,9,13,4,10,1,4
"Hijo(a)/ hijastro(a) (051)",648,72,26,231,226,27,46,8,12
"Yerno/ nuera (052)",21,,,4,8,3,6,,
"Nieto(a) (053)",65,14,7,28,12,2,1,1,
"Padres/ suegros (054)",9,1,,8,,,,,
"Otro(a) pariente (055)",72,4,1,24,26,8,7,,2
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",37,1,,8,7,8,9,2,2
"Mujeres (060)",1722,252,40,611,436,94,219,16,54
"Jefe o Jefa (061)",301,60,,131,50,18,33,1,8
"Esposa(o)/ compa¤era(o) (062)",554,56,,195,144,24,107,4,24
"Hijo(a)/ hijastro(a) (063)",615,84,34,212,192,21,55,5,12
"Yerno/ nuera (064)",30,2,,5,7,4,8,2,2
"Nieto(a) (065)",70,18,5,24,13,7,1,1,1
"Padres/ suegros (066)",30,19,,10,,,,,1
"Otro(a) pariente (067)",72,7,1,25,23,9,5,1,1
"Trabajador(a) del hogar (068)",9,3,,3,3,,,,
"Pensionista (069)",2,,,,,,,1,1
"Otro(a) no pariente (070)",39,3,,6,4,11,10,1,4
,,,,,,,,,
"RURAL (072)",18112,3993,341,10128,3198,151,198,33,70
"Jefe o Jefa (073)",4850,1029,,2980,681,38,78,13,31
"Esposa(o)/ compa¤era(o) (074)",3321,1155,5,1823,304,7,20,2,5
"Hijo(a)/ hijastro(a) (075)",7651,1180,261,4196,1826,80,72,12,24
"Yerno/ nuera (076)",321,33,,165,98,8,13,2,2
"Nieto(a) (077)",999,241,65,518,164,5,5,,1
"Padres/ suegros (078)",215,167,,43,3,1,1,,
"Otro(a) pariente (079)",663,166,10,360,103,9,6,3,6
"Trabajador(a) del hogar (080)",9,3,,6,,,,,
"Pensionista (081)",3,1,,,2,,,,
"Otro(a) no pariente (082)",80,18,,37,17,3,3,1,1
"Hombres (084)",8800,1253,138,5112,1995,101,122,23,56
"Jefe o Jefa (085)",3685,450,,2480,618,32,66,11,28
"Esposa(o)/ compa¤era(o) (086)",124,16,1,78,24,1,,2,2
"Hijo(a)/ hijastro(a) (087)",3943,567,105,2028,1126,52,39,6,20
"Yerno/ nuera (088)",126,6,,61,42,6,8,2,1
"Nieto(a) (089)",514,129,29,246,103,3,3,,1
"Padres/ suegros (090)",37,16,,20,,1,,,
"Otro(a) pariente (091)",325,62,3,177,71,4,4,1,3
"Trabajador(a) del hogar (092)",3,1,,2,,,,,
"Pensionista (093)",2,,,,2,,,,
"Otro(a) no pariente (094)",41,6,,20,9,2,2,1,1
"Mujeres (096)",9312,2740,203,5016,1203,50,76,10,14
"Jefe o Jefa (097)",1165,579,,500,63,6,12,2,3
"Esposa(o)/ compa¤era(o) (098)",3197,1139,4,1745,280,6,20,,3
"Hijo(a)/ hijastro(a) (099)",3708,613,156,2168,700,28,33,6,4
"Yerno/ nuera (100)",195,27,,104,56,2,5,,1
"Nieto(a) (101)",485,112,36,272,61,2,2,,
"Padres/ suegros (102)",178,151,,23,3,,1,,
"Otro(a) pariente (103)",338,104,7,183,32,5,2,2,3
"Trabajador(a) del hogar (104)",6,2,,4,,,,,
"Pensionista (105)",1,1,,,,,,,
"Otro(a) no pariente (106)",39,12,,17,8,1,1,,
