"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 20 a 24 años (063)",87,,,,,,55,32
"De 25 a 29 años (064)",110,,,,,8,72,30
"De 30 a 34 años (065)",117,,,,,18,60,39
"De 35 a 39 años (066)",160,,,,3,43,74,40
"De 40 a 44 años (067)",108,,,,7,39,42,20
"De 45 a 49 años (068)",98,,,,18,44,12,24
"De 50 y más años (069)",294,8,34,66,79,47,,60
"PEA (070)",369,,2,14,23,97,123,110
"De 15 a 19 años (072)",2,,,,,,2,
"De 20 a 24 años (073)",22,,,,,,12,10
"De 25 a 29 años (074)",40,,,,,4,23,13
"De 30 a 34 años (075)",57,,,,,13,22,22
"De 35 a 39 años (076)",79,,,,2,24,32,21
"De 40 a 44 años (077)",61,,,,4,24,23,10
"De 45 a 49 años (078)",46,,,,3,18,9,16
"De 50 y más años (079)",62,,2,14,14,14,,18
"Ocupada (080)",352,,2,14,23,94,119,100
"De 15 a 19 años (082)",2,,,,,,2,
"De 20 a 24 años (083)",19,,,,,,11,8
"De 25 a 29 años (084)",35,,,,,4,23,8
"De 30 a 34 años (085)",54,,,,,13,21,20
"De 35 a 39 años (086)",78,,,,2,24,32,20
"De 40 a 44 años (087)",58,,,,4,22,22,10
"De 45 a 49 años (088)",44,,,,3,17,8,16
"De 50 y más años (089)",62,,2,14,14,14,,18
"Desocupada (090)",17,,,,,3,4,10
"De 20 a 24 años (093)",3,,,,,,1,2
"De 25 a 29 años (094)",5,,,,,,,5
"De 30 a 34 años (095)",3,,,,,,1,2
"De 35 a 39 años (096)",1,,,,,,,1
"De 40 a 44 años (097)",3,,,,,2,1,
"De 45 a 49 años (098)",2,,,,,1,1,
"No PEA (100)",635,8,32,52,84,102,217,140
"De 15 a 19 años (102)",28,,,,,,23,5
"De 20 a 24 años (103)",65,,,,,,43,22
"De 25 a 29 años (104)",70,,,,,4,49,17
"De 30 a 34 años (105)",60,,,,,5,38,17
"De 35 a 39 años (106)",81,,,,1,19,42,19
"De 40 a 44 años (107)",47,,,,3,15,19,10
"De 45 a 49 años (108)",52,,,,15,26,3,8
"De 50 y más años (109)",232,8,32,52,65,33,,42
,,,,,,,,
"RURAL (120)",5204,37,151,344,640,1073,1897,1062
"De 12 a 14 años (121)",7,,,,,,2,5
"De 15 a 19 años (122)",211,,,,,,138,73
"De 20 a 24 años (123)",553,,,,,1,371,181
"De 25 a 29 años (124)",606,,,,,28,419,159
"De 30 a 34 años (125)",571,,,,,103,368,100
"De 35 a 39 años (126)",602,,,,7,194,314,87
"De 40 a 44 años (127)",499,,,,27,209,185,78
"De 45 a 49 años (128)",415,,,1,77,214,85,38
"De 50 y más años (129)",1740,37,151,343,529,324,15,341
"PEA (130)",669,1,9,17,74,169,239,160
"De 15 a 19 años (132)",14,,,,,,9,5
"De 20 a 24 años (133)",80,,,,,,42,38
"De 25 a 29 años (134)",94,,,,,4,56,34
"De 30 a 34 años (135)",82,,,,,17,44,21
"De 35 a 39 años (136)",93,,,,2,28,52,11
"De 40 a 44 años (137)",83,,,,4,42,22,15
"De 45 a 49 años (138)",65,,,,10,40,11,4
"De 50 y más años (139)",158,1,9,17,58,38,3,32
"Ocupada (140)",638,1,9,17,72,166,234,139
"De 15 a 19 años (142)",14,,,,,,9,5
"De 20 a 24 años (143)",68,,,,,,40,28
"De 25 a 29 años (144)",88,,,,,3,55,30
"De 30 a 34 años (145)",78,,,,,16,44,18
"De 35 a 39 años (146)",91,,,,2,28,51,10
"De 40 a 44 años (147)",80,,,,4,41,21,14
"De 45 a 49 años (148)",63,,,,9,40,11,3
"De 50 y más años (149)",156,1,9,17,57,38,3,31
"Desocupada (150)",31,,,,2,3,5,21
"De 20 a 24 años (153)",12,,,,,,2,10
"De 25 a 29 años (154)",6,,,,,1,1,4
"De 30 a 34 años (155)",4,,,,,1,,3
"De 35 a 39 años (156)",2,,,,,,1,1
"De 40 a 44 años (157)",3,,,,,1,1,1
"De 45 a 49 años (158)",2,,,,1,,,1
"De 50 y más años (159)",2,,,,1,,,1
"No PEA (160)",4535,36,142,327,566,904,1658,902
"De 12 a 14 años (161)",7,,,,,,2,5
"De 15 a 19 años (162)",197,,,,,,129,68
"De 20 a 24 años (163)",473,,,,,1,329,143
"De 25 a 29 años (164)",512,,,,,24,363,125
"De 30 a 34 años (165)",489,,,,,86,324,79
"De 35 a 39 años (166)",509,,,,5,166,262,76
"De 40 a 44 años (167)",416,,,,23,167,163,63
"De 45 a 49 años (168)",350,,,1,67,174,74,34
"De 50 y más años (169)",1582,36,142,326,471,286,12,309
