"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",4,4,,,
"Obrero (058)",17,13,4,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",34,33,1,,
"Trabajador del hogar (062)",14,14,,,
"De 15 a 29 años (064)",1430,1123,88,53,166
"Empleado (065)",282,79,16,30,157
"Obrero (066)",356,289,39,20,8
"Trabajador independiente (067)",469,451,18,,
"Empleador o patrono (068)",34,24,9,1,
"Trabajador familiar no remunerado (069)",213,204,6,2,1
"Trabajador del hogar (070)",76,76,,,
"De 30 a 44 años (072)",2068,1396,105,98,469
"Empleado (073)",662,74,44,84,460
"Obrero (074)",357,307,32,10,8
"Trabajador independiente (075)",819,802,17,,
"Empleador o patrono (076)",52,46,4,2,
"Trabajador familiar no remunerado (077)",142,131,8,2,1
"Trabajador del hogar (078)",36,36,,,
"De 45 a 64 años (080)",1392,1087,56,36,213
"Empleado (081)",269,25,10,30,204
"Obrero (082)",258,224,19,6,9
"Trabajador independiente (083)",683,666,17,,
"Empleador o patrono (084)",53,46,7,,
"Trabajador familiar no remunerado (085)",98,95,3,,
"Trabajador del hogar (086)",31,31,,,
"De 65 y más años (088)",326,308,9,1,8
"Empleado (089)",9,4,,,5
"Obrero (090)",70,66,,1,3
"Trabajador independiente (091)",191,184,7,,
"Empleador o patrono (092)",21,19,2,,
"Trabajador familiar no remunerado (093)",31,31,,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",13078,12069,627,80,302
"Empleado (097)",441,91,73,18,259
"Obrero (098)",4029,3578,361,52,38
"Trabajador independiente (099)",5649,5551,98,,
"Empleador o patrono (100)",308,264,41,1,2
"Trabajador familiar no remunerado (101)",2447,2381,54,9,3
"Trabajador del hogar (102)",204,204,,,
"De 06 a 14 años (104)",254,243,9,1,1
"Obrero (106)",77,73,3,,1
"Trabajador independiente (107)",3,3,,,
"Trabajador familiar no remunerado (109)",166,159,6,1,
"Trabajador del hogar (110)",8,8,,,
"De 15 a 29 años (112)",4495,4138,239,35,83
"Empleado (113)",135,36,20,4,75
"Obrero (114)",1618,1439,149,25,5
"Trabajador independiente (115)",1379,1340,39,,
"Empleador o patrono (116)",51,40,10,,1
"Trabajador familiar no remunerado (117)",1222,1193,21,6,2
"Trabajador del hogar (118)",90,90,,,
"De 30 a 44 años (120)",4078,3699,217,23,139
"Empleado (121)",214,41,44,9,120
"Obrero (122)",1219,1081,106,13,19
"Trabajador independiente (123)",1958,1921,37,,
"Empleador o patrono (124)",116,98,18,,
"Trabajador familiar no remunerado (125)",517,504,12,1,
"Trabajador del hogar (126)",54,54,,,
"De 45 a 64 años (128)",3233,3007,133,19,74
"Empleado (129)",87,12,9,5,61
"Obrero (130)",897,784,90,12,11
"Trabajador independiente (131)",1720,1704,16,,
"Empleador o patrono (132)",100,90,8,1,1
"Trabajador familiar no remunerado (133)",392,380,10,1,1
"Trabajador del hogar (134)",37,37,,,
"De 65 y más años (136)",1018,982,29,2,5
"Empleado (137)",5,2,,,3
"Obrero (138)",218,201,13,2,2
"Trabajador independiente (139)",589,583,6,,
"Empleador o patrono (140)",41,36,5,,
"Trabajador familiar no remunerado (141)",150,145,5,,
"Trabajador del hogar (142)",15,15,,,
