"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",256,223,17,2,14
"Educación inicial (062)",14,14,,,
"Primaria (063)",1041,902,66,12,61
"Secundaria (064)",1034,803,72,39,120
"Superior no univ. incompleta (065)",123,65,6,9,43
"Superior no univ. completa (066)",258,69,21,21,147
"Superior univ. incompleta (067)",50,19,1,3,27
"Superior univ. completa (068)",162,42,14,27,79
"De 06 a 14 años (070)",82,82,,,
"Sin nivel (071)",3,3,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",50,50,,,
"Secundaria (074)",28,28,,,
"De 15 a 29 años (080)",913,661,67,39,146
"Sin nivel (081)",25,19,4,,2
"Educación inicial (082)",6,6,,,
"Primaria (083)",205,182,11,5,7
"Secundaria (084)",468,375,38,16,39
"Superior no univ. incompleta (085)",50,33,1,4,12
"Superior no univ. completa (086)",105,32,9,7,57
"Superior univ. incompleta (087)",8,3,,2,3
"Superior univ. completa (088)",46,11,4,5,26
"De 30 a 44 años (090)",1128,782,76,50,220
"Sin nivel (091)",76,65,7,,4
"Educación inicial (092)",7,7,,,
"Primaria (093)",401,351,25,5,20
"Secundaria (094)",356,279,23,13,41
"Superior no univ. incompleta (095)",53,21,3,4,25
"Superior no univ. completa (096)",119,24,10,10,75
"Superior univ. incompleta (097)",29,11,1,1,16
"Superior univ. completa (098)",87,24,7,17,39
"De 45 a 64 años (100)",656,477,46,22,111
"Sin nivel (101)",103,91,5,2,5
"Primaria (103)",292,243,23,1,25
"Secundaria (104)",169,110,11,9,39
"Superior no univ. incompleta (105)",19,10,2,1,6
"Superior no univ. completa (106)",33,12,2,4,15
"Superior univ. incompleta (107)",11,4,,,7
"Superior univ. completa (108)",29,7,3,5,14
"De 65 y más años (110)",159,135,8,2,14
"Sin nivel (111)",49,45,1,,3
"Primaria (113)",93,76,7,1,9
"Secundaria (114)",13,11,,1,1
"Superior no univ. incompleta (115)",1,1,,,
"Superior no univ. completa (116)",1,1,,,
"Superior univ. incompleta (117)",2,1,,,1
,,,,,
"RURAL (120)",12553,11884,435,96,138
"Sin nivel (121)",3222,3134,70,9,9
"Educación inicial (122)",65,62,3,,
"Primaria (123)",7263,6918,245,37,63
"Secundaria (124)",1812,1665,93,22,32
"Superior no univ. incompleta (125)",48,35,7,,6
"Superior no univ. completa (126)",67,36,8,10,13
"Superior univ. incompleta (127)",21,15,1,1,4
"Superior univ. completa (128)",55,19,8,17,11
"De 06 a 14 años (130)",373,359,12,2,
"Sin nivel (131)",62,59,3,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",270,261,8,1,
"Secundaria (134)",39,37,1,1,
"De 15 a 29 años (140)",4335,4099,161,26,49
"Sin nivel (141)",443,432,9,1,1
"Educación inicial (142)",25,22,3,,
"Primaria (143)",2581,2483,75,6,17
"Secundaria (144)",1211,1113,66,15,17
"Superior no univ. incompleta (145)",26,18,3,,5
"Superior no univ. completa (146)",31,19,5,2,5
"Superior univ. incompleta (147)",6,6,,,
"Superior univ. completa (148)",12,6,,2,4
"De 30 a 44 años (150)",4192,3920,159,49,64
"Sin nivel (151)",985,950,27,3,5
"Educación inicial (152)",38,38,,,
"Primaria (153)",2686,2524,105,23,34
"Secundaria (154)",398,368,16,5,9
"Superior no univ. incompleta (155)",20,15,4,,1
"Superior no univ. completa (156)",30,13,2,7,8
"Superior univ. incompleta (157)",6,4,,,2
"Superior univ. completa (158)",29,8,5,11,5
"De 45 a 64 años (160)",2861,2731,90,16,24
"Sin nivel (161)",1207,1176,24,4,3
"Primaria (163)",1479,1408,53,7,11
"Secundaria (164)",146,131,8,1,6
"Superior no univ. incompleta (165)",2,2,,,
"Superior no univ. completa (166)",6,4,1,1,
"Superior univ. incompleta (167)",9,5,1,1,2
"Superior univ. completa (168)",12,5,3,2,2
"De 65 y más años (170)",792,775,13,3,1
"Sin nivel (171)",525,517,7,1,
"Primaria (173)",247,242,4,,1
"Secundaria (174)",18,16,2,,
"Superior univ. completa (178)",2,,,2,
