"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",25,25,,,
"Comercio al por menor (054)",25,25,,,
"Hoteles y restaurantes (055)",14,14,,,
"Trans., almac. y comunicaciones (056)",1,,,1,
"Intermediación financiera (057)",1,,,1,
"Activid.inmobil., empres. y alquileres (058)",3,2,1,,
"Admin.pub. y defensa; p. segur soc.afil (059)",33,,,,33
"Enseñanza (060)",55,19,31,5,
"Servicios sociales y de salud (061)",8,2,,,6
"Otras activ. serv.comun.soc y personales (062)",7,5,2,,
"Hogares privados con servicio doméstico (063)",3,3,,,
"Actividad economica no especificada (065)",24,18,2,4,
,,,,,
"URBANA (066)",470,237,67,25,141
"Agric., ganadería, caza y silvicultura (067)",51,45,5,1,
"Pesca (068)",1,1,,,
"Industrias manufactureras (070)",34,31,2,1,
"Construcción (072)",29,25,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",58,54,4,,
"Venta, mant.y rep. veh.autom y motoc. (074)",2,2,,,
"Comercio al por mayor (075)",3,,3,,
"Comercio al por menor (076)",53,52,1,,
"Hoteles y restaurantes (077)",21,21,,,
"Trans., almac. y comunicaciones (078)",23,19,1,3,
"Intermediación financiera (079)",4,1,,1,2
"Activid.inmobil., empres. y alquileres (080)",7,2,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (081)",125,,,,125
"Enseñanza (082)",74,18,40,16,
"Servicios sociales y de salud (083)",15,4,,,11
"Otras activ. serv.comun.soc y personales (084)",18,7,8,2,1
"Hogares privados con servicio doméstico (085)",6,6,,,
"Actividad economica no especificada (087)",4,3,,,1
"Hombres (088)",332,169,40,19,104
"Agric., ganadería, caza y silvicultura (089)",43,38,4,1,
"Pesca (090)",1,1,,,
"Industrias manufactureras (092)",32,29,2,1,
"Construcción (094)",28,25,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",33,29,4,,
"Venta, mant.y rep. veh.autom y motoc. (096)",2,2,,,
"Comercio al por mayor (097)",3,,3,,
"Comercio al por menor (098)",28,27,1,,
"Hoteles y restaurantes (099)",7,7,,,
"Trans., almac. y comunicaciones (100)",22,19,1,2,
"Intermediación financiera (101)",3,1,,,2
"Activid.inmobil., empres. y alquileres (102)",5,1,2,1,1
"Admin.pub. y defensa; p. segur soc.afil (103)",94,,,,94
"Enseñanza (104)",39,9,18,12,
"Servicios sociales y de salud (105)",7,2,,,5
"Otras activ. serv.comun.soc y personales (106)",11,2,6,2,1
"Hogares privados con servicio doméstico (107)",3,3,,,
"Actividad economica no especificada (109)",4,3,,,1
"Mujeres (110)",138,68,27,6,37
"Agric., ganadería, caza y silvicultura (111)",8,7,1,,
"Industrias manufactureras (114)",2,2,,,
"Construcción (116)",1,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",25,25,,,
"Comercio al por menor (120)",25,25,,,
"Hoteles y restaurantes (121)",14,14,,,
"Trans., almac. y comunicaciones (122)",1,,,1,
"Intermediación financiera (123)",1,,,1,
"Activid.inmobil., empres. y alquileres (124)",2,1,1,,
"Admin.pub. y defensa; p. segur soc.afil (125)",31,,,,31
"Enseñanza (126)",35,9,22,4,
"Servicios sociales y de salud (127)",8,2,,,6
"Otras activ. serv.comun.soc y personales (128)",7,5,2,,
"Hogares privados con servicio doméstico (129)",3,3,,,
,,,,,
"RURAL (132)",583,471,72,20,20
"Agric., ganadería, caza y silvicultura (133)",338,329,9,,
"Pesca (134)",2,2,,,
"Industrias manufactureras (136)",12,12,,,
"Suministro de electricidad, gas y agua (137)",1,,,1,
"Construcción (138)",14,7,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",2,1,,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,,,1,
"Comercio al por menor (142)",1,1,,,
"Hoteles y restaurantes (143)",3,,,3,
"Trans., almac. y comunicaciones (144)",7,3,2,2,
"Activid.inmobil., empres. y alquileres (146)",3,2,,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",16,,,,16
"Enseñanza (148)",74,27,44,3,
"Servicios sociales y de salud (149)",5,1,,,4
"Otras activ. serv.comun.soc y personales (150)",2,,1,1,
"Hogares privados con servicio doméstico (151)",2,2,,,
"Actividad economica no especificada (153)",102,85,9,8,
"Hombres (154)",492,399,60,15,18
"Agric., ganadería, caza y silvicultura (155)",296,288,8,,
"Pesca (156)",2,2,,,
"Industrias manufactureras (158)",11,11,,,
"Suministro de electricidad, gas y agua (159)",1,,,1,
"Construcción (160)",13,6,7,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",2,1,,1,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,,,1,
"Comercio al por menor (164)",1,1,,,
"Hoteles y restaurantes (165)",3,,,3,
"Trans., almac. y comunicaciones (166)",7,3,2,2,
"Activid.inmobil., empres. y alquileres (168)",2,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",14,,,,14
"Enseñanza (170)",54,17,35,2,
"Servicios sociales y de salud (171)",5,1,,,4
"Otras activ. serv.comun.soc y personales (172)",2,,1,1,
"Hogares privados con servicio doméstico (173)",2,2,,,
"Actividad economica no especificada (175)",78,67,7,4,
"Mujeres (176)",91,72,12,5,2
"Agric., ganadería, caza y silvicultura (177)",42,41,1,,
"Industrias manufactureras (180)",1,1,,,
"Construcción (182)",1,1,,,
"Activid.inmobil., empres. y alquileres (190)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",2,,,,2
"Enseñanza (192)",20,10,9,1,
"Actividad economica no especificada (197)",24,18,2,4,
