"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",3072,2522,321,117,112
"Agric., ganadería, caza y silvicultura (045)",1134,1031,94,8,1
"Explotación de minas y canteras (047)",7,2,2,,3
"Industrias manufactureras (048)",109,100,8,1,
"Construcción (050)",5,3,,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",448,421,16,7,4
"Venta, mant.y rep. veh.autom y motoc. (052)",5,5,,,
"Comercio al por mayor (053)",21,16,,1,4
"Comercio al por menor (054)",422,400,16,6,
"Hoteles y restaurantes (055)",140,132,4,3,1
"Trans., almac. y comunicaciones (056)",20,14,3,3,
"Intermediación financiera (057)",3,2,,1,
"Activid.inmobil., empres. y alquileres (058)",72,39,13,12,8
"Admin.pub. y defensa; p. segur soc.afil (059)",38,,,,38
"Enseñanza (060)",365,133,152,67,13
"Servicios sociales y de salud (061)",88,32,15,3,38
"Otras activ. serv.comun.soc y personales (062)",78,71,2,3,2
"Hogares privados con servicio doméstico (063)",302,302,,,
"Actividad economica no especificada (065)",263,240,12,9,2
,,,,,
"URBANA (066)",4343,3213,585,265,280
"Agric., ganadería, caza y silvicultura (067)",1008,931,67,6,4
"Pesca (068)",1,,,1,
"Explotación de minas y canteras (069)",12,2,,1,9
"Industrias manufactureras (070)",237,210,16,7,4
"Suministro de electricidad, gas y agua (071)",4,1,1,1,1
"Construcción (072)",228,153,53,19,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",879,818,36,16,9
"Venta, mant.y rep. veh.autom y motoc. (074)",55,47,8,,
"Comercio al por mayor (075)",37,22,1,5,9
"Comercio al por menor (076)",787,749,27,11,
"Hoteles y restaurantes (077)",126,110,12,3,1
"Trans., almac. y comunicaciones (078)",213,170,26,15,2
"Intermediación financiera (079)",10,3,,4,3
"Activid.inmobil., empres. y alquileres (080)",142,76,21,29,16
"Admin.pub. y defensa; p. segur soc.afil (081)",138,,,,138
"Enseñanza (082)",624,189,281,131,23
"Servicios sociales y de salud (083)",107,34,12,8,53
"Otras activ. serv.comun.soc y personales (084)",197,157,26,7,7
"Hogares privados con servicio doméstico (085)",155,155,,,
"Actividad economica no especificada (087)",262,204,34,17,7
"Hombres (088)",2902,2155,394,167,186
"Agric., ganadería, caza y silvicultura (089)",889,821,59,5,4
"Pesca (090)",1,,,1,
"Explotación de minas y canteras (091)",9,2,,1,6
"Industrias manufactureras (092)",186,165,11,6,4
"Suministro de electricidad, gas y agua (093)",4,1,1,1,1
"Construcción (094)",224,150,53,19,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",518,480,23,10,5
"Venta, mant.y rep. veh.autom y motoc. (096)",50,42,8,,
"Comercio al por mayor (097)",17,7,1,4,5
"Comercio al por menor (098)",451,431,14,6,
"Hoteles y restaurantes (099)",34,25,9,,
"Trans., almac. y comunicaciones (100)",202,164,23,13,2
"Intermediación financiera (101)",7,1,,3,3
"Activid.inmobil., empres. y alquileres (102)",76,42,8,18,8
"Admin.pub. y defensa; p. segur soc.afil (103)",111,,,,111
"Enseñanza (104)",321,83,156,71,11
"Servicios sociales y de salud (105)",39,11,4,5,19
"Otras activ. serv.comun.soc y personales (106)",127,93,25,4,5
"Hogares privados con servicio doméstico (107)",7,7,,,
"Actividad economica no especificada (109)",147,110,22,10,5
"Mujeres (110)",1441,1058,191,98,94
"Agric., ganadería, caza y silvicultura (111)",119,110,8,1,
"Explotación de minas y canteras (113)",3,,,,3
"Industrias manufactureras (114)",51,45,5,1,
"Construcción (116)",4,3,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",361,338,13,6,4
"Venta, mant.y rep. veh.autom y motoc. (118)",5,5,,,
"Comercio al por mayor (119)",20,15,,1,4
"Comercio al por menor (120)",336,318,13,5,
"Hoteles y restaurantes (121)",92,85,3,3,1
"Trans., almac. y comunicaciones (122)",11,6,3,2,
"Intermediación financiera (123)",3,2,,1,
"Activid.inmobil., empres. y alquileres (124)",66,34,13,11,8
"Admin.pub. y defensa; p. segur soc.afil (125)",27,,,,27
"Enseñanza (126)",303,106,125,60,12
"Servicios sociales y de salud (127)",68,23,8,3,34
"Otras activ. serv.comun.soc y personales (128)",70,64,1,3,2
"Hogares privados con servicio doméstico (129)",148,148,,,
"Actividad economica no especificada (131)",115,94,12,7,2
,,,,,
"RURAL (132)",10099,9536,389,91,83
"Agric., ganadería, caza y silvicultura (133)",8557,8267,257,26,7
"Pesca (134)",2,1,,,1
"Explotación de minas y canteras (135)",25,10,6,2,7
"Industrias manufactureras (136)",226,216,9,,1
"Suministro de electricidad, gas y agua (137)",8,2,,6,
"Construcción (138)",160,127,16,14,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",216,210,5,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",13,13,,,
"Comercio al por mayor (141)",9,9,,,
"Comercio al por menor (142)",194,188,5,1,
"Hoteles y restaurantes (143)",58,57,1,,
"Trans., almac. y comunicaciones (144)",89,84,2,3,
"Intermediación financiera (145)",1,1,,,
"Activid.inmobil., empres. y alquileres (146)",16,12,2,2,
"Admin.pub. y defensa; p. segur soc.afil (147)",51,,,,51
"Enseñanza (148)",136,43,69,21,3
"Servicios sociales y de salud (149)",26,13,7,1,5
"Otras activ. serv.comun.soc y personales (150)",50,38,5,5,2
"Hogares privados con servicio doméstico (151)",167,167,,,
"Actividad economica no especificada (153)",311,288,10,10,3
"Hombres (154)",8468,8072,259,72,65
"Agric., ganadería, caza y silvicultura (155)",7542,7346,171,19,6
"Pesca (156)",2,1,,,1
"Explotación de minas y canteras (157)",21,8,4,2,7
"Industrias manufactureras (158)",168,161,6,,1
"Suministro de electricidad, gas y agua (159)",8,2,,6,
"Construcción (160)",159,127,16,14,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",129,127,2,,
"Venta, mant.y rep. veh.autom y motoc. (162)",13,13,,,
"Comercio al por mayor (163)",8,8,,,
"Comercio al por menor (164)",108,106,2,,
"Hoteles y restaurantes (165)",10,10,,,
"Trans., almac. y comunicaciones (166)",80,76,2,2,
"Intermediación financiera (167)",1,1,,,
"Activid.inmobil., empres. y alquileres (168)",10,7,2,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",40,,,,40
"Enseñanza (170)",74,16,42,14,2
"Servicios sociales y de salud (171)",6,4,,1,1
"Otras activ. serv.comun.soc y personales (172)",42,31,4,5,2
"Hogares privados con servicio doméstico (173)",13,13,,,
"Actividad economica no especificada (175)",163,142,10,8,3
"Mujeres (176)",1631,1464,130,19,18
"Agric., ganadería, caza y silvicultura (177)",1015,921,86,7,1
"Explotación de minas y canteras (179)",4,2,2,,
"Industrias manufactureras (180)",58,55,3,,
"Construcción (182)",1,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",87,83,3,1,
"Comercio al por mayor (185)",1,1,,,
"Comercio al por menor (186)",86,82,3,1,
"Hoteles y restaurantes (187)",48,47,1,,
"Trans., almac. y comunicaciones (188)",9,8,,1,
"Activid.inmobil., empres. y alquileres (190)",6,5,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",11,,,,11
"Enseñanza (192)",62,27,27,7,1
"Servicios sociales y de salud (193)",20,9,7,,4
"Otras activ. serv.comun.soc y personales (194)",8,7,1,,
"Hogares privados con servicio doméstico (195)",154,154,,,
"Actividad economica no especificada (197)",148,146,,2,
