"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",252,146,81,21,4
"Educación inicial (062)",3,2,1,,
"Primaria (063)",788,458,241,56,33
"Secundaria (064)",970,554,258,73,85
"Superior no univ. incompleta (065)",127,63,30,9,25
"Superior no univ. completa (066)",190,55,39,11,85
"Superior univ. incompleta (067)",66,23,16,6,21
"Superior univ. completa (068)",233,49,46,16,122
"De 06 a 14 años (070)",56,24,25,6,1
"Sin nivel (071)",1,1,,,
"Educación inicial (072)",1,1,,,
"Primaria (073)",35,15,15,4,1
"Secundaria (074)",19,7,10,2,
"De 15 a 29 años (080)",670,347,180,55,88
"Sin nivel (081)",9,4,3,2,
"Educación inicial (082)",1,1,,,
"Primaria (083)",107,61,34,8,4
"Secundaria (084)",399,221,117,37,24
"Superior no univ. incompleta (085)",41,25,9,2,5
"Superior no univ. completa (086)",52,16,7,2,27
"Superior univ. incompleta (087)",13,8,2,1,2
"Superior univ. completa (088)",48,11,8,3,26
"De 30 a 44 años (090)",892,427,229,69,167
"Sin nivel (091)",43,27,11,4,1
"Educación inicial (092)",1,,1,,
"Primaria (093)",218,112,75,20,11
"Secundaria (094)",342,202,81,22,37
"Superior no univ. incompleta (095)",60,30,13,5,12
"Superior no univ. completa (096)",84,24,17,6,37
"Superior univ. incompleta (097)",33,9,10,4,10
"Superior univ. completa (098)",111,23,21,8,59
"De 45 a 64 años (100)",724,372,193,47,112
"Sin nivel (101)",105,63,31,8,3
"Primaria (103)",283,168,81,19,15
"Secundaria (104)",177,105,41,10,21
"Superior no univ. incompleta (105)",24,7,8,2,7
"Superior no univ. completa (106)",48,11,13,3,21
"Superior univ. incompleta (107)",19,6,3,1,9
"Superior univ. completa (108)",68,12,16,4,36
"De 65 y más años (110)",287,180,85,15,7
"Sin nivel (111)",94,51,36,7,
"Primaria (113)",145,102,36,5,2
"Secundaria (114)",33,19,9,2,3
"Superior no univ. incompleta (115)",2,1,,,1
"Superior no univ. completa (116)",6,4,2,,
"Superior univ. incompleta (117)",1,,1,,
"Superior univ. completa (118)",6,3,1,1,1
,,,,,
"RURAL (120)",1450,1176,130,50,94
"Sin nivel (121)",347,323,17,2,5
"Educación inicial (122)",2,2,,,
"Primaria (123)",659,543,67,21,28
"Secundaria (124)",345,268,33,14,30
"Superior no univ. incompleta (125)",29,18,4,1,6
"Superior no univ. completa (126)",30,10,2,5,13
"Superior univ. incompleta (127)",12,4,3,2,3
"Superior univ. completa (128)",26,8,4,5,9
"De 06 a 14 años (130)",13,10,3,,
"Primaria (133)",10,7,3,,
"Secundaria (134)",3,3,,,
"De 15 a 29 años (140)",346,248,42,22,34
"Sin nivel (141)",27,23,2,,2
"Educación inicial (142)",1,1,,,
"Primaria (143)",138,98,23,8,9
"Secundaria (144)",148,112,12,9,15
"Superior no univ. incompleta (145)",8,5,1,1,1
"Superior no univ. completa (146)",9,4,2,1,2
"Superior univ. incompleta (147)",6,2,2,,2
"Superior univ. completa (148)",9,3,,3,3
"De 30 a 44 años (150)",454,343,47,23,41
"Sin nivel (151)",85,76,6,2,1
"Educación inicial (152)",1,1,,,
"Primaria (153)",205,161,20,12,12
"Secundaria (154)",115,87,14,5,9
"Superior no univ. incompleta (155)",15,10,2,,3
"Superior no univ. completa (156)",17,6,,2,9
"Superior univ. incompleta (157)",5,1,1,2,1
"Superior univ. completa (158)",11,1,4,,6
"De 45 a 64 años (160)",403,354,27,4,18
"Sin nivel (161)",119,111,6,,2
"Primaria (163)",202,178,17,1,6
"Secundaria (164)",68,59,3,,6
"Superior no univ. incompleta (165)",6,3,1,,2
"Superior no univ. completa (166)",3,,,1,2
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",4,2,,2,
"De 65 y más años (170)",234,221,11,1,1
"Sin nivel (171)",116,113,3,,
"Primaria (173)",104,99,4,,1
"Secundaria (174)",11,7,4,,
"Superior no univ. completa (176)",1,,,1,
"Superior univ. completa (178)",2,2,,,
