"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",5,3,2,,
"Trabajador familiar no remunerado (061)",27,9,16,2,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",670,347,180,55,88
"Empleado (065)",97,14,11,6,66
"Obrero (066)",282,108,108,44,22
"Trabajador independiente (067)",158,134,24,,
"Empleador o patrono (068)",2,1,,1,
"Trabajador familiar no remunerado (069)",123,82,37,4,
"Trabajador del hogar (070)",8,8,,,
"De 30 a 44 años (072)",892,427,229,69,167
"Empleado (073)",204,28,37,14,125
"Obrero (074)",283,101,89,51,42
"Trabajador independiente (075)",245,201,44,,
"Trabajador familiar no remunerado (077)",154,91,59,4,
"Trabajador del hogar (078)",6,6,,,
"De 45 a 64 años (080)",724,372,193,47,112
"Empleado (081)",144,13,35,10,86
"Obrero (082)",236,94,85,31,26
"Trabajador independiente (083)",206,173,33,,
"Empleador o patrono (084)",5,5,,,
"Trabajador familiar no remunerado (085)",130,84,40,6,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",287,180,85,15,7
"Empleado (089)",5,1,1,,3
"Obrero (090)",86,38,32,12,4
"Trabajador independiente (091)",111,87,24,,
"Empleador o patrono (092)",1,1,,,
"Trabajador familiar no remunerado (093)",83,52,28,3,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",1450,1176,130,50,94
"Empleado (097)",52,8,6,8,30
"Obrero (098)",299,124,70,41,64
"Trabajador independiente (099)",581,554,27,,
"Empleador o patrono (100)",6,5,1,,
"Trabajador familiar no remunerado (101)",509,482,26,1,
"Trabajador del hogar (102)",3,3,,,
"De 06 a 14 años (104)",13,10,3,,
"Obrero (106)",2,,2,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",10,9,1,,
"De 15 a 29 años (112)",346,248,42,22,34
"Empleado (113)",11,2,2,2,5
"Obrero (114)",98,25,24,20,29
"Trabajador independiente (115)",90,85,5,,
"Empleador o patrono (116)",1,,1,,
"Trabajador familiar no remunerado (117)",144,134,10,,
"Trabajador del hogar (118)",2,2,,,
"De 30 a 44 años (120)",454,343,47,23,41
"Empleado (121)",31,5,4,4,18
"Obrero (122)",111,46,24,18,23
"Trabajador independiente (123)",181,168,13,,
"Empleador o patrono (124)",3,3,,,
"Trabajador familiar no remunerado (125)",128,121,6,1,
"De 45 a 64 años (128)",403,354,27,4,18
"Empleado (129)",8,,,1,7
"Obrero (130)",72,41,17,3,11
"Trabajador independiente (131)",185,182,3,,
"Empleador o patrono (132)",2,2,,,
"Trabajador familiar no remunerado (133)",136,129,7,,
"De 65 y más años (136)",234,221,11,1,1
"Empleado (137)",2,1,,1,
"Obrero (138)",16,12,3,,1
"Trabajador independiente (139)",124,118,6,,
"Trabajador familiar no remunerado (141)",91,89,2,,
"Trabajador del hogar (142)",1,1,,,
