"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",235,224,52,109,49,7,7,,,,11,256
"De 25 a 29 años (024)",229,217,30,60,70,29,24,3,1,,12,415
"De 30 a 34 años (025)",225,223,14,39,70,49,39,11,1,,2,569
"De 35 a 39 años (026)",267,264,16,24,74,69,57,21,2,1,3,793
"De 40 a 44 años (027)",257,254,5,19,69,58,61,28,11,3,3,901
"De 45 a 49 años (028)",206,203,8,16,39,42,52,31,10,5,3,786
"De 50 y más años (029)",369,367,12,17,33,53,87,68,54,43,2,2024
"Desocupada (030)",49,47,26,3,5,6,6,1,,,2,64
"De 12 a 14 años (031)",7,7,7,,,,,,,,,
"De 15 a 19 años (032)",13,13,13,,,,,,,,,
"De 20 a 24 años (033)",5,4,2,2,,,,,,,1,2
"De 25 a 29 años (034)",2,2,2,,,,,,,,,
"De 30 a 34 años (035)",4,4,1,,1,2,,,,,,8
"De 35 a 39 años (036)",5,5,,,1,2,1,1,,,,19
"De 40 a 44 años (037)",6,5,1,,3,,1,,,,1,10
"De 45 a 49 años (038)",3,3,,1,,,2,,,,,10
"De 50 y más años (039)",4,4,,,,2,2,,,,,15
"No PEA (040)",6234,6125,1759,812,898,662,845,541,325,283,109,17794
"De 12 a 14 años (041)",797,784,778,5,1,,,,,,13,7
"De 15 a 19 años (042)",937,910,681,186,38,4,1,,,,27,278
"De 20 a 24 años (043)",737,709,162,285,194,54,14,,,,28,895
"De 25 a 29 años (044)",632,617,45,156,223,113,76,4,,,15,1291
"De 30 a 34 años (045)",591,583,29,69,163,155,135,28,4,,8,1657
"De 35 a 39 años (046)",512,510,12,42,115,111,136,67,22,5,2,1877
"De 40 a 44 años (047)",407,403,12,25,54,78,110,87,26,11,4,1757
"De 45 a 49 años (048)",353,350,7,9,47,61,99,68,35,24,3,1723
"De 50 y más años (049)",1268,1259,33,35,63,86,274,287,238,243,9,8309
,,,,,,,,,,,,
"URBANA (060)",5065,4961,1324,624,848,661,711,401,226,166,104,13814
"De 12 a 14 años (061)",525,514,509,5,,,,,,,11,5
"De 15 a 19 años (062)",642,623,530,75,16,1,1,,,,19,114
"De 20 a 24 años (063)",441,413,130,176,89,16,2,,,,28,410
"De 25 a 29 años (064)",431,415,53,141,151,50,18,2,,,16,680
"De 30 a 34 años (065)",494,486,26,82,169,138,64,7,,,8,1150
"De 35 a 39 años (066)",499,496,21,45,157,130,103,34,6,,3,1469
"De 40 a 44 años (067)",472,466,12,35,111,114,120,58,13,3,6,1638
"De 45 a 49 años (068)",370,365,11,22,73,85,110,46,13,5,5,1368
"De 50 y más años (069)",1191,1183,32,43,82,127,293,254,194,158,8,6980
"PEA (070)",1365,1333,199,200,310,241,216,95,43,29,32,3800
"De 12 a 14 años (071)",18,18,17,1,,,,,,,,1
"De 15 a 19 años (072)",89,88,72,12,4,,,,,,1,20
"De 20 a 24 años (073)",113,101,38,45,15,3,,,,,12,84
"De 25 a 29 años (074)",126,118,26,39,38,11,3,1,,,8,166
"De 30 a 34 años (075)",147,145,11,36,53,31,11,3,,,2,299
"De 35 a 39 años (076)",199,197,14,18,65,53,37,10,,,2,532
"De 40 a 44 años (077)",215,212,4,19,66,54,48,14,5,2,3,675
"De 45 a 49 años (078)",161,159,6,15,37,39,41,16,4,1,2,535
"De 50 y más años (079)",297,295,11,15,32,50,76,51,34,26,2,1488
"Ocupada (080)",1330,1300,184,198,305,236,211,94,43,29,30,3744
"De 12 a 14 años (081)",16,16,15,1,,,,,,,,1
"De 15 a 19 años (082)",80,79,63,12,4,,,,,,1,20
"De 20 a 24 años (083)",110,99,37,44,15,3,,,,,11,83
"De 25 a 29 años (084)",125,117,25,39,38,11,3,1,,,8,166
"De 30 a 34 años (085)",143,141,10,36,52,29,11,3,,,2,291
"De 35 a 39 años (086)",195,193,14,18,64,52,36,9,,,2,516
"De 40 a 44 años (087)",210,208,3,19,63,54,48,14,5,2,2,669
"De 45 a 49 años (088)",158,156,6,14,37,39,39,16,4,1,2,525
"De 50 y más años (089)",293,291,11,15,32,48,74,51,34,26,2,1473
"Desocupada (090)",35,33,15,2,5,5,5,1,,,2,56
"De 12 a 14 años (091)",2,2,2,,,,,,,,,
"De 15 a 19 años (092)",9,9,9,,,,,,,,,
"De 20 a 24 años (093)",3,2,1,1,,,,,,,1,1
"De 25 a 29 años (094)",1,1,1,,,,,,,,,
"De 30 a 34 años (095)",4,4,1,,1,2,,,,,,8
"De 35 a 39 años (096)",4,4,,,1,1,1,1,,,,16
"De 40 a 44 años (097)",5,4,1,,3,,,,,,1,6
"De 45 a 49 años (098)",3,3,,1,,,2,,,,,10
"De 50 y más años (099)",4,4,,,,2,2,,,,,15
"No PEA (100)",3700,3628,1125,424,538,420,495,306,183,137,72,10014
"De 12 a 14 años (101)",507,496,492,4,,,,,,,11,4
"De 15 a 19 años (102)",553,535,458,63,12,1,1,,,,18,94
"De 20 a 24 años (103)",328,312,92,131,74,13,2,,,,16,326
"De 25 a 29 años (104)",305,297,27,102,113,39,15,1,,,8,514
"De 30 a 34 años (105)",347,341,15,46,116,107,53,4,,,6,851
"De 35 a 39 años (106)",300,299,7,27,92,77,66,24,6,,1,937
"De 40 a 44 años (107)",257,254,8,16,45,60,72,44,8,1,3,963
"De 45 a 49 años (108)",209,206,5,7,36,46,69,30,9,4,3,833
"De 50 y más años (109)",894,888,21,28,50,77,217,203,160,132,6,5492
,,,,,,,,,,,,
"RURAL (120)",3249,3200,778,524,467,314,467,303,178,169,49,9853
"De 12 a 14 años (121)",337,332,329,2,1,,,,,,5,4
"De 15 a 19 años (122)",493,482,291,158,30,3,,,,,11,227
"De 20 a 24 años (123)",536,524,86,220,154,45,19,,,,12,743
"De 25 a 29 años (124)",432,421,24,75,142,92,82,5,1,,11,1026
"De 30 a 34 años (125)",326,324,18,26,65,68,110,32,5,,2,1084
"De 35 a 39 años (126)",285,283,7,21,33,52,91,55,18,6,2,1220
"De 40 a 44 años (127)",198,196,6,9,15,22,52,57,24,11,2,1030
"De 45 a 49 años (128)",192,191,4,4,13,18,43,53,32,24,1,1151
"De 50 y más años (129)",450,447,13,9,14,14,70,101,98,128,3,3368
"PEA (130)",715,703,144,136,107,72,117,68,36,23,12,2073
"De 12 a 14 años (131)",47,44,43,1,,,,,,,3,1
"De 15 a 19 años (132)",109,107,68,35,4,,,,,,2,43
"De 20 a 24 años (133)",127,127,16,66,34,4,7,,,,,174
"De 25 a 29 años (134)",105,101,6,21,32,18,21,2,1,,4,249
"De 30 a 34 años (135)",82,82,4,3,18,20,28,8,1,,,278
"De 35 a 39 años (136)",73,72,2,6,10,18,21,12,2,1,1,280
"De 40 a 44 años (137)",48,47,2,,6,4,14,14,6,1,1,236
"De 45 a 49 años (138)",48,47,2,2,2,3,13,15,6,4,1,261
"De 50 y más años (139)",76,76,1,2,1,5,13,17,20,17,,551
"Ocupada (140)",701,689,133,135,107,71,116,68,36,23,12,2065
"De 12 a 14 años (141)",42,39,38,1,,,,,,,3,1
"De 15 a 19 años (142)",105,103,64,35,4,,,,,,2,43
"De 20 a 24 años (143)",125,125,15,65,34,4,7,,,,,173
"De 25 a 29 años (144)",104,100,5,21,32,18,21,2,1,,4,249
"De 30 a 34 años (145)",82,82,4,3,18,20,28,8,1,,,278
"De 35 a 39 años (146)",72,71,2,6,10,17,21,12,2,1,1,277
"De 40 a 44 años (147)",47,46,2,,6,4,13,14,6,1,1,232
"De 45 a 49 años (148)",48,47,2,2,2,3,13,15,6,4,1,261
"De 50 y más años (149)",76,76,1,2,1,5,13,17,20,17,,551
"Desocupada (150)",14,14,11,1,,1,1,,,,,8
"De 12 a 14 años (151)",5,5,5,,,,,,,,,
"De 15 a 19 años (152)",4,4,4,,,,,,,,,
"De 20 a 24 años (153)",2,2,1,1,,,,,,,,1
"De 25 a 29 años (154)",1,1,1,,,,,,,,,
"De 35 a 39 años (156)",1,1,,,,1,,,,,,3
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"No PEA (160)",2534,2497,634,388,360,242,350,235,142,146,37,7780
"De 12 a 14 años (161)",290,288,286,1,1,,,,,,2,3
"De 15 a 19 años (162)",384,375,223,123,26,3,,,,,9,184
"De 20 a 24 años (163)",409,397,70,154,120,41,12,,,,12,569
"De 25 a 29 años (164)",327,320,18,54,110,74,61,3,,,7,777
"De 30 a 34 años (165)",244,242,14,23,47,48,82,24,4,,2,806
"De 35 a 39 años (166)",212,211,5,15,23,34,70,43,16,5,1,940
"De 40 a 44 años (167)",150,149,4,9,9,18,38,43,18,10,1,794
"De 45 a 49 años (168)",144,144,2,2,11,15,30,38,26,20,,890
"De 50 y más años (169)",374,371,12,7,13,9,57,84,78,111,3,2817
