"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",379,328,42,8,1
"Empleado (057)",22,18,4,,
"Obrero (058)",47,30,13,3,1
"Trabajador independiente (059)",89,81,8,,
"Empleador o patrono (060)",1,,1,,
"Trabajador familiar no remunerado (061)",189,168,16,5,
"Trabajador del hogar (062)",31,31,,,
"De 15 a 29 años (064)",4169,3239,452,222,256
"Empleado (065)",1021,493,167,146,215
"Obrero (066)",709,480,132,60,37
"Trabajador independiente (067)",1557,1445,112,,
"Empleador o patrono (068)",90,67,11,10,2
"Trabajador familiar no remunerado (069)",485,447,30,6,2
"Trabajador del hogar (070)",307,307,,,
"De 30 a 44 años (072)",4672,3383,413,418,458
"Empleado (073)",1242,333,160,350,399
"Obrero (074)",536,326,94,61,55
"Trabajador independiente (075)",2343,2209,134,,
"Empleador o patrono (076)",109,94,12,3,
"Trabajador familiar no remunerado (077)",249,228,13,4,4
"Trabajador del hogar (078)",193,193,,,
"De 45 a 64 años (080)",3060,2423,228,176,233
"Empleado (081)",522,130,54,131,207
"Obrero (082)",333,212,56,40,25
"Trabajador independiente (083)",1857,1760,97,,
"Empleador o patrono (084)",93,77,11,4,1
"Trabajador familiar no remunerado (085)",148,137,10,1,
"Trabajador del hogar (086)",107,107,,,
"De 65 y más años (088)",599,562,22,4,11
"Empleado (089)",16,7,,,9
"Obrero (090)",53,44,4,3,2
"Trabajador independiente (091)",447,433,14,,
"Empleador o patrono (092)",28,27,1,,
"Trabajador familiar no remunerado (093)",37,33,3,1,
"Trabajador del hogar (094)",18,18,,,
,,,,,
"RURAL (096)",7590,6981,476,90,43
"Empleado (097)",163,90,20,28,25
"Obrero (098)",1560,1319,184,46,11
"Trabajador independiente (099)",3847,3689,158,,
"Empleador o patrono (100)",427,399,21,5,2
"Trabajador familiar no remunerado (101)",1417,1308,93,11,5
"Trabajador del hogar (102)",176,176,,,
"De 06 a 14 años (104)",338,315,21,2,
"Obrero (106)",44,42,2,,
"Trabajador independiente (107)",36,34,2,,
"Trabajador familiar no remunerado (109)",250,231,17,2,
"Trabajador del hogar (110)",8,8,,,
"De 15 a 29 años (112)",2748,2519,178,38,13
"Empleado (113)",53,29,7,11,6
"Obrero (114)",645,544,76,20,5
"Trabajador independiente (115)",1108,1063,45,,
"Empleador o patrono (116)",110,106,3,,1
"Trabajador familiar no remunerado (117)",749,694,47,7,1
"Trabajador del hogar (118)",83,83,,,
"De 30 a 44 años (120)",2571,2345,168,35,23
"Empleado (121)",78,38,9,16,15
"Obrero (122)",528,452,58,13,5
"Trabajador independiente (123)",1487,1417,70,,
"Empleador o patrono (124)",166,150,12,4,
"Trabajador familiar no remunerado (125)",257,233,19,2,3
"Trabajador del hogar (126)",55,55,,,
"De 45 a 64 años (128)",1587,1474,92,14,7
"Empleado (129)",30,21,4,1,4
"Obrero (130)",292,235,43,13,1
"Trabajador independiente (131)",990,959,31,,
"Empleador o patrono (132)",109,104,4,,1
"Trabajador familiar no remunerado (133)",140,129,10,,1
"Trabajador del hogar (134)",26,26,,,
"De 65 y más años (136)",346,328,17,1,
"Empleado (137)",2,2,,,
"Obrero (138)",51,46,5,,
"Trabajador independiente (139)",226,216,10,,
"Empleador o patrono (140)",42,39,2,1,
"Trabajador familiar no remunerado (141)",21,21,,,
"Trabajador del hogar (142)",4,4,,,
