"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8280,808,241,3674,2467,250,437,95,308
"Jefe o Jefa (049)",3157,121,5,1429,941,108,290,44,219
"Esposa(o)/ compa¤era(o) (050)",196,11,,54,80,5,22,5,19
"Hijo(a)/ hijastro(a) (051)",3789,510,197,1741,1142,84,65,27,23
"Yerno/ nuera (052)",71,,,21,23,3,18,,6
"Nieto(a) (053)",371,90,32,190,56,1,,1,1
"Padres/ suegros (054)",59,13,,40,3,1,,2,
"Otro(a) pariente (055)",429,56,6,161,148,24,15,7,12
"Trabajador(a) del hogar (056)",25,3,,11,11,,,,
"Pensionista (057)",9,,,,,2,3,,4
"Otro(a) no pariente (058)",174,4,1,27,63,22,24,9,24
"Mujeres (060)",8746,1416,256,4005,2149,257,397,71,195
"Jefe o Jefa (061)",1365,264,2,601,274,50,99,13,62
"Esposa(o)/ compa¤era(o) (062)",2551,369,5,1273,600,68,155,16,65
"Hijo(a)/ hijastro(a) (063)",3535,477,202,1648,978,92,87,31,20
"Yerno/ nuera (064)",114,3,,24,66,10,7,2,2
"Nieto(a) (065)",365,92,28,179,55,5,4,1,1
"Padres/ suegros (066)",203,124,,71,5,,1,,2
"Otro(a) pariente (067)",377,64,14,152,102,19,16,4,6
"Trabajador(a) del hogar (068)",40,3,1,19,16,1,,,
"Pensionista (069)",8,,,2,3,,3,,
"Otro(a) no pariente (070)",188,20,4,36,50,12,25,4,37
,,,,,,,,,
"RURAL (072)",44222,8142,1227,24295,9613,330,279,119,217
"Jefe o Jefa (073)",11257,1664,9,6640,2561,98,122,40,123
"Esposa(o)/ compa¤era(o) (074)",7168,1578,15,4206,1253,40,30,18,28
"Hijo(a)/ hijastro(a) (075)",20208,3589,1007,10691,4610,150,92,48,21
"Yerno/ nuera (076)",383,22,,172,157,12,9,2,9
"Nieto(a) (077)",1803,458,135,974,226,6,2,1,1
"Padres/ suegros (078)",508,318,,180,9,1,,,
"Otro(a) pariente (079)",2134,405,53,1062,574,14,10,6,10
"Trabajador(a) del hogar (080)",86,19,,37,29,,1,,
"Pensionista (081)",47,5,,14,15,,6,1,6
"Otro(a) no pariente (082)",628,84,8,319,179,9,7,3,19
"Hombres (084)",22663,3176,636,12522,5791,177,156,73,132
"Jefe o Jefa (085)",8532,744,5,5291,2204,77,87,36,88
"Esposa(o)/ compa¤era(o) (086)",307,41,,174,87,1,2,,2
"Hijo(a)/ hijastro(a) (087)",10736,1815,536,5518,2705,72,46,26,18
"Yerno/ nuera (088)",181,3,,72,82,10,6,2,6
"Nieto(a) (089)",938,241,65,495,135,2,,,
"Padres/ suegros (090)",169,67,,94,7,1,,,
"Otro(a) pariente (091)",1250,196,28,601,402,6,6,5,6
"Trabajador(a) del hogar (092)",62,12,,27,22,,1,,
"Pensionista (093)",37,4,,11,14,,5,1,2
"Otro(a) no pariente (094)",451,53,2,239,133,8,3,3,10
"Mujeres (096)",21559,4966,591,11773,3822,153,123,46,85
"Jefe o Jefa (097)",2725,920,4,1349,357,21,35,4,35
"Esposa(o)/ compa¤era(o) (098)",6861,1537,15,4032,1166,39,28,18,26
"Hijo(a)/ hijastro(a) (099)",9472,1774,471,5173,1905,78,46,22,3
"Yerno/ nuera (100)",202,19,,100,75,2,3,,3
"Nieto(a) (101)",865,217,70,479,91,4,2,1,1
"Padres/ suegros (102)",339,251,,86,2,,,,
"Otro(a) pariente (103)",884,209,25,461,172,8,4,1,4
"Trabajador(a) del hogar (104)",24,7,,10,7,,,,
"Pensionista (105)",10,1,,3,1,,1,,4
"Otro(a) no pariente (106)",177,31,6,80,46,1,4,,9
