"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",1466,94,1,580,499,57,79,22,134
"Esposa(o)/ compa¤era(o) (050)",83,9,,27,29,6,1,3,8
"Hijo(a)/ hijastro(a) (051)",1261,177,66,541,399,32,13,18,15
"Yerno/ nuera (052)",21,,,6,12,1,,,2
"Nieto(a) (053)",107,29,8,51,16,2,1,,
"Padres/ suegros (054)",21,3,,14,2,,1,,1
"Otro(a) pariente (055)",205,17,7,91,60,7,15,3,5
"Trabajador(a) del hogar (056)",1,,,1,,,,,
"Pensionista (057)",1,,,,,1,,,
"Otro(a) no pariente (058)",44,3,,7,19,1,2,3,9
"Mujeres (060)",3468,843,88,1509,812,69,70,20,57
"Jefe o Jefa (061)",755,302,,276,128,12,21,1,15
"Esposa(o)/ compa¤era(o) (062)",1052,251,,472,255,19,27,6,22
"Hijo(a)/ hijastro(a) (063)",1239,177,78,604,324,17,18,10,11
"Yerno/ nuera (064)",30,2,,9,14,4,,,1
"Nieto(a) (065)",72,17,4,37,13,,,,1
"Padres/ suegros (066)",57,44,,13,,,,,
"Otro(a) pariente (067)",213,43,5,85,62,11,1,2,4
"Trabajador(a) del hogar (068)",7,2,1,2,2,,,,
"Pensionista (069)",8,,,3,4,1,,,
"Otro(a) no pariente (070)",35,5,,8,10,5,3,1,3
,,,,,,,,,
"RURAL (072)",15066,3937,328,7508,2981,84,112,37,79
"Jefe o Jefa (073)",4871,1407,4,2210,1068,38,71,15,58
"Esposa(o)/ compa¤era(o) (074)",2827,1061,7,1395,336,10,11,2,5
"Hijo(a)/ hijastro(a) (075)",6136,1071,266,3367,1361,29,20,14,8
"Yerno/ nuera (076)",97,5,,44,44,,2,2,
"Nieto(a) (077)",407,102,32,218,52,1,1,1,
"Padres/ suegros (078)",145,120,,25,,,,,
"Otro(a) pariente (079)",527,159,18,234,101,5,7,2,1
"Trabajador(a) del hogar (080)",4,3,,1,,,,,
"Pensionista (081)",4,,,1,3,,,,
"Otro(a) no pariente (082)",48,9,1,13,16,1,,1,7
"Hombres (084)",7276,1191,163,3753,1938,62,83,25,61
"Jefe o Jefa (085)",3392,502,3,1769,953,36,64,13,52
"Esposa(o)/ compa¤era(o) (086)",95,17,1,44,29,3,1,,
"Hijo(a)/ hijastro(a) (087)",3217,546,130,1673,823,20,12,8,5
"Yerno/ nuera (088)",42,3,,14,25,,,,
"Nieto(a) (089)",213,48,18,114,32,,,1,
"Padres/ suegros (090)",33,20,,13,,,,,
"Otro(a) pariente (091)",252,51,10,118,62,2,6,2,1
"Pensionista (093)",4,,,1,3,,,,
"Otro(a) no pariente (094)",28,4,1,7,11,1,,1,3
"Mujeres (096)",7790,2746,165,3755,1043,22,29,12,18
"Jefe o Jefa (097)",1479,905,1,441,115,2,7,2,6
"Esposa(o)/ compa¤era(o) (098)",2732,1044,6,1351,307,7,10,2,5
"Hijo(a)/ hijastro(a) (099)",2919,525,136,1694,538,9,8,6,3
"Yerno/ nuera (100)",55,2,,30,19,,2,2,
"Nieto(a) (101)",194,54,14,104,20,1,1,,
"Padres/ suegros (102)",112,100,,12,,,,,
"Otro(a) pariente (103)",275,108,8,116,39,3,1,,
"Trabajador(a) del hogar (104)",4,3,,1,,,,,
"Otro(a) no pariente (106)",20,5,,6,5,,,,4
