"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",5,4,1,,
"Trabajador independiente (059)",11,11,,,
"Trabajador familiar no remunerado (061)",24,23,1,,
"Trabajador del hogar (062)",14,14,,,
"De 15 a 29 años (064)",964,498,143,77,246
"Empleado (065)",345,77,69,47,152
"Obrero (066)",233,81,33,26,93
"Trabajador independiente (067)",240,214,26,,
"Empleador o patrono (068)",6,5,,1,
"Trabajador familiar no remunerado (069)",98,79,15,3,1
"Trabajador del hogar (070)",42,42,,,
"De 30 a 44 años (072)",1497,705,208,174,410
"Empleado (073)",662,137,121,137,267
"Obrero (074)",308,93,43,30,142
"Trabajador independiente (075)",412,372,40,,
"Empleador o patrono (076)",6,4,1,1,
"Trabajador familiar no remunerado (077)",99,89,3,6,1
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",767,484,112,69,102
"Empleado (081)",222,52,38,54,78
"Obrero (082)",142,79,25,14,24
"Trabajador independiente (083)",293,264,29,,
"Empleador o patrono (084)",8,7,1,,
"Trabajador familiar no remunerado (085)",97,77,19,1,
"Trabajador del hogar (086)",5,5,,,
"De 65 y más años (088)",169,143,16,6,4
"Empleado (089)",11,3,1,4,3
"Obrero (090)",28,23,3,1,1
"Trabajador independiente (091)",101,95,6,,
"Empleador o patrono (092)",2,1,,1,
"Trabajador familiar no remunerado (093)",27,21,6,,
,,,,,
"RURAL (096)",4066,3030,785,142,109
"Empleado (097)",231,74,67,33,57
"Obrero (098)",657,336,185,85,51
"Trabajador independiente (099)",1976,1677,299,,
"Empleador o patrono (100)",16,10,4,2,
"Trabajador familiar no remunerado (101)",1102,849,230,22,1
"Trabajador del hogar (102)",84,84,,,
"De 06 a 14 años (104)",85,60,25,,
"Empleado (105)",1,1,,,
"Obrero (106)",3,1,2,,
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",78,55,23,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1125,767,252,61,45
"Empleado (113)",93,33,18,13,29
"Obrero (114)",241,107,75,43,16
"Trabajador independiente (115)",438,355,83,,
"Empleador o patrono (116)",8,7,,1,
"Trabajador familiar no remunerado (117)",320,240,76,4,
"Trabajador del hogar (118)",25,25,,,
"De 30 a 44 años (120)",1363,1009,270,43,41
"Empleado (121)",92,26,37,11,18
"Obrero (122)",211,102,63,23,23
"Trabajador independiente (123)",696,599,97,,
"Empleador o patrono (124)",5,1,4,,
"Trabajador familiar no remunerado (125)",330,252,69,9,
"Trabajador del hogar (126)",29,29,,,
"De 45 a 64 años (128)",1082,842,187,33,20
"Empleado (129)",44,14,12,9,9
"Obrero (130)",163,104,35,14,10
"Trabajador independiente (131)",593,502,91,,
"Empleador o patrono (132)",2,1,,1,
"Trabajador familiar no remunerado (133)",262,203,49,9,1
"Trabajador del hogar (134)",18,18,,,
"De 65 y más años (136)",411,352,51,5,3
"Empleado (137)",1,,,,1
"Obrero (138)",39,22,10,5,2
"Trabajador independiente (139)",247,219,28,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",112,99,13,,
"Trabajador del hogar (142)",11,11,,,
