"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2686,116,1,1038,779,138,384,52,178
"Esposa(o)/ compa¤era(o) (050)",162,7,,48,58,6,26,7,10
"Hijo(a)/ hijastro(a) (051)",3275,408,168,1329,1051,128,99,58,34
"Yerno/ nuera (052)",48,,,10,15,4,16,,3
"Nieto(a) (053)",374,87,30,167,78,10,1,1,
"Padres/ suegros (054)",59,8,,42,5,,3,,1
"Otro(a) pariente (055)",592,70,11,207,226,37,23,5,13
"Trabajador(a) del hogar (056)",12,,,3,9,,,,
"Pensionista (057)",7,,,,4,3,,,
"Otro(a) no pariente (058)",168,17,4,37,59,9,11,7,24
"Mujeres (060)",7761,1185,221,3189,1942,317,649,80,178
"Jefe o Jefa (061)",1341,246,2,498,298,52,169,17,59
"Esposa(o)/ compa¤era(o) (062)",2027,278,1,898,461,70,253,13,53
"Hijo(a)/ hijastro(a) (063)",3103,405,164,1317,866,131,165,36,19
"Yerno/ nuera (064)",95,4,,24,38,7,14,1,7
"Nieto(a) (065)",353,79,36,157,64,6,7,3,1
"Padres/ suegros (066)",146,78,,58,8,,,,2
"Otro(a) pariente (067)",504,70,14,195,151,33,25,6,10
"Trabajador(a) del hogar (068)",24,4,,9,10,1,,,
"Pensionista (069)",7,,,,5,,,1,1
"Otro(a) no pariente (070)",161,21,4,33,41,17,16,3,26
,,,,,,,,,
"RURAL (072)",28284,5948,796,15702,5188,281,206,64,99
"Jefe o Jefa (073)",6680,1286,11,4104,1060,49,95,16,59
"Esposa(o)/ compa¤era(o) (074)",4351,1343,12,2484,461,20,19,4,8
"Hijo(a)/ hijastro(a) (075)",13859,2452,645,7381,3066,184,74,35,22
"Yerno/ nuera (076)",213,19,,96,86,6,2,1,3
"Nieto(a) (077)",1332,323,98,724,181,3,1,2,
"Padres/ suegros (078)",285,170,,110,4,,1,,
"Otro(a) pariente (079)",1295,292,27,668,276,16,9,4,3
"Trabajador(a) del hogar (080)",18,2,,10,5,,,1,
"Otro(a) no pariente (082)",251,61,3,125,49,3,5,1,4
"Hombres (084)",14078,2146,402,8018,3101,164,128,48,71
"Jefe o Jefa (085)",4916,548,8,3276,910,35,79,13,47
"Esposa(o)/ compa¤era(o) (086)",242,20,2,153,59,3,2,1,2
"Hijo(a)/ hijastro(a) (087)",7202,1222,326,3704,1765,105,37,28,15
"Yerno/ nuera (088)",88,1,,37,42,5,,1,2
"Nieto(a) (089)",659,162,50,340,103,3,1,,
"Padres/ suegros (090)",94,28,,61,4,,1,,
"Otro(a) pariente (091)",698,131,15,355,175,11,5,4,2
"Trabajador(a) del hogar (092)",11,1,,6,4,,,,
"Otro(a) no pariente (094)",168,33,1,86,39,2,3,1,3
"Mujeres (096)",14206,3802,394,7684,2087,117,78,16,28
"Jefe o Jefa (097)",1764,738,3,828,150,14,16,3,12
"Esposa(o)/ compa¤era(o) (098)",4109,1323,10,2331,402,17,17,3,6
"Hijo(a)/ hijastro(a) (099)",6657,1230,319,3677,1301,79,37,7,7
"Yerno/ nuera (100)",125,18,,59,44,1,2,,1
"Nieto(a) (101)",673,161,48,384,78,,,2,
"Padres/ suegros (102)",191,142,,49,,,,,
"Otro(a) pariente (103)",597,161,12,313,101,5,4,,1
"Trabajador(a) del hogar (104)",7,1,,4,1,,,1,
"Otro(a) no pariente (106)",83,28,2,39,10,1,2,,1
