"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Admin.pub. y defensa; p. segur.soc afil (038)",2281,,540,1037,682,22
"Enseñanza (039)",3125,,544,1381,1150,50
"Servicios sociales y de salud (040)",753,,149,407,189,8
"Otras activ. serv.comun.soc y personales (041)",1125,31,493,372,191,38
"Hogares privados con servicio doméstico (042)",72,13,43,6,8,2
"Organiz. y organos extraterritoriales (043)",1,,,,1,
"Actividad economica no especificada (044)",1459,8,486,537,351,77
"Desocupado (045)",2520,44,1174,828,378,96
"Mujeres (046)",29212,517,10377,11074,6196,1048
"Agric., ganadería, caza y silvicultura (047)",3646,106,1225,1096,926,293
"Pesca (048)",2,,2,,,
"Explotación de minas y canteras (049)",9,,3,6,,
"Industrias manufactureras (050)",1304,37,499,462,246,60
"Suministro de electricidad, gas y agua (051)",25,,12,10,3,
"Construcción (052)",197,1,77,88,27,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",8693,140,2691,3268,2156,438
"Venta, mant.y rep. veh.autom.y motoc. (054)",145,,73,55,17,
"Comercio al por mayor (055)",340,2,140,127,60,11
"Comercio al por menor (056)",8208,138,2478,3086,2079,427
"Hoteles y restaurantes (057)",2647,81,1016,860,608,82
"Trans., almac. y comunicaciones (058)",405,5,244,119,36,1
"Intermediación financiera (059)",169,,79,80,10,
"Activid.inmobil., empres. y alquileres (060)",929,2,432,380,112,3
"Admin.pub. y defensa; p. segur.soc afil (061)",1024,,381,452,189,2
"Enseñanza (062)",3624,,778,1942,886,18
"Servicios sociales y de salud (063)",1416,2,319,745,344,6
"Otras activ. serv.comun.soc y personales (064)",1080,9,412,425,182,52
"Hogares privados con servicio doméstico (065)",1468,109,948,288,114,9
"Organiz. y organos extraterritoriales (066)",1,,,1,,
"Actividad economica no especificada (067)",1265,8,510,427,251,69
"Desocupado (068)",1308,17,749,425,106,11
,,,,,,
"URBANA (069)",61055,1074,21481,23327,13129,2044
"Agric., ganadería, caza y silvicultura (070)",4975,130,1475,1631,1296,443
"Pesca (071)",8,,4,3,1,
"Explotación de minas y canteras (072)",180,,57,80,42,1
"Industrias manufactureras (073)",4848,122,1976,1692,866,192
"Suministro de electricidad, gas y agua (074)",141,,49,56,31,5
"Construcción (075)",4266,25,1437,1788,894,122
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",14050,351,4724,5038,3231,706
"Venta, mant.y rep. veh.autom.y motoc. (077)",1325,19,614,475,194,23
"Comercio al por mayor (078)",733,9,324,255,122,23
"Comercio al por menor (079)",11992,323,3786,4308,2915,660
"Hoteles y restaurantes (080)",3600,113,1524,1085,764,114
"Trans., almac. y comunicaciones (081)",4929,112,2241,1770,733,73
"Intermediación financiera (082)",397,,157,199,40,1
"Activid.inmobil., empres. y alquileres (083)",3141,5,1187,1331,569,49
"Admin.pub. y defensa; p. segur.soc afil (084)",3201,,885,1443,851,22
"Enseñanza (085)",6549,,1229,3258,1995,67
"Servicios sociales y de salud (086)",2110,2,436,1132,526,14
"Otras activ. serv.comun.soc y personales (087)",2134,40,863,783,361,87
"Hogares privados con servicio doméstico (088)",1464,119,939,283,112,11
"Organiz. y organos extraterritoriales (089)",2,,,1,1,
"Actividad economica no especificada (090)",2000,14,753,722,440,71
"Desocupado (091)",3060,41,1545,1032,376,66
"Hombres (092)",35312,635,12445,13266,7712,1254
"Agric., ganadería, caza y silvicultura (093)",3525,88,1019,1174,909,335
"Pesca (094)",6,,2,3,1,
"Explotación de minas y canteras (095)",171,,54,74,42,1
"Industrias manufactureras (096)",3591,87,1507,1237,628,132
"Suministro de electricidad, gas y agua (097)",117,,37,47,28,5
"Construcción (098)",4095,24,1370,1711,871,119
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",5692,212,2145,1882,1163,290
"Venta, mant.y rep. veh.autom.y motoc. (100)",1188,19,548,421,177,23
"Comercio al por mayor (101)",405,7,187,133,65,13
"Comercio al por menor (102)",4099,186,1410,1328,921,254
"Hoteles y restaurantes (103)",1078,35,554,265,185,39
"Trans., almac. y comunicaciones (104)",4528,107,1998,1654,697,72
"Intermediación financiera (105)",228,,78,119,30,1
"Activid.inmobil., empres. y alquileres (106)",2216,3,758,952,457,46
"Admin.pub. y defensa; p. segur.soc afil (107)",2197,,514,996,666,21
"Enseñanza (108)",3009,,503,1339,1118,49
"Servicios sociales y de salud (109)",728,,141,395,184,8
"Otras activ. serv.comun.soc y personales (110)",1090,31,471,364,186,38
"Hogares privados con servicio doméstico (111)",69,13,42,6,6,2
"Organiz. y organos extraterritoriales (112)",1,,,,1,
"Actividad economica no especificada (113)",1115,8,377,426,264,40
"Desocupado (114)",1856,27,875,622,276,56
"Mujeres (115)",25743,439,9036,10061,5417,790
"Agric., ganadería, caza y silvicultura (116)",1450,42,456,457,387,108
"Pesca (117)",2,,2,,,
"Explotación de minas y canteras (118)",9,,3,6,,
"Industrias manufactureras (119)",1257,35,469,455,238,60
"Suministro de electricidad, gas y agua (120)",24,,12,9,3,
"Construcción (121)",171,1,67,77,23,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",8358,139,2579,3156,2068,416
"Venta, mant.y rep. veh.autom.y motoc. (123)",137,,66,54,17,
"Comercio al por mayor (124)",328,2,137,122,57,10
"Comercio al por menor (125)",7893,137,2376,2980,1994,406
"Hoteles y restaurantes (126)",2522,78,970,820,579,75
"Trans., almac. y comunicaciones (127)",401,5,243,116,36,1
"Intermediación financiera (128)",169,,79,80,10,
"Activid.inmobil., empres. y alquileres (129)",925,2,429,379,112,3
"Admin.pub. y defensa; p. segur.soc afil (130)",1004,,371,447,185,1
"Enseñanza (131)",3540,,726,1919,877,18
"Servicios sociales y de salud (132)",1382,2,295,737,342,6
"Otras activ. serv.comun.soc y personales (133)",1044,9,392,419,175,49
"Hogares privados con servicio doméstico (134)",1395,106,897,277,106,9
"Organiz. y organos extraterritoriales (135)",1,,,1,,
"Actividad economica no especificada (136)",885,6,376,296,176,31
"Desocupado (137)",1204,14,670,410,100,10
,,,,,,
"RURAL (138)",14056,195,5075,4539,3140,1107
"Agric., ganadería, caza y silvicultura (139)",10242,147,3480,3282,2420,913
"Pesca (140)",5,,,3,,2
"Explotación de minas y canteras (141)",27,,14,8,2,3
"Industrias manufactureras (142)",276,5,129,80,47,15
"Suministro de electricidad, gas y agua (143)",5,,,2,3,
"Construcción (144)",523,7,214,186,108,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",532,7,173,193,126,33
"Venta, mant.y rep. veh.autom.y motoc. (146)",33,,16,17,,
"Comercio al por mayor (147)",23,,4,8,10,1
"Comercio al por menor (148)",476,7,153,168,116,32
"Hoteles y restaurantes (149)",149,3,57,44,38,7
"Trans., almac. y comunicaciones (150)",253,1,119,99,31,3
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",41,,12,23,5,1
"Admin.pub. y defensa; p. segur.soc afil (153)",104,,36,46,20,2
"Enseñanza (154)",200,,93,65,41,1
"Servicios sociales y de salud (155)",59,,32,20,7,
"Otras activ. serv.comun.soc y personales (156)",71,,42,14,12,3
"Hogares privados con servicio doméstico (157)",76,3,52,11,10,
"Actividad economica no especificada (159)",724,2,243,242,162,75
"Desocupado (160)",768,20,378,221,108,41
"Hombres (161)",10587,117,3734,3526,2361,849
"Agric., ganadería, caza y silvicultura (162)",8046,83,2711,2643,1881,728
"Pesca (163)",5,,,3,,2
"Explotación de minas y canteras (164)",27,,14,8,2,3
"Industrias manufactureras (165)",229,3,99,73,39,15
"Suministro de electricidad, gas y agua (166)",4,,,1,3,
"Construcción (167)",497,7,204,175,104,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",197,6,61,81,38,11
"Venta, mant.y rep. veh.autom.y motoc. (169)",25,,9,16,,
"Comercio al por mayor (170)",11,,1,3,7,
"Comercio al por menor (171)",161,6,51,62,31,11
"Hoteles y restaurantes (172)",24,,11,4,9,
"Trans., almac. y comunicaciones (173)",249,1,118,96,31,3
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",37,,9,22,5,1
"Admin.pub. y defensa; p. segur.soc afil (176)",84,,26,41,16,1
"Enseñanza (177)",116,,41,42,32,1
"Servicios sociales y de salud (178)",25,,8,12,5,
"Otras activ. serv.comun.soc y personales (179)",35,,22,8,5,
"Hogares privados con servicio doméstico (180)",3,,1,,2,
"Actividad economica no especificada (182)",344,,109,111,87,37
"Desocupado (183)",664,17,299,206,102,40
"Mujeres (184)",3469,78,1341,1013,779,258
"Agric., ganadería, caza y silvicultura (185)",2196,64,769,639,539,185
"Industrias manufactureras (188)",47,2,30,7,8,
"Suministro de electricidad, gas y agua (189)",1,,,1,,
"Construcción (190)",26,,10,11,4,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",335,1,112,112,88,22
"Venta, mant.y rep. veh.autom.y motoc. (192)",8,,7,1,,
"Comercio al por mayor (193)",12,,3,5,3,1
"Comercio al por menor (194)",315,1,102,106,85,21
"Hoteles y restaurantes (195)",125,3,46,40,29,7
"Trans., almac. y comunicaciones (196)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (198)",4,,3,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",20,,10,5,4,1
"Enseñanza (200)",84,,52,23,9,
"Servicios sociales y de salud (201)",34,,24,8,2,
"Otras activ. serv.comun.soc y personales (202)",36,,20,6,7,3
"Hogares privados con servicio doméstico (203)",73,3,51,11,8,
"Actividad economica no especificada (205)",380,2,134,131,75,38
"Desocupado (206)",104,3,79,15,6,1
