"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",8,1,3,4,,
"Actividad economica no especificada (044)",80,,26,32,20,2
"Desocupado (045)",72,,35,24,11,2
"Mujeres (046)",1593,16,553,564,391,69
"Agric., ganadería, caza y silvicultura (047)",629,10,176,190,193,60
"Pesca (048)",1,,,1,,
"Explotación de minas y canteras (049)",24,,6,8,10,
"Industrias manufactureras (050)",43,2,13,14,11,3
"Construcción (052)",14,,7,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",116,3,29,43,40,1
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,1,,1,
"Comercio al por mayor (055)",6,1,,3,2,
"Comercio al por menor (056)",108,2,28,40,37,1
"Hoteles y restaurantes (057)",111,,39,43,28,1
"Trans., almac. y comunicaciones (058)",15,,5,8,2,
"Intermediación financiera (059)",5,,2,3,,
"Activid.inmobil., empres. y alquileres (060)",37,,15,20,2,
"Admin.pub. y defensa; p. segur.soc afil (061)",244,,122,88,34,
"Enseñanza (062)",92,,17,53,22,
"Servicios sociales y de salud (063)",50,,18,14,17,1
"Otras activ. serv.comun.soc y personales (064)",17,,5,9,3,
"Hogares privados con servicio doméstico (065)",77,1,47,20,9,
"Actividad economica no especificada (067)",43,,15,16,10,2
"Desocupado (068)",75,,37,29,8,1
,,,,,,
"URBANA (069)",3455,7,1072,1306,975,95
"Agric., ganadería, caza y silvicultura (070)",438,3,133,142,129,31
"Pesca (071)",2,,,2,,
"Explotación de minas y canteras (072)",525,,52,173,274,26
"Industrias manufactureras (073)",119,,30,44,38,7
"Suministro de electricidad, gas y agua (074)",7,,2,2,2,1
"Construcción (075)",259,,87,97,70,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",179,2,53,67,50,7
"Venta, mant.y rep. veh.autom.y motoc. (077)",85,,29,35,17,4
"Comercio al por mayor (078)",6,1,,3,2,
"Comercio al por menor (079)",88,1,24,29,31,3
"Hoteles y restaurantes (080)",144,,58,50,33,3
"Trans., almac. y comunicaciones (081)",104,,22,47,34,1
"Intermediación financiera (082)",6,,2,3,1,
"Activid.inmobil., empres. y alquileres (083)",116,,36,60,19,1
"Admin.pub. y defensa; p. segur.soc afil (084)",1059,,436,409,205,9
"Enseñanza (085)",121,,20,70,31,
"Servicios sociales y de salud (086)",79,,18,27,33,1
"Otras activ. serv.comun.soc y personales (087)",36,,8,20,7,1
"Hogares privados con servicio doméstico (088)",77,2,44,22,9,
"Actividad economica no especificada (090)",92,,28,37,26,1
"Desocupado (091)",92,,43,34,14,1
"Hombres (092)",2601,5,745,991,781,79
"Agric., ganadería, caza y silvicultura (093)",253,3,67,85,80,18
"Pesca (094)",1,,,1,,
"Explotación de minas y canteras (095)",501,,46,165,264,26
"Industrias manufactureras (096)",102,,25,39,32,6
"Suministro de electricidad, gas y agua (097)",7,,2,2,2,1
"Construcción (098)",248,,81,93,69,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",111,1,38,43,22,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",84,,29,35,16,4
"Comercio al por mayor (101)",1,,,1,,
"Comercio al por menor (102)",26,1,9,7,6,3
"Hoteles y restaurantes (103)",63,,30,19,12,2
"Trans., almac. y comunicaciones (104)",90,,17,39,33,1
"Intermediación financiera (105)",2,,,1,1,
"Activid.inmobil., empres. y alquileres (106)",82,,24,40,17,1
"Admin.pub. y defensa; p. segur.soc afil (107)",918,,358,363,188,9
"Enseñanza (108)",46,,6,28,12,
"Servicios sociales y de salud (109)",39,,5,16,17,1
"Otras activ. serv.comun.soc y personales (110)",22,,4,12,5,1
"Hogares privados con servicio doméstico (111)",4,1,,3,,
"Actividad economica no especificada (113)",63,,17,26,19,1
"Desocupado (114)",49,,25,16,8,
"Mujeres (115)",854,2,327,315,194,16
"Agric., ganadería, caza y silvicultura (116)",185,,66,57,49,13
"Pesca (117)",1,,,1,,
"Explotación de minas y canteras (118)",24,,6,8,10,
"Industrias manufactureras (119)",17,,5,5,6,1
"Construcción (121)",11,,6,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",68,1,15,24,28,
"Venta, mant.y rep. veh.autom.y motoc. (123)",1,,,,1,
"Comercio al por mayor (124)",5,1,,2,2,
"Comercio al por menor (125)",62,,15,22,25,
"Hoteles y restaurantes (126)",81,,28,31,21,1
"Trans., almac. y comunicaciones (127)",14,,5,8,1,
"Intermediación financiera (128)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (129)",34,,12,20,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",141,,78,46,17,
"Enseñanza (131)",75,,14,42,19,
"Servicios sociales y de salud (132)",40,,13,11,16,
"Otras activ. serv.comun.soc y personales (133)",14,,4,8,2,
"Hogares privados con servicio doméstico (134)",73,1,44,19,9,
"Actividad economica no especificada (136)",29,,11,11,7,
"Desocupado (137)",43,,18,18,6,1
,,,,,,
"RURAL (138)",2263,25,679,772,604,183
"Agric., ganadería, caza y silvicultura (139)",1208,19,309,336,388,156
"Pesca (140)",20,,1,9,10,
"Explotación de minas y canteras (141)",1,,,1,,
"Industrias manufactureras (142)",70,2,23,29,12,4
"Suministro de electricidad, gas y agua (143)",3,,,3,,
"Construcción (144)",83,,34,30,18,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",73,2,21,27,20,3
"Venta, mant.y rep. veh.autom.y motoc. (146)",13,,5,4,3,1
"Comercio al por mayor (147)",2,,1,1,,
"Comercio al por menor (148)",58,2,15,22,17,2
"Hoteles y restaurantes (149)",40,1,15,15,9,
"Trans., almac. y comunicaciones (150)",34,,11,10,12,1
"Intermediación financiera (151)",1,,,1,,
"Activid.inmobil., empres. y alquileres (152)",22,,5,7,10,
"Admin.pub. y defensa; p. segur.soc afil (153)",574,,203,253,107,11
"Enseñanza (154)",21,,3,13,5,
"Servicios sociales y de salud (155)",14,,5,5,2,2
"Otras activ. serv.comun.soc y personales (156)",5,1,1,1,2,
"Hogares privados con servicio doméstico (157)",8,,6,2,,
"Actividad economica no especificada (159)",31,,13,11,4,3
"Desocupado (160)",55,,29,19,5,2
"Hombres (161)",1524,11,453,523,407,130
"Agric., ganadería, caza y silvicultura (162)",764,9,199,203,244,109
"Pesca (163)",20,,1,9,10,
"Explotación de minas y canteras (164)",1,,,1,,
"Industrias manufactureras (165)",44,,15,20,7,2
"Suministro de electricidad, gas y agua (166)",3,,,3,,
"Construcción (167)",80,,33,29,17,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",25,,7,8,8,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",12,,4,4,3,1
"Comercio al por mayor (170)",1,,1,,,
"Comercio al por menor (171)",12,,2,4,5,1
"Hoteles y restaurantes (172)",10,1,4,3,2,
"Trans., almac. y comunicaciones (173)",33,,11,10,11,1
"Activid.inmobil., empres. y alquileres (175)",19,,2,7,10,
"Admin.pub. y defensa; p. segur.soc afil (176)",471,,159,211,90,11
"Enseñanza (177)",4,,,2,2,
"Servicios sociales y de salud (178)",4,,,2,1,1
"Otras activ. serv.comun.soc y personales (179)",2,1,,,1,
"Hogares privados con servicio doméstico (180)",4,,3,1,,
"Actividad economica no especificada (182)",17,,9,6,1,1
"Desocupado (183)",23,,10,8,3,2
"Mujeres (184)",739,14,226,249,197,53
"Agric., ganadería, caza y silvicultura (185)",444,10,110,133,144,47
"Industrias manufactureras (188)",26,2,8,9,5,2
"Construcción (190)",3,,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",48,2,14,19,12,1
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",1,,,1,,
"Comercio al por menor (194)",46,2,13,18,12,1
"Hoteles y restaurantes (195)",30,,11,12,7,
"Trans., almac. y comunicaciones (196)",1,,,,1,
"Intermediación financiera (197)",1,,,1,,
"Activid.inmobil., empres. y alquileres (198)",3,,3,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",103,,44,42,17,
"Enseñanza (200)",17,,3,11,3,
"Servicios sociales y de salud (201)",10,,5,3,1,1
"Otras activ. serv.comun.soc y personales (202)",3,,1,1,1,
"Hogares privados con servicio doméstico (203)",4,,3,1,,
"Actividad economica no especificada (205)",14,,4,5,3,2
"Desocupado (206)",32,,19,11,2,
