"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",2790,2513,220,45,12
"Trabajador del hogar (054)",975,975,,,
"De 06 a 14 años (056)",1024,883,114,24,3
"Empleado (057)",87,76,9,2,
"Obrero (058)",115,81,23,10,1
"Trabajador independiente (059)",219,205,14,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",543,461,68,12,2
"Trabajador del hogar (062)",59,59,,,
"De 15 a 29 años (064)",9736,7977,984,467,308
"Empleado (065)",1794,1035,258,250,251
"Obrero (066)",1977,1374,365,187,51
"Trabajador independiente (067)",3821,3591,230,,
"Empleador o patrono (068)",262,213,37,10,2
"Trabajador familiar no remunerado (069)",1377,1259,94,20,4
"Trabajador del hogar (070)",505,505,,,
"De 30 a 44 años (072)",9908,7545,918,832,613
"Empleado (073)",2131,708,261,635,527
"Obrero (074)",1525,995,283,171,76
"Trabajador independiente (075)",5084,4792,292,,
"Empleador o patrono (076)",375,304,45,19,7
"Trabajador familiar no remunerado (077)",528,481,37,7,3
"Trabajador del hogar (078)",265,265,,,
"De 45 a 64 años (080)",5987,4985,448,272,282
"Empleado (081)",759,263,80,174,242
"Obrero (082)",891,629,142,83,37
"Trabajador independiente (083)",3668,3493,175,,
"Empleador o patrono (084)",277,231,33,12,1
"Trabajador familiar no remunerado (085)",272,249,18,3,2
"Trabajador del hogar (086)",120,120,,,
"De 65 y más años (088)",1114,1035,54,12,13
"Empleado (089)",43,25,3,6,9
"Obrero (090)",148,125,17,3,3
"Trabajador independiente (091)",786,760,26,,
"Empleador o patrono (092)",41,36,5,,
"Trabajador familiar no remunerado (093)",70,63,3,3,1
"Trabajador del hogar (094)",26,26,,,
,,,,,
"RURAL (096)",9148,8779,265,61,43
"Empleado (097)",143,61,27,16,39
"Obrero (098)",1257,1168,67,20,2
"Trabajador independiente (099)",5274,5184,90,,
"Empleador o patrono (100)",477,423,35,18,1
"Trabajador familiar no remunerado (101)",1636,1582,46,7,1
"Trabajador del hogar (102)",361,361,,,
"De 06 a 14 años (104)",377,365,7,5,
"Empleado (105)",1,1,,,
"Obrero (106)",38,33,1,4,
"Trabajador independiente (107)",64,63,1,,
"Trabajador familiar no remunerado (109)",254,248,5,1,
"Trabajador del hogar (110)",20,20,,,
"De 15 a 29 años (112)",3863,3706,111,28,18
"Empleado (113)",61,30,11,4,16
"Obrero (114)",620,569,38,11,2
"Trabajador independiente (115)",1804,1773,31,,
"Empleador o patrono (116)",108,94,5,9,
"Trabajador familiar no remunerado (117)",1098,1068,26,4,
"Trabajador del hogar (118)",172,172,,,
"De 30 a 44 años (120)",2697,2571,86,21,19
"Empleado (121)",58,17,13,10,18
"Obrero (122)",384,363,17,4,
"Trabajador independiente (123)",1791,1761,30,,
"Empleador o patrono (124)",184,164,15,5,
"Trabajador familiar no remunerado (125)",191,177,11,2,1
"Trabajador del hogar (126)",89,89,,,
"De 45 a 64 años (128)",1766,1707,48,6,5
"Empleado (129)",22,13,2,2,5
"Obrero (130)",182,171,10,1,
"Trabajador independiente (131)",1274,1252,22,,
"Empleador o patrono (132)",146,133,10,3,
"Trabajador familiar no remunerado (133)",73,69,4,,
"Trabajador del hogar (134)",69,69,,,
"De 65 y más años (136)",445,430,13,1,1
"Empleado (137)",1,,1,,
"Obrero (138)",33,32,1,,
"Trabajador independiente (139)",341,335,6,,
"Empleador o patrono (140)",39,32,5,1,1
"Trabajador familiar no remunerado (141)",20,20,,,
"Trabajador del hogar (142)",11,11,,,
