"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",9,8,1,,
"Obrero (058)",15,8,2,1,4
"Trabajador independiente (059)",26,26,,,
"Trabajador familiar no remunerado (061)",31,25,6,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",2397,1504,251,229,413
"Empleado (065)",628,258,79,97,194
"Obrero (066)",790,330,118,127,215
"Trabajador independiente (067)",818,769,49,,
"Empleador o patrono (068)",27,20,,4,3
"Trabajador familiar no remunerado (069)",95,88,5,1,1
"Trabajador del hogar (070)",39,39,,,
"De 30 a 44 años (072)",3132,1905,317,353,557
"Empleado (073)",896,247,109,187,353
"Obrero (074)",788,310,122,155,201
"Trabajador independiente (075)",1289,1211,78,,
"Empleador o patrono (076)",65,48,6,9,2
"Trabajador familiar no remunerado (077)",69,64,2,2,1
"Trabajador del hogar (078)",25,25,,,
"De 45 a 64 años (080)",1918,1284,175,182,277
"Empleado (081)",454,119,48,93,194
"Obrero (082)",439,203,72,82,82
"Trabajador independiente (083)",900,851,49,,
"Empleador o patrono (084)",53,46,2,4,1
"Trabajador familiar no remunerado (085)",58,51,4,3,
"Trabajador del hogar (086)",14,14,,,
"De 65 y más años (088)",469,415,23,12,19
"Empleado (089)",29,17,2,5,5
"Obrero (090)",95,63,12,6,14
"Trabajador independiente (091)",293,285,8,,
"Empleador o patrono (092)",20,19,,1,
"Trabajador familiar no remunerado (093)",27,26,1,,
"Trabajador del hogar (094)",5,5,,,
,,,,,
"RURAL (096)",2486,2036,215,112,123
"Empleado (097)",119,65,19,10,25
"Obrero (098)",870,542,136,94,98
"Trabajador independiente (099)",1208,1170,38,,
"Empleador o patrono (100)",25,13,7,5,
"Trabajador familiar no remunerado (101)",253,235,15,3,
"Trabajador del hogar (102)",11,11,,,
"De 06 a 14 años (104)",30,24,4,1,1
"Obrero (106)",8,6,,1,1
"Trabajador independiente (107)",2,2,,,
"Trabajador familiar no remunerado (109)",19,15,4,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",859,662,109,42,46
"Empleado (113)",28,15,7,2,4
"Obrero (114)",404,248,78,36,42
"Trabajador independiente (115)",261,248,13,,
"Empleador o patrono (116)",8,4,2,2,
"Trabajador familiar no remunerado (117)",150,139,9,2,
"Trabajador del hogar (118)",8,8,,,
"De 30 a 44 años (120)",785,622,67,49,47
"Empleado (121)",54,26,9,7,12
"Obrero (122)",272,160,38,39,35
"Trabajador independiente (123)",396,381,15,,
"Empleador o patrono (124)",8,3,3,2,
"Trabajador familiar no remunerado (125)",54,51,2,1,
"Trabajador del hogar (126)",1,1,,,
"De 45 a 64 años (128)",601,529,27,17,28
"Empleado (129)",36,23,3,1,9
"Obrero (130)",156,108,14,15,19
"Trabajador independiente (131)",381,372,9,,
"Empleador o patrono (132)",7,5,1,1,
"Trabajador familiar no remunerado (133)",21,21,,,
"De 65 y más años (136)",211,199,8,3,1
"Empleado (137)",1,1,,,
"Obrero (138)",30,20,6,3,1
"Trabajador independiente (139)",168,167,1,,
"Empleador o patrono (140)",2,1,1,,
"Trabajador familiar no remunerado (141)",9,9,,,
"Trabajador del hogar (142)",1,1,,,
