"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",468,432,33,3,
"Empleado (057)",16,12,4,,
"Obrero (058)",37,28,7,2,
"Trabajador independiente (059)",81,73,8,,
"Trabajador familiar no remunerado (061)",304,289,14,1,
"Trabajador del hogar (062)",30,30,,,
"De 15 a 29 años (064)",5062,4147,503,172,240
"Empleado (065)",570,219,77,82,192
"Obrero (066)",833,562,138,86,47
"Trabajador independiente (067)",2080,1900,180,,
"Empleador o patrono (068)",63,53,9,1,
"Trabajador familiar no remunerado (069)",1212,1109,99,3,1
"Trabajador del hogar (070)",304,304,,,
"De 30 a 44 años (072)",5355,4200,447,366,342
"Empleado (073)",851,178,117,276,280
"Obrero (074)",732,484,106,82,60
"Trabajador independiente (075)",2781,2618,163,,
"Empleador o patrono (076)",129,104,17,7,1
"Trabajador familiar no remunerado (077)",631,585,44,1,1
"Trabajador del hogar (078)",231,231,,,
"De 45 a 64 años (080)",3918,3289,287,151,191
"Empleado (081)",437,107,51,120,159
"Obrero (082)",440,310,76,23,31
"Trabajador independiente (083)",2346,2215,131,,
"Empleador o patrono (084)",94,81,7,5,1
"Trabajador familiar no remunerado (085)",432,407,22,3,
"Trabajador del hogar (086)",169,169,,,
"De 65 y más años (088)",1037,982,40,3,12
"Empleado (089)",26,16,2,,8
"Obrero (090)",104,87,14,1,2
"Trabajador independiente (091)",723,704,19,,
"Empleador o patrono (092)",27,25,2,,
"Trabajador familiar no remunerado (093)",108,101,3,2,2
"Trabajador del hogar (094)",49,49,,,
,,,,,
"RURAL (096)",16826,15616,1031,144,35
"Empleado (097)",182,108,31,24,19
"Obrero (098)",2615,2136,372,95,12
"Trabajador independiente (099)",8533,8200,333,,
"Empleador o patrono (100)",751,693,51,6,1
"Trabajador familiar no remunerado (101)",4584,4318,244,19,3
"Trabajador del hogar (102)",161,161,,,
"De 06 a 14 años (104)",1010,941,62,7,
"Obrero (106)",99,85,10,4,
"Trabajador independiente (107)",112,107,5,,
"Trabajador familiar no remunerado (109)",788,738,47,3,
"Trabajador del hogar (110)",11,11,,,
"De 15 a 29 años (112)",6838,6318,447,61,12
"Empleado (113)",63,46,4,6,7
"Obrero (114)",1384,1131,204,46,3
"Trabajador independiente (115)",2670,2571,99,,
"Empleador o patrono (116)",255,236,19,,
"Trabajador familiar no remunerado (117)",2372,2240,121,9,2
"Trabajador del hogar (118)",94,94,,,
"De 30 a 44 años (120)",4966,4593,293,61,19
"Empleado (121)",91,46,21,15,9
"Obrero (122)",709,572,92,37,8
"Trabajador independiente (123)",2989,2876,113,,
"Empleador o patrono (124)",282,255,22,4,1
"Trabajador familiar no remunerado (125)",874,823,45,5,1
"Trabajador del hogar (126)",21,21,,,
"De 45 a 64 años (128)",3239,3026,194,15,4
"Empleado (129)",26,14,6,3,3
"Obrero (130)",366,300,57,8,1
"Trabajador independiente (131)",2166,2072,94,,
"Empleador o patrono (132)",179,168,9,2,
"Trabajador familiar no remunerado (133)",471,441,28,2,
"Trabajador del hogar (134)",31,31,,,
"De 65 y más años (136)",773,738,35,,
"Empleado (137)",2,2,,,
"Obrero (138)",57,48,9,,
"Trabajador independiente (139)",596,574,22,,
"Empleador o patrono (140)",35,34,1,,
"Trabajador familiar no remunerado (141)",79,76,3,,
"Trabajador del hogar (142)",4,4,,,
