"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",617,16,127,175,190,109
"Explotación de minas y canteras (048)",13,,6,6,1,
"Industrias manufactureras (049)",51,,11,21,17,2
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",16,,4,9,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",241,1,70,97,52,21
"Comercio al por mayor (054)",8,,2,2,1,3
"Comercio al por menor (055)",233,1,68,95,51,18
"Hoteles y restaurantes (056)",101,4,33,35,23,6
"Trans., almac. y comunicaciones (057)",6,1,3,1,1,
"Intermediación financiera (058)",2,,2,,,
"Activid.inmobil., empres. y alquileres (059)",6,,4,2,,
"Admin.pub. y defensa; p. segur.soc.afil (060)",68,,22,24,21,1
"Enseñanza (061)",232,,50,131,51,
"Servicios sociales y de salud (062)",62,,27,30,5,
"Otras activ. serv.comun.soc y personales (063)",15,,10,4,1,
"Hogares privados con servicio doméstico (064)",49,4,34,7,4,
"Actividad economica no especificada (066)",74,,24,20,14,16
,,,,,,
"URBANA (067)",2694,39,735,1038,688,194
"Agric., ganadería, caza y silvicultura (068)",793,17,183,218,243,132
"Explotación de minas y canteras (070)",136,,66,48,21,1
"Industrias manufactureras (071)",109,,31,37,34,7
"Suministro de electricidad, gas y agua (072)",5,,1,3,,1
"Construcción (073)",200,1,69,94,31,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",289,7,76,111,69,26
"Venta, mant.y rep. veh.autom.y motoc. (075)",10,,5,2,3,
"Comercio al por mayor (076)",9,,,3,3,3
"Comercio al por menor (077)",270,7,71,106,63,23
"Hoteles y restaurantes (078)",95,2,27,34,24,8
"Trans., almac. y comunicaciones (079)",59,3,32,18,6,
"Intermediación financiera (080)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (081)",22,,11,8,3,
"Admin.pub. y defensa; p. segur.soc.afil (082)",268,,74,118,72,4
"Enseñanza (083)",476,,60,260,156,
"Servicios sociales y de salud (084)",94,,33,54,7,
"Otras activ. serv.comun.soc y personales (085)",28,1,14,8,5,
"Hogares privados con servicio doméstico (086)",47,8,31,6,2,
"Actividad economica no especificada (088)",70,,25,20,15,10
"Hombres (089)",1779,29,463,688,473,126
"Agric., ganadería, caza y silvicultura (090)",610,15,141,169,187,98
"Explotación de minas y canteras (092)",131,,64,46,20,1
"Industrias manufactureras (093)",85,,24,30,26,5
"Suministro de electricidad, gas y agua (094)",4,,1,2,,1
"Construcción (095)",191,1,66,90,29,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",91,6,20,33,25,7
"Venta, mant.y rep. veh.autom.y motoc. (097)",10,,5,2,3,
"Comercio al por mayor (098)",3,,,1,2,
"Comercio al por menor (099)",78,6,15,30,20,7
"Hoteles y restaurantes (100)",12,,3,3,3,3
"Trans., almac. y comunicaciones (101)",53,2,29,17,5,
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",16,,7,6,3,
"Admin.pub. y defensa; p. segur.soc.afil (104)",202,,52,95,52,3
"Enseñanza (105)",284,,24,151,109,
"Servicios sociales y de salud (106)",44,,12,30,2,
"Otras activ. serv.comun.soc y personales (107)",14,1,5,4,4,
"Hogares privados con servicio doméstico (108)",9,4,5,,,
"Actividad economica no especificada (110)",32,,10,11,8,3
"Mujeres (112)",915,10,272,350,215,68
"Agric., ganadería, caza y silvicultura (113)",183,2,42,49,56,34
"Explotación de minas y canteras (115)",5,,2,2,1,
"Industrias manufactureras (116)",24,,7,7,8,2
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",9,,3,4,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",198,1,56,78,44,19
"Comercio al por mayor (121)",6,,,2,1,3
"Comercio al por menor (122)",192,1,56,76,43,16
"Hoteles y restaurantes (123)",83,2,24,31,21,5
"Trans., almac. y comunicaciones (124)",6,1,3,1,1,
"Intermediación financiera (125)",2,,2,,,
"Activid.inmobil., empres. y alquileres (126)",6,,4,2,,
"Admin.pub. y defensa; p. segur.soc.afil (127)",66,,22,23,20,1
"Enseñanza (128)",192,,36,109,47,
"Servicios sociales y de salud (129)",50,,21,24,5,
"Otras activ. serv.comun.soc y personales (130)",14,,9,4,1,
"Hogares privados con servicio doméstico (131)",38,4,26,6,2,
"Actividad economica no especificada (133)",38,,15,9,7,7
,,,,,,
"RURAL (134)",3096,34,708,1044,915,395
"Agric., ganadería, caza y silvicultura (135)",2222,28,443,683,726,342
"Explotación de minas y canteras (137)",141,,59,63,18,1
"Industrias manufactureras (138)",100,,19,38,32,11
"Suministro de electricidad, gas y agua (139)",5,,,1,4,
"Construcción (140)",170,1,48,81,36,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",87,,22,40,18,7
"Comercio al por mayor (143)",2,,2,,,
"Comercio al por menor (144)",85,,20,40,18,7
"Hoteles y restaurantes (145)",21,3,10,4,2,2
"Trans., almac. y comunicaciones (146)",17,1,10,6,,
"Activid.inmobil., empres. y alquileres (148)",7,,4,3,,
"Admin.pub. y defensa; p. segur.soc.afil (149)",56,,14,21,17,4
"Enseñanza (150)",144,,33,70,40,1
"Servicios sociales y de salud (151)",28,,13,11,4,
"Otras activ. serv.comun.soc y personales (152)",3,,2,1,,
"Hogares privados con servicio doméstico (153)",13,1,9,1,2,
"Actividad economica no especificada (155)",82,,22,21,16,23
"Hombres (156)",2457,18,553,831,747,308
"Agric., ganadería, caza y silvicultura (157)",1788,14,358,557,592,267
"Explotación de minas y canteras (159)",133,,55,59,18,1
"Industrias manufactureras (160)",73,,15,24,23,11
"Suministro de electricidad, gas y agua (161)",5,,,1,4,
"Construcción (162)",163,1,47,76,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",44,,8,21,10,5
"Comercio al por menor (166)",44,,8,21,10,5
"Hoteles y restaurantes (167)",3,1,1,,,1
"Trans., almac. y comunicaciones (168)",17,1,10,6,,
"Activid.inmobil., empres. y alquileres (170)",7,,4,3,,
"Admin.pub. y defensa; p. segur.soc.afil (171)",54,,14,20,16,4
"Enseñanza (172)",104,,19,48,36,1
"Servicios sociales y de salud (173)",16,,7,5,4,
"Otras activ. serv.comun.soc y personales (174)",2,,1,1,,
"Hogares privados con servicio doméstico (175)",2,1,1,,,
"Actividad economica no especificada (177)",46,,13,10,9,14
"Mujeres (179)",639,16,155,213,168,87
"Agric., ganadería, caza y silvicultura (180)",434,14,85,126,134,75
"Explotación de minas y canteras (182)",8,,4,4,,
"Industrias manufactureras (183)",27,,4,14,9,
"Construcción (185)",7,,1,5,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",43,,14,19,8,2
"Comercio al por mayor (188)",2,,2,,,
"Comercio al por menor (189)",41,,12,19,8,2
"Hoteles y restaurantes (190)",18,2,9,4,2,1
"Admin.pub. y defensa; p. segur.soc.afil (194)",2,,,1,1,
"Enseñanza (195)",40,,14,22,4,
"Servicios sociales y de salud (196)",12,,6,6,,
"Otras activ. serv.comun.soc y personales (197)",1,,1,,,
"Hogares privados con servicio doméstico (198)",11,,8,1,2,
"Actividad economica no especificada (200)",36,,9,11,7,9
