"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Yerno/ nuera (052)",86,1,,15,56,3,7,1,3
"Nieto(a) (053)",302,75,25,149,45,3,2,2,1
"Padres/ suegros (054)",66,17,,46,2,1,,,
"Otro(a) pariente (055)",382,33,12,158,141,9,11,4,14
"Otro(a) no pariente (058)",74,4,,19,20,6,12,4,9
"Mujeres (060)",9146,2485,238,3970,1873,161,267,38,114
"Jefe o Jefa (061)",2022,928,1,693,239,29,82,7,43
"Esposa(o)/ compa¤era(o) (062)",2734,796,9,1281,500,37,80,6,25
"Hijo(a)/ hijastro(a) (063)",3284,395,187,1618,916,67,61,20,20
"Yerno/ nuera (064)",94,4,,36,45,4,3,,2
"Nieto(a) (065)",281,85,21,126,45,2,1,1,
"Padres/ suegros (066)",195,167,,26,1,1,,,
"Otro(a) pariente (067)",451,106,20,173,106,16,15,4,11
"Trabajador(a) del hogar (068)",4,,,2,2,,,,
"Otro(a) no pariente (070)",81,4,,15,19,5,25,,13
,,,,,,,,,
"RURAL (072)",6101,1675,184,2949,1092,53,81,19,48
"Jefe o Jefa (073)",2321,648,2,1106,453,18,51,12,31
"Esposa(o)/ compa¤era(o) (074)",1053,427,2,497,112,4,7,1,3
"Hijo(a)/ hijastro(a) (075)",2158,407,153,1102,444,28,16,4,4
"Yerno/ nuera (076)",29,4,,12,12,1,,,
"Nieto(a) (077)",194,70,18,86,19,1,,,
"Padres/ suegros (078)",82,64,,16,1,,1,,
"Otro(a) pariente (079)",193,43,7,103,36,1,1,,2
"Trabajador(a) del hogar (080)",1,,,,,,1,,
"Otro(a) no pariente (082)",70,12,2,27,15,,4,2,8
"Hombres (084)",2874,423,86,1508,727,36,52,17,25
"Jefe o Jefa (085)",1474,156,1,850,382,16,41,11,17
"Esposa(o)/ compa¤era(o) (086)",37,4,,10,19,2,,1,1
"Hijo(a)/ hijastro(a) (087)",1105,202,77,523,272,16,10,3,2
"Yerno/ nuera (088)",14,1,,6,7,,,,
"Nieto(a) (089)",101,34,6,47,13,1,,,
"Padres/ suegros (090)",16,9,,7,,,,,
"Otro(a) pariente (091)",90,14,1,49,23,1,,,2
"Otro(a) no pariente (094)",37,3,1,16,11,,1,2,3
"Mujeres (096)",3227,1252,98,1441,365,17,29,2,23
"Jefe o Jefa (097)",847,492,1,256,71,2,10,1,14
"Esposa(o)/ compa¤era(o) (098)",1016,423,2,487,93,2,7,,2
"Hijo(a)/ hijastro(a) (099)",1053,205,76,579,172,12,6,1,2
"Yerno/ nuera (100)",15,3,,6,5,1,,,
"Nieto(a) (101)",93,36,12,39,6,,,,
"Padres/ suegros (102)",66,55,,9,1,,1,,
"Otro(a) pariente (103)",103,29,6,54,13,,1,,
"Trabajador(a) del hogar (104)",1,,,,,,1,,
"Otro(a) no pariente (106)",33,9,1,11,4,,3,,5
