"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",550,63,8,140,198,45,41,21,34
"Hombres (048)",15692,1397,434,5009,5539,812,992,617,892
"Jefe o Jefa (049)",6195,322,1,1708,2233,393,673,234,631
"Esposa(o)/ compa¤era(o) (050)",423,26,,103,174,26,42,14,38
"Hijo(a)/ hijastro(a) (051)",6937,801,357,2497,2384,274,168,294,162
"Yerno/ nuera (052)",173,1,,27,69,15,35,10,16
"Nieto(a) (053)",504,108,38,217,117,9,1,14,
"Padres/ suegros (054)",103,42,,45,14,,1,,1
"Otro(a) pariente (055)",1071,78,32,352,428,69,46,38,28
"Trabajador(a) del hogar (056)",14,1,,3,8,1,,1,
"Pensionista (057)",4,,,,3,1,,,
"Otro(a) no pariente (058)",268,18,6,57,109,24,26,12,16
"Mujeres (060)",17197,2786,433,6237,5178,723,890,395,555
"Jefe o Jefa (061)",3738,861,3,1285,984,159,208,75,163
"Esposa(o)/ compa¤era(o) (062)",4285,562,2,1568,1366,162,361,72,192
"Hijo(a)/ hijastro(a) (063)",6807,846,346,2583,2158,298,225,210,141
"Yerno/ nuera (064)",173,4,,32,75,18,23,7,14
"Nieto(a) (065)",508,104,45,221,107,15,6,10,
"Padres/ suegros (066)",301,229,,56,10,1,2,,3
"Otro(a) pariente (067)",1046,132,35,383,364,48,49,11,24
"Trabajador(a) del hogar (068)",49,2,,24,21,1,,1,
"Pensionista (069)",8,1,,2,4,,1,,
"Otro(a) no pariente (070)",282,45,2,83,89,21,15,9,18
,,,,,,,,,
"RURAL (072)",36126,6637,1054,17481,9383,566,382,310,313
"Jefe o Jefa (073)",10592,2008,6,5203,2782,190,167,80,156
"Esposa(o)/ compa¤era(o) (074)",5945,1407,9,3345,1087,39,30,14,14
"Hijo(a)/ hijastro(a) (075)",15726,2286,870,7197,4666,293,147,180,87
"Yerno/ nuera (076)",348,8,,126,179,8,14,8,5
"Nieto(a) (077)",1386,346,113,700,208,8,3,7,1
"Padres/ suegros (078)",378,280,,89,7,,1,,1
"Otro(a) pariente (079)",1371,222,50,662,364,26,10,13,24
"Trabajador(a) del hogar (080)",35,10,1,19,5,,,,
"Pensionista (081)",2,,,,1,,,,1
"Otro(a) no pariente (082)",343,70,5,140,84,2,10,8,24
"Hombres (084)",17536,2268,513,8162,5506,377,263,209,238
"Jefe o Jefa (085)",7405,772,3,3764,2345,167,141,70,143
"Esposa(o)/ compa¤era(o) (086)",264,14,,136,96,7,7,1,3
"Hijo(a)/ hijastro(a) (087)",8036,1151,417,3452,2580,173,91,115,57
"Yerno/ nuera (088)",188,2,,56,102,4,13,7,4
"Nieto(a) (089)",696,166,59,352,107,7,1,3,1
"Padres/ suegros (090)",97,41,,49,6,,,,1
"Otro(a) pariente (091)",680,89,32,292,217,18,6,8,18
"Trabajador(a) del hogar (092)",13,4,,6,3,,,,
"Pensionista (093)",1,,,,1,,,,
"Otro(a) no pariente (094)",156,29,2,55,49,1,4,5,11
"Mujeres (096)",18590,4369,541,9319,3877,189,119,101,75
"Jefe o Jefa (097)",3187,1236,3,1439,437,23,26,10,13
"Esposa(o)/ compa¤era(o) (098)",5681,1393,9,3209,991,32,23,13,11
"Hijo(a)/ hijastro(a) (099)",7690,1135,453,3745,2086,120,56,65,30
"Yerno/ nuera (100)",160,6,,70,77,4,1,1,1
"Nieto(a) (101)",690,180,54,348,101,1,2,4,
"Padres/ suegros (102)",281,239,,40,1,,1,,
"Otro(a) pariente (103)",691,133,18,370,147,8,4,5,6
"Trabajador(a) del hogar (104)",22,6,1,13,2,,,,
"Pensionista (105)",1,,,,,,,,1
"Otro(a) no pariente (106)",187,41,3,85,35,1,6,3,13
