"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",199,13,,48,89,9,10,15,15
"Hijo(a)/ hijastro(a) (051)",4209,423,221,1410,1454,198,154,170,179
"Yerno/ nuera (052)",93,1,,9,34,13,11,3,22
"Nieto(a) (053)",466,82,44,194,104,15,9,9,9
"Padres/ suegros (054)",42,16,,20,5,,,,1
"Otro(a) pariente (055)",555,39,10,185,195,39,27,24,36
"Pensionista (057)",13,,,2,4,,,3,4
"Otro(a) no pariente (058)",95,7,2,21,41,5,4,3,12
"Mujeres (060)",10678,2017,225,3301,3022,486,664,339,624
"Jefe o Jefa (061)",2276,679,1,723,479,72,134,48,140
"Esposa(o)/ compa¤era(o) (062)",2744,582,1,824,773,89,193,58,224
"Hijo(a)/ hijastro(a) (063)",4163,404,171,1323,1374,242,260,179,210
"Yerno/ nuera (064)",147,4,,15,69,14,22,8,15
"Nieto(a) (065)",530,114,43,192,110,29,12,21,9
"Padres/ suegros (066)",166,126,,34,5,,1,,
"Otro(a) pariente (067)",526,87,8,161,178,30,28,18,16
"Trabajador(a) del hogar (068)",10,3,,2,5,,,,
"Pensionista (069)",2,2,,,,,,,
"Otro(a) no pariente (070)",114,16,1,27,29,10,14,7,10
,,,,,,,,,
"RURAL (072)",8371,1823,152,3784,2011,157,143,96,205
"Jefe o Jefa (073)",2916,641,1,1330,622,65,82,36,139
"Esposa(o)/ compa¤era(o) (074)",1508,507,1,682,263,18,13,4,20
"Hijo(a)/ hijastro(a) (075)",3268,494,129,1491,981,57,40,42,34
"Yerno/ nuera (076)",54,2,,20,21,1,2,2,6
"Nieto(a) (077)",287,79,17,131,52,3,,4,1
"Padres/ suegros (078)",59,43,,14,2,,,,
"Otro(a) pariente (079)",244,50,4,102,59,12,6,8,3
"Trabajador(a) del hogar (080)",3,,,3,,,,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",31,7,,10,11,1,,,2
"Hombres (084)",4242,605,82,1969,1219,100,70,54,143
"Jefe o Jefa (085)",2125,298,1,1071,526,48,45,24,112
"Esposa(o)/ compa¤era(o) (086)",63,12,,25,19,1,1,1,4
"Hijo(a)/ hijastro(a) (087)",1736,243,71,740,584,38,19,21,20
"Yerno/ nuera (088)",23,,,9,10,1,,,3
"Nieto(a) (089)",134,33,8,60,28,2,,2,1
"Padres/ suegros (090)",11,5,,5,1,,,,
"Otro(a) pariente (091)",126,12,2,49,42,9,5,6,1
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",23,2,,9,9,1,,,2
"Mujeres (096)",4129,1218,70,1815,792,57,73,42,62
"Jefe o Jefa (097)",791,343,,259,96,17,37,12,27
"Esposa(o)/ compa¤era(o) (098)",1445,495,1,657,244,17,12,3,16
"Hijo(a)/ hijastro(a) (099)",1532,251,58,751,397,19,21,21,14
"Yerno/ nuera (100)",31,2,,11,11,,2,2,3
"Nieto(a) (101)",153,46,9,71,24,1,,2,
"Padres/ suegros (102)",48,38,,9,1,,,,
"Otro(a) pariente (103)",118,38,2,53,17,3,1,2,2
"Trabajador(a) del hogar (104)",3,,,3,,,,,
"Otro(a) no pariente (106)",8,5,,1,2,,,,
