"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Trabajador(a) del hogar (044)",273,15,2,82,155,9,1,7,2
"Pensionista (045)",116,2,,15,46,5,7,23,18
"Otro(a) no pariente (046)",1384,82,16,314,557,69,71,144,131
"Hombres (048)",30706,2209,728,9658,11819,1071,1024,2055,2142
"Jefe o Jefa (049)",11508,285,2,3316,4563,479,630,795,1438
"Esposa(o)/ compa¤era(o) (050)",896,29,,245,408,34,35,65,80
"Hijo(a)/ hijastro(a) (051)",12588,1251,557,4316,4715,362,206,832,349
"Yerno/ nuera (052)",444,6,,54,238,23,29,41,53
"Nieto(a) (053)",1440,351,115,569,316,24,9,45,11
"Padres/ suegros (054)",267,51,,147,50,2,3,4,10
"Otro(a) pariente (055)",2652,192,49,804,1150,107,71,172,107
"Trabajador(a) del hogar (056)",89,5,,26,52,1,,3,2
"Pensionista (057)",67,2,,12,21,3,4,14,11
"Otro(a) no pariente (058)",755,37,5,169,306,36,37,84,81
"Mujeres (060)",31816,3218,701,10649,11208,1152,1322,1756,1810
"Jefe o Jefa (061)",5570,598,4,1912,1828,199,318,285,426
"Esposa(o)/ compa¤era(o) (062)",8776,593,11,2875,3456,293,530,336,682
"Hijo(a)/ hijastro(a) (063)",11731,1228,515,3996,3916,446,299,838,493
"Yerno/ nuera (064)",532,9,1,75,327,36,31,22,31
"Nieto(a) (065)",1334,280,116,539,313,18,18,41,9
"Padres/ suegros (066)",660,251,,322,63,4,11,,9
"Otro(a) pariente (067)",2351,204,41,726,926,113,77,161,103
"Trabajador(a) del hogar (068)",184,10,2,56,103,8,1,4,
"Pensionista (069)",49,,,3,25,2,3,9,7
"Otro(a) no pariente (070)",629,45,11,145,251,33,34,60,50
,,,,,,,,,
"RURAL (072)",44546,8945,838,23533,10106,403,226,269,226
"Jefe o Jefa (073)",13042,2253,17,7426,2946,128,87,92,93
"Esposa(o)/ compa¤era(o) (074)",7745,2066,16,4031,1498,48,34,21,31
"Hijo(a)/ hijastro(a) (075)",17937,3322,674,9359,4163,173,78,102,66
"Yerno/ nuera (076)",476,27,1,167,239,11,8,9,14
"Nieto(a) (077)",1313,387,84,617,196,8,5,15,1
"Padres/ suegros (078)",495,297,,180,15,1,1,1,
"Otro(a) pariente (079)",2773,452,41,1374,834,28,9,22,13
"Trabajador(a) del hogar (080)",166,33,,88,44,1,,,
"Pensionista (081)",21,5,,6,9,1,,,
"Otro(a) no pariente (082)",578,103,5,285,162,4,4,7,8
"Hombres (084)",24776,3785,441,13629,6259,238,115,178,131
"Jefe o Jefa (085)",10788,1409,14,6416,2617,110,66,81,75
"Esposa(o)/ compa¤era(o) (086)",393,60,2,227,100,2,,1,1
"Hijo(a)/ hijastro(a) (087)",10087,1706,360,5262,2537,91,37,61,33
"Yerno/ nuera (088)",223,9,1,77,112,8,2,6,8
"Nieto(a) (089)",680,184,43,328,112,4,1,7,1
"Padres/ suegros (090)",219,88,,120,8,1,1,1,
"Otro(a) pariente (091)",1808,232,18,904,602,20,6,17,9
"Trabajador(a) del hogar (092)",122,24,,64,34,,,,
"Pensionista (093)",18,3,,6,8,1,,,
"Otro(a) no pariente (094)",438,70,3,225,129,1,2,4,4
"Mujeres (096)",19770,5160,397,9904,3847,165,111,91,95
"Jefe o Jefa (097)",2254,844,3,1010,329,18,21,11,18
"Esposa(o)/ compa¤era(o) (098)",7352,2006,14,3804,1398,46,34,20,30
"Hijo(a)/ hijastro(a) (099)",7850,1616,314,4097,1626,82,41,41,33
"Yerno/ nuera (100)",253,18,,90,127,3,6,3,6
"Nieto(a) (101)",633,203,41,289,84,4,4,8,
"Padres/ suegros (102)",276,209,,60,7,,,,
"Otro(a) pariente (103)",965,220,23,470,232,8,3,5,4
"Trabajador(a) del hogar (104)",44,9,,24,10,1,,,
"Pensionista (105)",3,2,,,1,,,,
"Otro(a) no pariente (106)",140,33,2,60,33,3,2,3,4
