"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Hogares privados con servicio doméstico (041)",36,36,,,
"Actividad economica no especificada (043)",353,253,49,27,24
"Mujeres (044)",12735,9669,1572,763,731
"Agric., ganadería, caza y silvicultura (045)",6761,5160,1026,380,195
"Pesca (046)",3,1,1,,1
"Explotación de minas y canteras (047)",31,12,4,2,13
"Industrias manufactureras (048)",592,320,41,33,198
"Suministro de electricidad, gas y agua (049)",2,1,,1,
"Construcción (050)",99,27,14,55,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2309,2212,73,17,7
"Venta, mant.y rep. veh.autom y motoc. (052)",29,28,1,,
"Comercio al por mayor (053)",94,78,7,2,7
"Comercio al por menor (054)",2186,2106,65,15,
"Hoteles y restaurantes (055)",955,801,119,29,6
"Trans., almac. y comunicaciones (056)",112,80,18,13,1
"Intermediación financiera (057)",9,5,2,2,
"Activid.inmobil., empres. y alquileres (058)",183,104,27,31,21
"Admin.pub. y defensa; p. segur soc.afil (059)",133,,,,133
"Enseñanza (060)",434,113,155,142,24
"Servicios sociales y de salud (061)",194,74,16,10,94
"Otras activ. serv.comun.soc y personales (062)",242,180,28,20,14
"Hogares privados con servicio doméstico (063)",273,273,,,
"Actividad economica no especificada (065)",403,306,48,28,21
,,,,,
"URBANA (066)",21243,14404,3448,1768,1623
"Agric., ganadería, caza y silvicultura (067)",8906,5799,2039,732,336
"Pesca (068)",20,13,1,2,4
"Explotación de minas y canteras (069)",277,130,52,46,49
"Industrias manufactureras (070)",1388,824,106,78,380
"Suministro de electricidad, gas y agua (071)",39,13,3,20,3
"Construcción (072)",1409,857,269,224,59
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3458,3265,138,34,21
"Venta, mant.y rep. veh.autom y motoc. (074)",310,269,24,11,6
"Comercio al por mayor (075)",188,139,25,9,15
"Comercio al por menor (076)",2960,2857,89,14,
"Hoteles y restaurantes (077)",1258,1008,187,53,10
"Trans., almac. y comunicaciones (078)",1269,957,170,102,40
"Intermediación financiera (079)",23,8,7,7,1
"Activid.inmobil., empres. y alquileres (080)",507,291,78,76,62
"Admin.pub. y defensa; p. segur soc.afil (081)",461,,,,461
"Enseñanza (082)",621,130,190,264,37
"Servicios sociales y de salud (083)",263,130,21,20,92
"Otras activ. serv.comun.soc y personales (084)",531,342,100,65,24
"Hogares privados con servicio doméstico (085)",242,242,,,
"Actividad economica no especificada (087)",571,395,87,45,44
"Hombres (088)",12531,8325,2142,1098,966
"Agric., ganadería, caza y silvicultura (089)",5417,3703,1193,377,144
"Pesca (090)",17,12,,2,3
"Explotación de minas y canteras (091)",261,120,49,44,48
"Industrias manufactureras (092)",876,557,75,52,192
"Suministro de electricidad, gas y agua (093)",37,12,3,19,3
"Construcción (094)",1330,835,257,181,57
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1354,1235,77,28,14
"Venta, mant.y rep. veh.autom y motoc. (096)",283,242,24,11,6
"Comercio al por mayor (097)",101,66,19,8,8
"Comercio al por menor (098)",970,927,34,9,
"Hoteles y restaurantes (099)",371,253,76,37,5
"Trans., almac. y comunicaciones (100)",1171,890,153,89,39
"Intermediación financiera (101)",14,3,5,5,1
"Activid.inmobil., empres. y alquileres (102)",347,200,51,52,44
"Admin.pub. y defensa; p. segur soc.afil (103)",343,,,,343
"Enseñanza (104)",273,47,75,134,17
"Servicios sociales y de salud (105)",104,68,6,11,19
"Otras activ. serv.comun.soc y personales (106)",314,178,77,46,13
"Hogares privados con servicio doméstico (107)",20,20,,,
"Actividad economica no especificada (109)",282,192,45,21,24
"Mujeres (110)",8712,6079,1306,670,657
"Agric., ganadería, caza y silvicultura (111)",3489,2096,846,355,192
"Pesca (112)",3,1,1,,1
"Explotación de minas y canteras (113)",16,10,3,2,1
"Industrias manufactureras (114)",512,267,31,26,188
"Suministro de electricidad, gas y agua (115)",2,1,,1,
"Construcción (116)",79,22,12,43,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2104,2030,61,6,7
"Venta, mant.y rep. veh.autom y motoc. (118)",27,27,,,
"Comercio al por mayor (119)",87,73,6,1,7
"Comercio al por menor (120)",1990,1930,55,5,
"Hoteles y restaurantes (121)",887,755,111,16,5
"Trans., almac. y comunicaciones (122)",98,67,17,13,1
"Intermediación financiera (123)",9,5,2,2,
"Activid.inmobil., empres. y alquileres (124)",160,91,27,24,18
"Admin.pub. y defensa; p. segur soc.afil (125)",118,,,,118
"Enseñanza (126)",348,83,115,130,20
"Servicios sociales y de salud (127)",159,62,15,9,73
"Otras activ. serv.comun.soc y personales (128)",217,164,23,19,11
"Hogares privados con servicio doméstico (129)",222,222,,,
"Actividad economica no especificada (131)",289,203,42,24,20
,,,,,
"RURAL (132)",11668,9922,804,353,589
"Agric., ganadería, caza y silvicultura (133)",9306,8647,555,90,14
"Pesca (134)",16,15,,1,
"Explotación de minas y canteras (135)",523,53,37,38,395
"Industrias manufactureras (136)",196,106,21,29,40
"Suministro de electricidad, gas y agua (137)",10,7,,3,
"Construcción (138)",256,148,34,67,7
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",335,299,20,13,3
"Venta, mant.y rep. veh.autom y motoc. (140)",29,26,2,,1
"Comercio al por mayor (141)",20,13,2,3,2
"Comercio al por menor (142)",286,260,16,10,
"Hoteles y restaurantes (143)",124,70,20,29,5
"Trans., almac. y comunicaciones (144)",177,137,17,15,8
"Intermediación financiera (145)",1,,,1,
"Activid.inmobil., empres. y alquileres (146)",108,56,13,26,13
"Admin.pub. y defensa; p. segur soc.afil (147)",67,,,,67
"Enseñanza (148)",138,48,64,19,7
"Servicios sociales y de salud (149)",79,49,3,4,23
"Otras activ. serv.comun.soc y personales (150)",80,56,10,8,6
"Hogares privados con servicio doméstico (151)",67,67,,,
"Actividad economica no especificada (153)",185,164,10,10,1
"Hombres (154)",7645,6332,538,260,515
"Agric., ganadería, caza y silvicultura (155)",6034,5583,375,65,11
"Pesca (156)",16,15,,1,
"Explotación de minas y canteras (157)",508,51,36,38,383
"Industrias manufactureras (158)",116,53,11,22,30
"Suministro de electricidad, gas y agua (159)",10,7,,3,
"Construcción (160)",236,143,32,55,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",130,117,8,2,3
"Venta, mant.y rep. veh.autom y motoc. (162)",27,25,1,,1
"Comercio al por mayor (163)",13,8,1,2,2
"Comercio al por menor (164)",90,84,6,,
"Hoteles y restaurantes (165)",56,24,12,16,4
"Trans., almac. y comunicaciones (166)",163,124,16,15,8
"Intermediación financiera (167)",1,,,1,
"Activid.inmobil., empres. y alquileres (168)",85,43,13,19,10
"Admin.pub. y defensa; p. segur soc.afil (169)",52,,,,52
"Enseñanza (170)",52,18,24,7,3
"Servicios sociales y de salud (171)",44,37,2,3,2
"Otras activ. serv.comun.soc y personales (172)",55,40,5,7,3
"Hogares privados con servicio doméstico (173)",16,16,,,
"Actividad economica no especificada (175)",71,61,4,6,
"Mujeres (176)",4023,3590,266,93,74
"Agric., ganadería, caza y silvicultura (177)",3272,3064,180,25,3
"Explotación de minas y canteras (179)",15,2,1,,12
"Industrias manufactureras (180)",80,53,10,7,10
"Construcción (182)",20,5,2,12,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",205,182,12,11,
"Venta, mant.y rep. veh.autom y motoc. (184)",2,1,1,,
"Comercio al por mayor (185)",7,5,1,1,
"Comercio al por menor (186)",196,176,10,10,
"Hoteles y restaurantes (187)",68,46,8,13,1
"Trans., almac. y comunicaciones (188)",14,13,1,,
"Activid.inmobil., empres. y alquileres (190)",23,13,,7,3
"Admin.pub. y defensa; p. segur soc.afil (191)",15,,,,15
"Enseñanza (192)",86,30,40,12,4
"Servicios sociales y de salud (193)",35,12,1,1,21
"Otras activ. serv.comun.soc y personales (194)",25,16,5,1,3
"Hogares privados con servicio doméstico (195)",51,51,,,
"Actividad economica no especificada (197)",114,103,6,4,1
