"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",28,7,,9,7,1,2,1,1
"Construcción (050)",45,11,,20,12,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",296,20,,133,116,6,17,1,3
"Venta, mant.y rep. veh.autom.y motoc. (052)",1,,,,1,,,,
"Comercio al por mayor (053)",2,,,,1,,,,1
"Comercio al por menor (054)",293,20,,133,114,6,17,1,2
"Hoteles y restaurantes (055)",198,64,,71,47,3,7,4,2
"Trans., almac. y comunicaciones (056)",7,2,,4,1,,,,
"Intermediación financiera (057)",3,,,,,1,1,,1
"Activid.inmobil., empres. y de alquiler (058)",17,1,,,4,1,4,2,5
"Admin.pub. y defensa; p. segur.soc.afil (059)",93,3,,8,24,6,44,,8
"Enseñanza (060)",217,,,1,24,17,106,3,66
"Servicios sociales y de salud (061)",62,2,,13,6,1,23,3,14
"Otras activ. serv.comun.soc y personales (062)",33,3,,14,7,3,5,,1
"Hogares privados con servicio doméstico (063)",57,8,,27,19,2,1,,
"Actividad economica no especificada (065)",170,55,,76,32,4,3,,
,,,,,,,,,
"URBANA (066)",6511,719,3,2427,1967,273,621,74,427
"Agric., ganadería, caza y silvicultura (067)",3475,552,3,1776,988,61,57,15,23
"Pesca (068)",4,,,1,3,,,,
"Explotación de minas y canteras (069)",573,,,66,208,81,98,16,104
"Industrias manufactureras (070)",110,8,,31,52,10,6,1,2
"Suministro de electricidad, gas y agua (071)",4,,,,2,1,1,,
"Construcción (072)",368,15,,133,171,22,15,4,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",433,19,,164,190,17,34,1,8
"Venta, mant.y rep. veh.autom.y motoc. (074)",12,,,,5,1,5,,1
"Comercio al por mayor (075)",8,1,,2,3,,,,2
"Comercio al por menor (076)",413,18,,162,182,16,29,1,5
"Hoteles y restaurantes (077)",202,57,,65,53,7,10,5,5
"Trans., almac. y comunicaciones (078)",101,2,,24,54,5,11,1,4
"Intermediación financiera (079)",5,,,,,1,1,,3
"Activid.inmobil., empres. y de alquiler (080)",49,1,,,15,3,9,3,18
"Admin.pub. y defensa; p. segur.soc.afil (081)",277,4,,26,92,12,104,7,32
"Enseñanza (082)",499,,,1,46,37,220,14,181
"Servicios sociales y de salud (083)",99,2,,14,7,4,38,4,30
"Otras activ. serv.comun.soc y personales (084)",39,4,,12,10,3,7,1,2
"Hogares privados con servicio doméstico (085)",55,7,,27,19,2,,,
"Actividad economica no especificada (087)",218,48,,87,57,7,10,2,7
"Hombres (088)",4254,176,1,1533,1519,216,414,59,336
"Agric., ganadería, caza y silvicultura (089)",2333,160,1,1210,831,51,45,14,21
"Pesca (090)",4,,,1,3,,,,
"Explotación de minas y canteras (091)",555,,,63,201,80,97,15,99
"Industrias manufactureras (092)",84,1,,22,46,9,5,,1
"Suministro de electricidad, gas y agua (093)",4,,,,2,1,1,,
"Construcción (094)",336,8,,121,160,21,14,4,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",149,1,,38,76,11,18,,5
"Venta, mant.y rep. veh.autom.y motoc. (096)",11,,,,4,1,5,,1
"Comercio al por mayor (097)",6,1,,2,2,,,,1
"Comercio al por menor (098)",132,,,36,70,10,13,,3
"Hoteles y restaurantes (099)",23,1,,2,8,4,3,1,4
"Trans., almac. y comunicaciones (100)",95,1,,20,53,5,11,1,4
"Intermediación financiera (101)",2,,,,,,,,2
"Activid.inmobil., empres. y de alquiler (102)",33,,,,11,2,5,2,13
"Admin.pub. y defensa; p. segur.soc.afil (103)",185,1,,18,68,6,61,7,24
"Enseñanza (104)",310,,,,26,20,124,11,129
"Servicios sociales y de salud (105)",44,,,2,1,3,19,1,18
"Otras activ. serv.comun.soc y personales (106)",9,1,,1,3,,2,1,1
"Actividad economica no especificada (109)",88,2,,35,30,3,9,2,7
"Mujeres (110)",2257,543,2,894,448,57,207,15,91
"Agric., ganadería, caza y silvicultura (111)",1142,392,2,566,157,10,12,1,2
"Explotación de minas y canteras (113)",18,,,3,7,1,1,1,5
"Industrias manufactureras (114)",26,7,,9,6,1,1,1,1
"Construcción (116)",32,7,,12,11,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",284,18,,126,114,6,16,1,3
"Venta, mant.y rep. veh.autom.y motoc. (118)",1,,,,1,,,,
"Comercio al por mayor (119)",2,,,,1,,,,1
"Comercio al por menor (120)",281,18,,126,112,6,16,1,2
"Hoteles y restaurantes (121)",179,56,,63,45,3,7,4,1
"Trans., almac. y comunicaciones (122)",6,1,,4,1,,,,
"Intermediación financiera (123)",3,,,,,1,1,,1
"Activid.inmobil., empres. y de alquiler (124)",16,1,,,4,1,4,1,5
"Admin.pub. y defensa; p. segur.soc.afil (125)",92,3,,8,24,6,43,,8
"Enseñanza (126)",189,,,1,20,17,96,3,52
"Servicios sociales y de salud (127)",55,2,,12,6,1,19,3,12
"Otras activ. serv.comun.soc y personales (128)",30,3,,11,7,3,5,,1
"Hogares privados con servicio doméstico (129)",55,7,,27,19,2,,,
"Actividad economica no especificada (131)",130,46,,52,27,4,1,,
,,,,,,,,,
"RURAL (132)",1816,359,3,874,447,16,65,11,41
"Agric., ganadería, caza y silvicultura (133)",1368,330,2,701,313,9,6,3,4
"Pesca (134)",4,,,2,1,1,,,
"Explotación de minas y canteras (135)",21,,,11,10,,,,
"Industrias manufactureras (136)",18,,,10,6,,2,,
"Construcción (138)",142,7,,74,52,2,3,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",33,2,1,17,11,,2,,
"Comercio al por mayor (141)",3,,,2,1,,,,
"Comercio al por menor (142)",30,2,1,15,10,,2,,
"Hoteles y restaurantes (143)",23,8,,9,4,,1,,1
"Trans., almac. y comunicaciones (144)",12,1,,2,6,,2,1,
"Activid.inmobil., empres. y de alquiler (146)",4,,,,1,,1,1,1
"Admin.pub. y defensa; p. segur.soc.afil (147)",37,,,11,18,,5,1,2
"Enseñanza (148)",76,,,,11,3,33,3,26
"Servicios sociales y de salud (149)",15,,,2,2,,6,,5
"Otras activ. serv.comun.soc y personales (150)",5,,,4,,1,,,
"Hogares privados con servicio doméstico (151)",2,1,,,,,1,,
"Actividad economica no especificada (153)",56,10,,31,12,,3,,
"Hombres (154)",1315,124,2,694,402,15,44,10,24
"Agric., ganadería, caza y silvicultura (155)",997,120,1,572,283,9,5,3,4
"Pesca (156)",3,,,2,1,,,,
"Explotación de minas y canteras (157)",21,,,11,10,,,,
"Industrias manufactureras (158)",16,,,10,5,,1,,
"Construcción (160)",129,3,,66,51,2,3,2,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",21,,1,10,9,,1,,
"Comercio al por mayor (163)",3,,,2,1,,,,
"Comercio al por menor (164)",18,,1,8,8,,1,,
"Hoteles y restaurantes (165)",4,,,1,2,,1,,
"Trans., almac. y comunicaciones (166)",11,,,2,6,,2,1,
"Activid.inmobil., empres. y de alquiler (168)",3,,,,1,,1,,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",36,,,11,18,,4,1,2
"Enseñanza (170)",48,,,,7,3,23,3,12
"Servicios sociales y de salud (171)",8,,,1,2,,2,,3
"Otras activ. serv.comun.soc y personales (172)",2,,,1,,1,,,
"Actividad economica no especificada (175)",16,1,,7,7,,1,,
"Mujeres (176)",501,235,1,180,45,1,21,1,17
"Agric., ganadería, caza y silvicultura (177)",371,210,1,129,30,,1,,
"Pesca (178)",1,,,,,1,,,
"Industrias manufactureras (180)",2,,,,1,,1,,
"Construcción (182)",13,4,,8,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",12,2,,7,2,,1,,
"Comercio al por menor (186)",12,2,,7,2,,1,,
"Hoteles y restaurantes (187)",19,8,,8,2,,,,1
"Trans., almac. y comunicaciones (188)",1,1,,,,,,,
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,1,
"Admin.pub. y defensa; p. segur.soc.afil (191)",1,,,,,,1,,
"Enseñanza (192)",28,,,,4,,10,,14
"Servicios sociales y de salud (193)",7,,,1,,,4,,2
"Otras activ. serv.comun.soc y personales (194)",3,,,3,,,,,
"Hogares privados con servicio doméstico (195)",2,1,,,,,1,,
"Actividad economica no especificada (197)",40,9,,24,5,,2,,
