"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",759,742,562,150,28,2,,,,,17,212
"De 20 a 24 años (023)",1270,1169,436,416,225,73,15,4,,,101,1171
"De 25 a 29 años (024)",1302,1201,180,276,349,252,133,10,1,,101,2365
"De 30 a 34 años (025)",1121,1093,84,156,253,243,258,81,17,1,28,3164
"De 35 a 39 años (026)",1137,1117,41,101,200,228,327,169,45,6,20,4152
"De 40 a 44 años (027)",859,847,31,58,89,130,255,174,76,34,12,3884
"De 45 a 49 años (028)",655,649,28,35,57,92,169,150,85,33,6,3230
"De 50 y más años (029)",1776,1764,86,91,133,179,436,380,270,189,12,9705
"Desocupada (030)",601,533,310,67,48,28,43,20,10,7,68,724
"De 12 a 14 años (031)",19,19,19,,,,,,,,,
"De 15 a 19 años (032)",139,137,126,8,2,,1,,,,2,16
"De 20 a 24 años (033)",193,170,128,26,15,1,,,,,23,59
"De 25 a 29 años (034)",85,61,21,21,11,4,3,1,,,24,76
"De 30 a 34 años (035)",53,39,7,3,7,9,12,1,,,14,103
"De 35 a 39 años (036)",42,40,4,7,8,7,8,5,1,,2,120
"De 40 a 44 años (037)",19,17,1,1,2,3,1,4,4,1,2,88
"De 45 a 49 años (038)",18,18,2,1,1,,9,2,2,1,,85
"De 50 y más años (039)",33,32,2,,2,4,9,7,3,5,1,177
"No PEA (040)",15067,14712,6048,1484,1506,1271,1954,1303,708,438,355,36163
"De 12 a 14 años (041)",2517,2501,2491,5,5,,,,,,16,15
"De 15 a 19 años (042)",2784,2757,2486,220,39,7,5,,,,27,339
"De 20 a 24 años (043)",1760,1636,600,531,374,99,29,3,,,124,1715
"De 25 a 29 años (044)",1569,1488,161,325,439,354,194,14,1,,81,3186
"De 30 a 34 años (045)",1217,1195,57,123,221,263,405,112,11,3,22,3964
"De 35 a 39 años (046)",1032,1018,33,69,125,169,365,188,56,13,14,4243
"De 40 a 44 años (047)",887,881,39,39,81,88,246,223,125,40,6,4477
"De 45 a 49 años (048)",671,664,22,32,46,73,162,161,127,41,7,3613
"De 50 y más años (049)",2630,2572,159,140,176,218,548,602,388,341,58,14611
,,,,,,,,,,,,
"URBANA (060)",10417,10013,3406,1244,1185,1162,1525,839,422,230,404,25325
"De 12 a 14 años (061)",1225,1216,1212,1,3,,,,,,9,7
"De 15 a 19 años (062)",1533,1510,1367,119,16,5,3,,,,23,178
"De 20 a 24 años (063)",1348,1202,486,422,205,69,17,3,,,146,1131
"De 25 a 29 años (064)",1276,1146,140,293,327,255,126,5,,,130,2284
"De 30 a 34 años (065)",1095,1060,54,140,239,249,291,80,5,2,35,3189
"De 35 a 39 años (066)",971,951,28,92,150,187,303,154,29,8,20,3587
"De 40 a 44 años (067)",747,738,26,40,85,121,227,143,78,18,9,3338
"De 45 a 49 años (068)",541,535,20,33,46,86,157,97,75,21,6,2569
"De 50 y más años (069)",1681,1655,73,104,114,190,401,357,235,181,26,9042
"PEA (070)",3446,3238,629,559,492,489,582,274,140,73,208,9323
"De 12 a 14 años (071)",36,34,34,,,,,,,,2,
"De 15 a 19 años (072)",265,257,210,39,7,1,,,,,8,56
"De 20 a 24 años (073)",517,446,206,163,51,22,3,1,,,71,350
"De 25 a 29 años (074)",517,436,83,130,118,72,32,1,,,81,730
"De 30 a 34 años (075)",508,488,36,85,129,108,101,26,2,1,20,1288
"De 35 a 39 años (076)",486,473,17,62,87,98,132,64,9,4,13,1629
"De 40 a 44 años (077)",336,330,8,31,42,69,101,47,26,6,6,1350
"De 45 a 49 años (078)",225,223,11,16,24,43,74,29,22,4,2,950
"De 50 y más años (079)",556,551,24,33,34,76,139,106,81,58,5,2970
"Ocupada (080)",3079,2914,466,510,457,469,551,260,133,68,165,8805
"De 12 a 14 años (081)",25,23,23,,,,,,,,2,
"De 15 a 19 años (082)",191,183,146,31,5,1,,,,,8,44
"De 20 a 24 años (083)",403,350,138,145,42,21,3,1,,,53,311
"De 25 a 29 años (084)",462,398,72,117,111,69,29,,,,64,673
"De 30 a 34 años (085)",471,456,32,84,122,100,89,26,2,1,15,1197
"De 35 a 39 años (086)",456,444,16,55,80,94,126,60,9,4,12,1543
"De 40 a 44 años (087)",323,319,7,30,41,67,100,44,24,6,4,1301
"De 45 a 49 años (088)",211,209,9,15,23,43,69,27,20,3,2,883
"De 50 y más años (089)",537,532,23,33,33,74,135,102,78,54,5,2853
"Desocupada (090)",367,324,163,49,35,20,31,14,7,5,43,518
"De 12 a 14 años (091)",11,11,11,,,,,,,,,
"De 15 a 19 años (092)",74,74,64,8,2,,,,,,,12
"De 20 a 24 años (093)",114,96,68,18,9,1,,,,,18,39
"De 25 a 29 años (094)",55,38,11,13,7,3,3,1,,,17,57
"De 30 a 34 años (095)",37,32,4,1,7,8,12,,,,5,91
"De 35 a 39 años (096)",30,29,1,7,7,4,6,4,,,1,86
"De 40 a 44 años (097)",13,11,1,1,1,2,1,3,2,,2,49
"De 45 a 49 años (098)",14,14,2,1,1,,5,2,2,1,,67
"De 50 y más años (099)",19,19,1,,1,2,4,4,3,4,,117
"No PEA (100)",6971,6775,2777,685,693,673,943,565,282,157,196,16002
"De 12 a 14 años (101)",1189,1182,1178,1,3,,,,,,7,7
"De 15 a 19 años (102)",1268,1253,1157,80,9,4,3,,,,15,122
"De 20 a 24 años (103)",831,756,280,259,154,47,14,2,,,75,781
"De 25 a 29 años (104)",759,710,57,163,209,183,94,4,,,49,1554
"De 30 a 34 años (105)",587,572,18,55,110,141,190,54,3,1,15,1901
"De 35 a 39 años (106)",485,478,11,30,63,89,171,90,20,4,7,1958
"De 40 a 44 años (107)",411,408,18,9,43,52,126,96,52,12,3,1988
"De 45 a 49 años (108)",316,312,9,17,22,43,83,68,53,17,4,1619
"De 50 y más años (109)",1125,1104,49,71,80,114,262,251,154,123,21,6072
,,,,,,,,,,,,
"RURAL (120)",14275,13956,4540,1592,1703,1336,2065,1452,790,478,319,39447
"De 12 a 14 años (121)",1456,1446,1438,6,2,,,,,,10,10
"De 15 a 19 años (122)",2149,2126,1807,259,53,4,3,,,,23,389
"De 20 a 24 años (123)",1875,1773,678,551,409,104,27,4,,,102,1814
"De 25 a 29 años (124)",1680,1604,222,329,472,355,204,20,2,,76,3343
"De 30 a 34 años (125)",1296,1267,94,142,242,266,384,114,23,2,29,4042
"De 35 a 39 años (126)",1240,1224,50,85,183,217,397,208,73,11,16,4928
"De 40 a 44 años (127)",1018,1007,45,58,87,100,275,258,127,57,11,5111
"De 45 a 49 años (128)",803,796,32,35,58,79,183,216,139,54,7,4359
"De 50 y más años (129)",2758,2713,174,127,197,211,592,632,426,354,45,15451
"PEA (130)",6179,6019,1269,793,890,738,1054,714,364,197,160,19286
"De 12 a 14 años (131)",128,127,125,2,,,,,,,1,2
"De 15 a 19 años (132)",633,622,478,119,23,1,1,,,,11,172
"De 20 a 24 años (133)",946,893,358,279,189,52,12,3,,,53,880
"De 25 a 29 años (134)",870,826,118,167,242,184,104,10,1,,44,1711
"De 30 a 34 años (135)",666,644,55,74,131,144,169,56,15,,22,1979
"De 35 a 39 años (136)",693,684,28,46,121,137,203,110,37,2,9,2643
"De 40 a 44 años (137)",542,534,24,28,49,64,155,131,54,29,8,2622
"De 45 a 49 años (138)",448,444,19,20,34,49,104,123,65,30,4,2365
"De 50 y más años (139)",1253,1245,64,58,101,107,306,281,192,136,8,6912
"Ocupada (140)",5945,5810,1122,775,877,730,1042,708,361,195,135,19080
"De 12 a 14 años (141)",120,119,117,2,,,,,,,1,2
"De 15 a 19 años (142)",568,559,416,119,23,1,,,,,9,168
"De 20 a 24 años (143)",867,819,298,271,183,52,12,3,,,48,860
"De 25 a 29 años (144)",840,803,108,159,238,183,104,10,1,,37,1692
"De 30 a 34 años (145)",650,637,52,72,131,143,169,55,15,,13,1967
"De 35 a 39 años (146)",681,673,25,46,120,134,201,109,36,2,8,2609
"De 40 a 44 años (147)",536,528,24,28,48,63,155,130,52,28,8,2583
"De 45 a 49 años (148)",444,440,19,20,34,49,100,123,65,30,4,2347
"De 50 y más años (149)",1239,1232,63,58,100,105,301,278,192,135,7,6852
"Desocupada (150)",234,209,147,18,13,8,12,6,3,2,25,206
"De 12 a 14 años (151)",8,8,8,,,,,,,,,
"De 15 a 19 años (152)",65,63,62,,,,1,,,,2,4
"De 20 a 24 años (153)",79,74,60,8,6,,,,,,5,20
"De 25 a 29 años (154)",30,23,10,8,4,1,,,,,7,19
"De 30 a 34 años (155)",16,7,3,2,,1,,1,,,9,12
"De 35 a 39 años (156)",12,11,3,,1,3,2,1,1,,1,34
"De 40 a 44 años (157)",6,6,,,1,1,,1,2,1,,39
"De 45 a 49 años (158)",4,4,,,,,4,,,,,18
"De 50 y más años (159)",14,13,1,,1,2,5,3,,1,1,60
"No PEA (160)",8096,7937,3271,799,813,598,1011,738,426,281,159,20161
"De 12 a 14 años (161)",1328,1319,1313,4,2,,,,,,9,8
"De 15 a 19 años (162)",1516,1504,1329,140,30,3,2,,,,12,217
"De 20 a 24 años (163)",929,880,320,272,220,52,15,1,,,49,934
"De 25 a 29 años (164)",810,778,104,162,230,171,100,10,1,,32,1632
"De 30 a 34 años (165)",630,623,39,68,111,122,215,58,8,2,7,2063
"De 35 a 39 años (166)",547,540,22,39,62,80,194,98,36,9,7,2285
"De 40 a 44 años (167)",476,473,21,30,38,36,120,127,73,28,3,2489
"De 45 a 49 años (168)",355,352,13,15,24,30,79,93,74,24,3,1994
"De 50 y más años (169)",1505,1468,110,69,96,104,286,351,234,218,37,8539
