"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",11159,718,311,3093,4173,736,704,591,833
"Jefe o Jefa (049)",5152,123,3,1308,2092,332,480,237,577
"Esposa(o)/ compa¤era(o) (050)",313,5,1,52,150,29,25,19,32
"Hijo(a)/ hijastro(a) (051)",4620,478,257,1427,1557,302,140,288,171
"Yerno/ nuera (052)",108,1,,3,52,15,16,9,12
"Nieto(a) (053)",199,50,22,85,32,6,1,2,1
"Padres/ suegros (054)",58,7,,30,13,,2,2,4
"Otro(a) pariente (055)",580,45,28,160,222,44,29,26,26
"Trabajador(a) del hogar (056)",7,,,2,4,1,,,
"Pensionista (057)",4,,,1,1,,,2,
"Otro(a) no pariente (058)",118,9,,25,50,7,11,6,10
"Mujeres (060)",11050,1212,269,3742,3889,561,555,389,433
"Jefe o Jefa (061)",2221,343,1,786,723,88,133,60,87
"Esposa(o)/ compa¤era(o) (062)",3360,257,2,1187,1311,148,214,73,168
"Hijo(a)/ hijastro(a) (063)",4288,437,224,1426,1439,250,152,225,135
"Yerno/ nuera (064)",165,4,,11,91,21,16,6,16
"Nieto(a) (065)",173,35,19,78,35,1,1,2,2
"Padres/ suegros (066)",97,51,,33,12,,1,,
"Otro(a) pariente (067)",591,69,21,189,215,40,21,18,18
"Trabajador(a) del hogar (068)",22,,,7,9,3,1,1,1
"Pensionista (069)",1,1,,,,,,,
"Otro(a) no pariente (070)",132,15,2,25,54,10,16,4,6
,,,,,,,,,
"RURAL (072)",53086,9470,1112,21925,17861,1028,786,455,449
"Jefe o Jefa (073)",19005,3577,3,8323,5988,321,376,161,256
"Esposa(o)/ compa¤era(o) (074)",10192,2620,8,4615,2758,67,73,15,36
"Hijo(a)/ hijastro(a) (075)",20928,2517,997,7916,8217,592,302,257,130
"Yerno/ nuera (076)",454,3,,89,313,17,14,4,14
"Nieto(a) (077)",883,219,71,372,200,8,6,4,3
"Padres/ suegros (078)",311,248,,57,5,,1,,
"Otro(a) pariente (079)",1230,267,32,526,351,20,12,13,9
"Trabajador(a) del hogar (080)",3,,,,3,,,,
"Otro(a) no pariente (082)",80,19,1,27,26,3,2,1,1
"Hombres (084)",26710,2921,599,10712,10520,683,566,348,361
"Jefe o Jefa (085)",13686,1335,3,6255,5102,283,327,145,236
"Esposa(o)/ compa¤era(o) (086)",346,22,1,105,180,13,13,5,7
"Hijo(a)/ hijastro(a) (087)",11233,1300,533,3811,4747,357,203,182,100
"Yerno/ nuera (088)",190,2,,22,135,10,10,3,8
"Nieto(a) (089)",445,106,40,176,112,4,3,3,1
"Padres/ suegros (090)",82,45,,33,3,,1,,
"Otro(a) pariente (091)",675,102,22,293,219,14,7,10,8
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Otro(a) no pariente (094)",52,9,,17,21,2,2,,1
"Mujeres (096)",26376,6549,513,11213,7341,345,220,107,88
"Jefe o Jefa (097)",5319,2242,,2068,886,38,49,16,20
"Esposa(o)/ compa¤era(o) (098)",9846,2598,7,4510,2578,54,60,10,29
"Hijo(a)/ hijastro(a) (099)",9695,1217,464,4105,3470,235,99,75,30
"Yerno/ nuera (100)",264,1,,67,178,7,4,1,6
"Nieto(a) (101)",438,113,31,196,88,4,3,1,2
"Padres/ suegros (102)",229,203,,24,2,,,,
"Otro(a) pariente (103)",555,165,10,233,132,6,5,3,1
"Trabajador(a) del hogar (104)",2,,,,2,,,,
"Otro(a) no pariente (106)",28,10,1,10,5,1,,1,
