"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",9,8,,,1
"Obrero (058)",10,9,1,,
"Trabajador independiente (059)",17,16,1,,
"Trabajador familiar no remunerado (061)",42,36,5,1,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1958,1272,294,200,192
"Empleado (065)",427,180,71,66,110
"Obrero (066)",730,360,161,128,81
"Trabajador independiente (067)",547,507,40,,
"Empleador o patrono (068)",18,9,6,3,
"Trabajador familiar no remunerado (069)",175,155,16,3,1
"Trabajador del hogar (070)",61,61,,,
"De 30 a 44 años (072)",2426,1535,304,264,323
"Empleado (073)",696,176,112,170,238
"Obrero (074)",634,338,127,87,82
"Trabajador independiente (075)",896,845,51,,
"Empleador o patrono (076)",31,16,8,5,2
"Trabajador familiar no remunerado (077)",136,127,6,2,1
"Trabajador del hogar (078)",33,33,,,
"De 45 a 64 años (080)",1627,1243,136,110,138
"Empleado (081)",286,77,25,82,102
"Obrero (082)",370,236,72,26,36
"Trabajador independiente (083)",800,770,30,,
"Empleador o patrono (084)",26,22,2,2,
"Trabajador familiar no remunerado (085)",127,120,7,,
"Trabajador del hogar (086)",18,18,,,
"De 65 y más años (088)",553,518,25,5,5
"Empleado (089)",26,20,1,2,3
"Obrero (090)",81,70,8,2,1
"Trabajador independiente (091)",375,362,13,,
"Empleador o patrono (092)",4,2,1,,1
"Trabajador familiar no remunerado (093)",59,56,2,1,
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",4400,3322,463,280,335
"Empleado (097)",494,168,119,85,122
"Obrero (098)",1330,670,259,189,212
"Trabajador independiente (099)",1676,1625,51,,
"Empleador o patrono (100)",38,24,12,2,
"Trabajador familiar no remunerado (101)",841,814,22,4,1
"Trabajador del hogar (102)",21,21,,,
"De 06 a 14 años (104)",65,60,3,2,
"Empleado (105)",2,2,,,
"Obrero (106)",3,2,,1,
"Trabajador independiente (107)",5,5,,,
"Trabajador familiar no remunerado (109)",55,51,3,1,
"De 15 a 29 años (112)",1410,997,180,92,141
"Empleado (113)",181,75,50,24,32
"Obrero (114)",579,293,111,67,108
"Trabajador independiente (115)",335,326,9,,
"Empleador o patrono (116)",13,9,3,1,
"Trabajador familiar no remunerado (117)",287,279,7,,1
"Trabajador del hogar (118)",15,15,,,
"De 30 a 44 años (120)",1420,953,184,132,151
"Empleado (121)",211,58,50,40,63
"Obrero (122)",502,223,102,89,88
"Trabajador independiente (123)",497,476,21,,
"Empleador o patrono (124)",16,9,6,1,
"Trabajador familiar no remunerado (125)",190,183,5,2,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",1009,841,80,45,43
"Empleado (129)",91,27,19,18,27
"Obrero (130)",186,106,37,27,16
"Trabajador independiente (131)",508,492,16,,
"Empleador o patrono (132)",8,5,3,,
"Trabajador familiar no remunerado (133)",214,209,5,,
"Trabajador del hogar (134)",2,2,,,
"De 65 y más años (136)",496,471,16,9,
"Empleado (137)",9,6,,3,
"Obrero (138)",60,46,9,5,
"Trabajador independiente (139)",331,326,5,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",95,92,2,1,
