"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 25 a 29 años (024)",171,128,,52,49,21,6,,,,43,237
"De 30 a 34 años (025)",198,165,,41,73,29,21,,1,,33,373
"De 35 a 39 años (026)",204,196,,22,64,53,49,8,,,8,568
"De 40 a 44 años (027)",172,159,,19,41,38,46,11,3,1,13,518
"De 45 a 49 años (028)",140,129,,10,28,28,39,19,5,,11,485
"De 50 y más años (029)",221,204,1,25,19,29,50,41,27,12,17,994
"Desocupada (030)",46,34,,11,11,4,4,2,2,,12,90
"De 15 a 19 años (032)",1,,,,,,,,,,1,
"De 20 a 24 años (033)",9,3,,3,,,,,,,6,3
"De 25 a 29 años (034)",4,3,,2,1,,,,,,1,4
"De 30 a 34 años (035)",14,12,,2,5,3,2,,,,2,30
"De 35 a 39 años (036)",4,4,,1,2,,,1,,,,11
"De 40 a 44 años (037)",6,6,,2,1,1,2,,,,,15
"De 45 a 49 años (038)",5,3,,1,1,,,1,,,2,9
"De 50 y más años (039)",3,3,,,1,,,,2,,,18
"No PEA (040)",3270,3024,7,722,648,528,571,289,160,99,246,10409
"De 12 a 14 años (041)",6,2,,1,1,,,,,,4,3
"De 15 a 19 años (042)",155,117,1,105,10,,1,,,,38,129
"De 20 a 24 años (043)",466,380,,265,91,18,5,1,,,86,527
"De 25 a 29 años (044)",484,447,2,162,173,78,32,,,,37,877
"De 30 a 34 años (045)",400,384,,61,138,102,73,8,2,,16,1019
"De 35 a 39 años (046)",314,305,,29,82,94,77,19,3,1,9,966
"De 40 a 44 años (047)",284,271,,15,52,77,86,28,9,4,13,1025
"De 45 a 49 años (048)",243,233,,18,19,55,77,47,13,4,10,1012
"De 50 y más años (049)",918,885,4,66,82,104,220,186,133,90,33,4851
,,,,,,,,,,,,
"URBANA (060)",3584,3222,3,780,746,579,637,278,144,55,362,10383
"De 12 a 14 años (061)",5,2,,,2,,,,,,3,4
"De 15 a 19 años (062)",148,103,1,93,8,,1,,,,45,113
"De 20 a 24 años (063)",497,387,,279,85,17,5,1,,,110,526
"De 25 a 29 años (064)",541,474,1,173,186,80,34,,,,67,927
"De 30 a 34 años (065)",485,445,,80,169,108,79,7,2,,40,1139
"De 35 a 39 años (066)",402,388,,40,106,119,97,22,3,1,14,1200
"De 40 a 44 años (067)",372,350,,28,72,89,115,32,11,3,22,1269
"De 45 a 49 años (068)",313,293,,22,39,61,99,52,16,4,20,1226
"De 50 y más años (069)",821,780,1,65,79,105,207,164,112,47,41,3979
"PEA (070)",1132,971,,229,256,191,187,69,31,8,161,2908
"De 12 a 14 años (071)",1,1,,,1,,,,,,,2
"De 15 a 19 años (072)",18,9,,7,2,,,,,,9,11
"De 20 a 24 años (073)",117,80,,63,13,4,,,,,37,101
"De 25 a 29 años (074)",159,120,,50,45,20,5,,,,39,220
"De 30 a 34 años (075)",184,156,,39,67,29,20,,1,,28,355
"De 35 a 39 años (076)",176,168,,20,50,50,40,8,,,8,491
"De 40 a 44 años (077)",160,148,,19,35,35,45,11,2,1,12,484
"De 45 a 49 años (078)",135,122,,11,25,27,36,18,5,,13,458
"De 50 y más años (079)",182,167,,20,18,26,41,32,23,7,15,786
"Ocupada (080)",1088,937,,218,245,187,183,67,29,8,151,2818
"De 12 a 14 años (081)",1,1,,,1,,,,,,,2
"De 15 a 19 años (082)",17,9,,7,2,,,,,,8,11
"De 20 a 24 años (083)",110,77,,60,13,4,,,,,33,98
"De 25 a 29 años (084)",155,117,,48,44,20,5,,,,38,216
"De 30 a 34 años (085)",170,144,,37,62,26,18,,1,,26,325
"De 35 a 39 años (086)",172,164,,19,48,50,40,7,,,8,480
"De 40 a 44 años (087)",154,142,,17,34,34,43,11,2,1,12,469
"De 45 a 49 años (088)",130,119,,10,24,27,36,17,5,,11,449
"De 50 y más años (089)",179,164,,20,17,26,41,32,21,7,15,768
"Desocupada (090)",44,34,,11,11,4,4,2,2,,10,90
"De 15 a 19 años (092)",1,,,,,,,,,,1,
"De 20 a 24 años (093)",7,3,,3,,,,,,,4,3
"De 25 a 29 años (094)",4,3,,2,1,,,,,,1,4
"De 30 a 34 años (095)",14,12,,2,5,3,2,,,,2,30
"De 35 a 39 años (096)",4,4,,1,2,,,1,,,,11
"De 40 a 44 años (097)",6,6,,2,1,1,2,,,,,15
"De 45 a 49 años (098)",5,3,,1,1,,,1,,,2,9
"De 50 y más años (099)",3,3,,,1,,,,2,,,18
"No PEA (100)",2452,2251,3,551,490,388,450,209,113,47,201,7475
"De 12 a 14 años (101)",4,1,,,1,,,,,,3,2
"De 15 a 19 años (102)",130,94,1,86,6,,1,,,,36,102
"De 20 a 24 años (103)",380,307,,216,72,13,5,1,,,73,425
"De 25 a 29 años (104)",382,354,1,123,141,60,29,,,,28,707
"De 30 a 34 años (105)",301,289,,41,102,79,59,7,1,,12,784
"De 35 a 39 años (106)",226,220,,20,56,69,57,14,3,1,6,709
"De 40 a 44 años (107)",212,202,,9,37,54,70,21,9,2,10,785
"De 45 a 49 años (108)",178,171,,11,14,34,63,34,11,4,7,768
"De 50 y más años (109)",639,613,1,45,61,79,166,132,89,40,26,3193
,,,,,,,,,,,,
"RURAL (120)",987,920,5,202,206,155,149,92,54,57,67,3421
"De 12 a 14 años (121)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (122)",28,25,,21,4,,,,,,3,29
"De 20 a 24 años (123)",106,87,,60,22,5,,,,,19,119
"De 25 a 29 años (124)",118,104,1,43,37,19,4,,,,14,191
"De 30 a 34 años (125)",127,116,,24,47,26,17,1,1,,11,283
"De 35 a 39 años (126)",120,117,,12,42,28,29,6,,,3,345
"De 40 a 44 años (127)",90,86,,8,22,27,19,7,1,2,4,289
"De 45 a 49 años (128)",75,72,,7,9,22,17,15,2,,3,280
"De 50 y más años (129)",321,312,4,26,23,28,63,63,50,55,9,1884
"PEA (130)",169,147,1,31,48,15,28,12,7,5,22,487
"De 15 a 19 años (132)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (133)",20,14,,11,3,,,,,,6,17
"De 25 a 29 años (134)",16,11,,4,5,1,1,,,,5,21
"De 30 a 34 años (135)",28,21,,4,11,3,3,,,,7,48
"De 35 a 39 años (136)",32,32,,3,16,3,9,1,,,,88
"De 40 a 44 años (137)",18,17,,2,7,4,3,,1,,1,49
"De 45 a 49 años (138)",10,10,,,4,1,3,2,,,,36
"De 50 y más años (139)",42,40,1,5,2,3,9,9,6,5,2,226
"Ocupada (140)",167,147,1,31,48,15,28,12,7,5,20,487
"De 15 a 19 años (142)",3,2,,2,,,,,,,1,2
"De 20 a 24 años (143)",18,14,,11,3,,,,,,4,17
"De 25 a 29 años (144)",16,11,,4,5,1,1,,,,5,21
"De 30 a 34 años (145)",28,21,,4,11,3,3,,,,7,48
"De 35 a 39 años (146)",32,32,,3,16,3,9,1,,,,88
"De 40 a 44 años (147)",18,17,,2,7,4,3,,1,,1,49
"De 45 a 49 años (148)",10,10,,,4,1,3,2,,,,36
"De 50 y más años (149)",42,40,1,5,2,3,9,9,6,5,2,226
"Desocupada (150)",2,,,,,,,,,,2,
"De 20 a 24 años (153)",2,,,,,,,,,,2,
"No PEA (160)",818,773,4,171,158,140,121,80,47,52,45,2934
"De 12 a 14 años (161)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (162)",25,23,,19,4,,,,,,2,27
"De 20 a 24 años (163)",86,73,,49,19,5,,,,,13,102
"De 25 a 29 años (164)",102,93,1,39,32,18,3,,,,9,170
"De 30 a 34 años (165)",99,95,,20,36,23,14,1,1,,4,235
"De 35 a 39 años (166)",88,85,,9,26,25,20,5,,,3,257
"De 40 a 44 años (167)",72,69,,6,15,23,16,7,,2,3,240
"De 45 a 49 años (168)",65,62,,7,5,21,14,13,2,,3,244
"De 50 y más años (169)",279,272,3,21,21,25,54,54,44,50,7,1658
