"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",327,245,13,10,59
"Empleado (065)",88,20,6,10,52
"Obrero (066)",27,19,1,,7
"Trabajador independiente (067)",106,102,4,,
"Trabajador familiar no remunerado (069)",79,77,2,,
"Trabajador del hogar (070)",27,27,,,
"De 30 a 44 años (072)",509,288,31,33,157
"Empleado (073)",246,52,20,29,145
"Obrero (074)",34,15,3,4,12
"Trabajador independiente (075)",196,190,6,,
"Empleador o patrono (076)",3,3,,,
"Trabajador familiar no remunerado (077)",28,26,2,,
"Trabajador del hogar (078)",2,2,,,
"De 45 a 64 años (080)",291,194,15,9,73
"Empleado (081)",102,23,12,6,61
"Obrero (082)",26,9,2,3,12
"Trabajador independiente (083)",133,132,1,,
"Empleador o patrono (084)",3,3,,,
"Trabajador familiar no remunerado (085)",25,25,,,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",72,66,5,,1
"Empleado (089)",3,1,1,,1
"Obrero (090)",4,3,1,,
"Trabajador independiente (091)",54,51,3,,
"Trabajador familiar no remunerado (093)",7,7,,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",4963,4698,107,30,128
"Empleado (097)",195,36,27,22,110
"Obrero (098)",424,367,39,7,11
"Trabajador independiente (099)",3243,3220,23,,
"Empleador o patrono (100)",111,106,4,1,
"Trabajador familiar no remunerado (101)",939,918,14,,7
"Trabajador del hogar (102)",51,51,,,
"De 06 a 14 años (104)",70,67,3,,
"Obrero (106)",7,7,,,
"Trabajador familiar no remunerado (109)",63,60,3,,
"De 15 a 29 años (112)",1665,1583,37,8,37
"Empleado (113)",53,12,5,7,29
"Obrero (114)",221,201,16,1,3
"Trabajador independiente (115)",804,796,8,,
"Empleador o patrono (116)",23,21,2,,
"Trabajador familiar no remunerado (117)",531,520,6,,5
"Trabajador del hogar (118)",33,33,,,
"De 30 a 44 años (120)",1679,1546,43,15,75
"Empleado (121)",118,17,19,13,69
"Obrero (122)",120,100,13,2,5
"Trabajador independiente (123)",1197,1187,10,,
"Empleador o patrono (124)",49,49,,,
"Trabajador familiar no remunerado (125)",183,181,1,,1
"Trabajador del hogar (126)",12,12,,,
"De 45 a 64 años (128)",1240,1197,20,7,16
"Empleado (129)",24,7,3,2,12
"Obrero (130)",67,51,9,4,3
"Trabajador independiente (131)",980,976,4,,
"Empleador o patrono (132)",36,33,2,1,
"Trabajador familiar no remunerado (133)",128,125,2,,1
"Trabajador del hogar (134)",5,5,,,
"De 65 y más años (136)",309,305,4,,
"Obrero (138)",9,8,1,,
"Trabajador independiente (139)",262,261,1,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",34,32,2,,
"Trabajador del hogar (142)",1,1,,,
