"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",579,579,,,
"De 06 a 14 años (056)",202,189,12,1,
"Empleado (057)",14,12,2,,
"Obrero (058)",28,23,4,1,
"Trabajador independiente (059)",33,30,3,,
"Trabajador familiar no remunerado (061)",116,113,3,,
"Trabajador del hogar (062)",11,11,,,
"De 15 a 29 años (064)",6507,4262,700,623,922
"Empleado (065)",1488,539,275,227,447
"Obrero (066)",2079,949,280,380,470
"Trabajador independiente (067)",2003,1891,112,,
"Empleador o patrono (068)",55,35,8,7,5
"Trabajador familiar no remunerado (069)",634,600,25,9,
"Trabajador del hogar (070)",248,248,,,
"De 30 a 44 años (072)",7533,4862,652,760,1259
"Empleado (073)",1851,470,217,367,797
"Obrero (074)",1903,803,256,383,461
"Trabajador independiente (075)",3001,2860,141,,
"Empleador o patrono (076)",96,64,23,8,1
"Trabajador familiar no remunerado (077)",491,474,15,2,
"Trabajador del hogar (078)",191,191,,,
"De 45 a 64 años (080)",5405,4038,369,354,644
"Empleado (081)",1024,253,108,208,455
"Obrero (082)",973,514,146,132,181
"Trabajador independiente (083)",2737,2662,75,,
"Empleador o patrono (084)",109,71,21,11,6
"Trabajador familiar no remunerado (085)",449,425,19,3,2
"Trabajador del hogar (086)",113,113,,,
"De 65 y más años (088)",1632,1512,47,31,42
"Empleado (089)",74,32,6,9,27
"Obrero (090)",162,119,11,19,13
"Trabajador independiente (091)",1168,1145,23,,
"Empleador o patrono (092)",31,24,4,1,2
"Trabajador familiar no remunerado (093)",181,176,3,2,
"Trabajador del hogar (094)",16,16,,,
,,,,,
"RURAL (096)",11333,8190,876,1035,1232
"Empleado (097)",1025,389,136,158,342
"Obrero (098)",3767,1495,522,867,883
"Trabajador independiente (099)",4738,4568,170,,
"Empleador o patrono (100)",160,139,9,8,4
"Trabajador familiar no remunerado (101)",1410,1366,39,2,3
"Trabajador del hogar (102)",233,233,,,
"De 06 a 14 años (104)",144,138,5,1,
"Empleado (105)",4,4,,,
"Obrero (106)",17,16,,1,
"Trabajador independiente (107)",30,26,4,,
"Trabajador familiar no remunerado (109)",88,87,1,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3900,2599,374,433,494
"Empleado (113)",391,170,55,61,105
"Obrero (114)",1609,607,248,366,388
"Trabajador independiente (115)",1157,1098,59,,
"Empleador o patrono (116)",35,31,,4,
"Trabajador familiar no remunerado (117)",601,586,12,2,1
"Trabajador del hogar (118)",107,107,,,
"De 30 a 44 años (120)",3804,2521,323,426,534
"Empleado (121)",414,141,53,71,149
"Obrero (122)",1389,475,180,354,380
"Trabajador independiente (123)",1514,1447,67,,
"Empleador o patrono (124)",62,52,5,1,4
"Trabajador familiar no remunerado (125)",348,329,18,,1
"Trabajador del hogar (126)",77,77,,,
"De 45 a 64 años (128)",2600,2076,159,169,196
"Empleado (129)",204,69,25,25,85
"Obrero (130)",661,321,89,141,110
"Trabajador independiente (131)",1385,1350,35,,
"Empleador o patrono (132)",46,40,3,3,
"Trabajador familiar no remunerado (133)",268,260,7,,1
"Trabajador del hogar (134)",36,36,,,
"De 65 y más años (136)",885,856,15,6,8
"Empleado (137)",12,5,3,1,3
"Obrero (138)",91,76,5,5,5
"Trabajador independiente (139)",652,647,5,,
"Empleador o patrono (140)",17,16,1,,
"Trabajador familiar no remunerado (141)",105,104,1,,
"Trabajador del hogar (142)",8,8,,,
