"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otra (034)",439,,,,27,32,208,73,99
"Ocupación no especificada (035)",3456,217,6,550,1033,339,469,267,575
,,,,,,,,,
"URBANA (036)",331326,7691,214,32496,100469,31562,53016,30786,75092
"Miembros p.ejec. y leg.direct., adm.pub.y emp (037)",1055,,,6,39,23,111,86,790
"Profes., científicos e intelectuales (038)",48628,,,,650,1170,4613,3522,38673
"Técnicos de nivel medio ytrab.asimilados (039)",28197,54,4,299,3271,3498,9615,4423,7033
"Jefes y empleados de oficina (040)",20412,9,,128,3218,2031,5332,3266,6428
"Trab.de serv.pers.y vend.del comerc y mcdo. (041)",60315,1880,47,6894,21893,7001,9272,6220,7108
"Agricult.trabaj. calif.agrop. y pesquros (042)",8200,498,6,1923,2710,537,686,671,1169
"Obreros y oper.minas, cant., ind.manuf.y otros (043)",39766,515,26,3135,16243,5037,8124,3139,3547
"Obreros. construc., conf., papel, fab., instr (044)",41895,467,22,4217,19110,4743,5572,3764,4000
"Trabaj.no calif.serv. peon, vend., amb.,y afines (045)",71464,4008,100,15022,30484,6470,6500,4426,4454
"Otra (046)",4676,,,,626,366,2296,629,759
"Ocupación no especificada (047)",6718,260,9,872,2225,686,895,640,1131
"Hombres (048)",189937,1888,88,15743,63069,19099,28973,19819,41258
"Miembros p.ejec. y leg.direct., adm.pub.y emp (049)",670,,,2,29,12,56,65,506
"Profes., científicos e intelectuales (050)",24128,,,,294,566,1546,2065,19657
"Técnicos de nivel medio ytrab.asimilados (051)",16486,9,1,145,1943,2342,5106,2835,4105
"Jefes y empleados de oficina (052)",9127,1,,77,1735,931,1724,1609,3050
"Trab.de serv.pers.y vend.del comerc y mcdo. (053)",22946,205,14,1741,8742,2794,3226,3170,3054
"Agricult.trabaj. calif.agrop. y pesquros (054)",5735,142,1,1132,2034,390,502,571,963
"Obreros y oper.minas, cant., ind.manuf.y otros (055)",30528,265,20,2363,12658,3832,6199,2472,2719
"Obreros. construc., conf., papel, fab., instr (056)",39956,419,21,4068,18437,4484,5223,3578,3726
"Trabaj.no calif.serv. peon, vend., amb.,y afines (057)",32761,793,28,5851,15379,3060,2871,2521,2258
"Otra (058)",4239,,,,599,335,2088,556,661
"Ocupación no especificada (059)",3361,54,3,364,1219,353,432,377,559
"Mujeres (060)",141389,5803,126,16753,37400,12463,24043,10967,33834
"Miembros p.ejec. y leg.direct., adm.pub.y emp (061)",385,,,4,10,11,55,21,284
"Profes., científicos e intelectuales (062)",24500,,,,356,604,3067,1457,19016
"Técnicos de nivel medio ytrab.asimilados (063)",11711,45,3,154,1328,1156,4509,1588,2928
"Jefes y empleados de oficina (064)",11285,8,,51,1483,1100,3608,1657,3378
"Trab.de serv.pers.y vend.del comerc y mcdo. (065)",37369,1675,33,5153,13151,4207,6046,3050,4054
"Agricult.trabaj. calif.agrop. y pesquros (066)",2465,356,5,791,676,147,184,100,206
"Obreros y oper.minas, cant., ind.manuf.y otros (067)",9238,250,6,772,3585,1205,1925,667,828
"Obreros. construc., conf., papel, fab., instr (068)",1939,48,1,149,673,259,349,186,274
"Trabaj.no calif.serv. peon, vend., amb.,y afines (069)",38703,3215,72,9171,15105,3410,3629,1905,2196
"Otra (070)",437,,,,27,31,208,73,98
"Ocupación no especificada (071)",3357,206,6,508,1006,333,463,263,572
,,,,,,,,,
"RURAL (072)",9375,821,25,2470,3541,586,775,442,715
"Miembros p.ejec. y leg.direct., adm.pub.y emp (073)",10,1,,,2,,2,2,3
"Profes., científicos e intelectuales (074)",233,,,,3,8,21,17,184
"Técnicos de nivel medio ytrab.asimilados (075)",167,1,,2,18,39,70,15,22
"Jefes y empleados de oficina (076)",106,,,,29,8,32,11,26
"Trab.de serv.pers.y vend.del comerc y mcdo. (077)",463,29,1,83,205,41,52,33,19
"Agricult.trabaj. calif.agrop. y pesquros (078)",2316,207,2,674,784,128,165,135,221
"Obreros y oper.minas, cant., ind.manuf.y otros (079)",896,53,1,182,410,89,84,33,44
"Obreros. construc., conf., papel, fab., instr (080)",455,8,1,78,226,35,44,30,33
"Trabaj.no calif.serv. peon, vend., amb.,y afines (081)",4474,506,20,1391,1806,225,240,144,142
"Otra (082)",91,,,,1,1,56,17,16
"Ocupación no especificada (083)",164,16,,60,57,12,9,5,5
"Hombres (084)",6393,351,15,1601,2593,420,558,339,516
"Miembros p.ejec. y leg.direct., adm.pub.y emp (085)",9,1,,,2,,1,2,3
"Profes., científicos e intelectuales (086)",114,,,,,1,2,8,103
"Técnicos de nivel medio ytrab.asimilados (087)",116,,,1,13,30,46,11,15
"Jefes y empleados de oficina (088)",55,,,,19,4,10,6,16
"Trab.de serv.pers.y vend.del comerc y mcdo. (089)",152,6,,26,69,18,18,10,5
"Agricult.trabaj. calif.agrop. y pesquros (090)",1903,119,2,536,679,109,145,127,186
"Obreros y oper.minas, cant., ind.manuf.y otros (091)",704,26,1,129,337,68,75,29,39
"Obreros. construc., conf., papel, fab., instr (092)",433,7,1,73,219,32,41,28,32
"Trabaj.no calif.serv. peon, vend., amb.,y afines (093)",2753,187,11,818,1224,152,161,100,100
"Otra (094)",89,,,,1,,56,17,15
"Ocupación no especificada (095)",65,5,,18,30,6,3,1,2
"Mujeres (096)",2982,470,10,869,948,166,217,103,199
"Miembros p.ejec. y leg.direct., adm.pub.y emp (097)",1,,,,,,1,,
"Profes., científicos e intelectuales (098)",119,,,,3,7,19,9,81
"Técnicos de nivel medio ytrab.asimilados (099)",51,1,,1,5,9,24,4,7
"Jefes y empleados de oficina (100)",51,,,,10,4,22,5,10
"Trab.de serv.pers.y vend.del comerc y mcdo. (101)",311,23,1,57,136,23,34,23,14
"Agricult.trabaj. calif.agrop. y pesquros (102)",413,88,,138,105,19,20,8,35
"Obreros y oper.minas, cant., ind.manuf.y otros (103)",192,27,,53,73,21,9,4,5
"Obreros. construc., conf., papel, fab., instr (104)",22,1,,5,7,3,3,2,1
"Trabaj.no calif.serv. peon, vend., amb.,y afines (105)",1721,319,9,573,582,73,79,44,42
"Otra (106)",2,,,,,1,,,1
"Ocupación no especificada (107)",99,11,,42,27,6,6,4,3
