"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",87,1,,43,35,2,,2,4
"Hijo(a)/ hijastro(a) (051)",1067,105,51,383,417,36,14,37,24
"Yerno/ nuera (052)",57,,,6,38,2,6,2,3
"Nieto(a) (053)",156,30,12,67,30,4,4,3,6
"Padres/ suegros (054)",18,2,,10,5,1,,,
"Otro(a) pariente (055)",198,17,5,60,81,14,5,10,6
"Trabajador(a) del hogar (056)",1,1,,,,,,,
"Pensionista (057)",22,,,2,16,1,,,3
"Otro(a) no pariente (058)",101,4,,26,48,2,6,5,10
"Mujeres (060)",2936,229,80,1255,944,92,104,80,152
"Jefe o Jefa (061)",628,45,2,312,177,11,21,11,49
"Esposa(o)/ compa¤era(o) (062)",917,47,1,404,329,24,41,30,41
"Hijo(a)/ hijastro(a) (063)",933,83,54,373,306,37,22,24,34
"Yerno/ nuera (064)",34,,,2,22,2,1,4,3
"Nieto(a) (065)",145,28,17,63,32,2,1,1,1
"Padres/ suegros (066)",46,14,,24,8,,,,
"Otro(a) pariente (067)",177,10,4,61,56,13,10,5,18
"Trabajador(a) del hogar (068)",5,,,3,2,,,,
"Pensionista (069)",3,,,,,,1,,2
"Otro(a) no pariente (070)",48,2,2,13,12,3,7,5,4
,,,,,,,,,
"RURAL (072)",6530,879,196,2318,2391,270,156,132,188
"Jefe o Jefa (073)",2104,219,2,748,828,101,39,70,97
"Esposa(o)/ compa¤era(o) (074)",1247,216,,412,494,42,45,5,33
"Hijo(a)/ hijastro(a) (075)",2446,317,169,915,809,107,50,45,34
"Yerno/ nuera (076)",58,1,,4,44,2,5,2,
"Nieto(a) (077)",160,35,18,68,34,1,1,1,2
"Padres/ suegros (078)",73,42,,21,8,,,1,1
"Otro(a) pariente (079)",349,31,5,126,135,13,14,8,17
"Trabajador(a) del hogar (080)",2,,,,1,,1,,
"Pensionista (081)",8,,,3,4,,,,1
"Otro(a) no pariente (082)",83,18,2,21,34,4,1,,3
"Hombres (084)",3496,346,100,1168,1445,160,61,94,122
"Jefe o Jefa (085)",1695,124,1,574,730,95,30,64,77
"Esposa(o)/ compa¤era(o) (086)",62,7,,20,28,4,1,,2
"Hijo(a)/ hijastro(a) (087)",1312,168,91,432,503,50,18,25,25
"Yerno/ nuera (088)",31,,,1,26,1,3,,
"Nieto(a) (089)",87,20,5,39,21,,,1,1
"Padres/ suegros (090)",27,6,,12,7,,,1,1
"Otro(a) pariente (091)",216,9,2,78,95,8,9,3,12
"Pensionista (093)",7,,,2,4,,,,1
"Otro(a) no pariente (094)",59,12,1,10,31,2,,,3
"Mujeres (096)",3034,533,96,1150,946,110,95,38,66
"Jefe o Jefa (097)",409,95,1,174,98,6,9,6,20
"Esposa(o)/ compa¤era(o) (098)",1185,209,,392,466,38,44,5,31
"Hijo(a)/ hijastro(a) (099)",1134,149,78,483,306,57,32,20,9
"Yerno/ nuera (100)",27,1,,3,18,1,2,2,
"Nieto(a) (101)",73,15,13,29,13,1,1,,1
"Padres/ suegros (102)",46,36,,9,1,,,,
"Otro(a) pariente (103)",133,22,3,48,40,5,5,5,5
"Trabajador(a) del hogar (104)",2,,,,1,,1,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",24,6,1,11,3,2,1,,
