"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",2212,191,3,1119,667,48,86,27,71
"Esposa(o)/ compa¤era(o) (050)",129,13,,47,52,3,8,2,4
"Hijo(a)/ hijastro(a) (051)",2074,247,126,1014,613,32,18,15,9
"Yerno/ nuera (052)",39,2,,8,19,2,4,2,2
"Nieto(a) (053)",126,37,14,48,24,1,1,1,
"Padres/ suegros (054)",37,16,,17,4,,,,
"Otro(a) pariente (055)",224,25,12,93,81,4,3,2,4
"Trabajador(a) del hogar (056)",15,1,,7,6,,,1,
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",107,11,1,32,33,7,11,3,9
"Mujeres (060)",4926,1364,110,2180,990,79,99,34,70
"Jefe o Jefa (061)",845,388,,259,131,17,23,5,22
"Esposa(o)/ compa¤era(o) (062)",1754,541,4,844,277,17,41,7,23
"Hijo(a)/ hijastro(a) (063)",1801,256,91,886,480,40,19,13,16
"Yerno/ nuera (064)",43,3,,16,16,1,3,3,1
"Nieto(a) (065)",103,35,6,47,14,,,1,
"Padres/ suegros (066)",84,67,,12,2,,3,,
"Otro(a) pariente (067)",196,55,6,83,46,2,1,1,2
"Trabajador(a) del hogar (068)",21,6,,8,7,,,,
"Pensionista (069)",1,,,,,,,,1
"Otro(a) no pariente (070)",78,13,3,25,17,2,9,4,5
,,,,,,,,,
"RURAL (072)",18925,4830,571,10035,3264,80,58,26,61
"Jefe o Jefa (073)",5340,1426,4,2852,965,24,30,5,34
"Esposa(o)/ compa¤era(o) (074)",3804,1557,5,1892,324,8,5,4,9
"Hijo(a)/ hijastro(a) (075)",8347,1376,507,4641,1750,40,11,11,11
"Yerno/ nuera (076)",129,7,,54,64,2,2,,
"Nieto(a) (077)",309,87,28,162,31,1,,,
"Padres/ suegros (078)",213,186,,26,1,,,,
"Otro(a) pariente (079)",691,160,25,380,109,3,3,6,5
"Trabajador(a) del hogar (080)",7,2,,2,3,,,,
"Pensionista (081)",4,,,2,1,1,,,
"Otro(a) no pariente (082)",81,29,2,24,16,1,7,,2
"Hombres (084)",9665,1643,291,5396,2196,49,29,17,44
"Jefe o Jefa (085)",4250,743,3,2532,901,18,19,4,30
"Esposa(o)/ compa¤era(o) (086)",168,26,,98,41,,1,1,1
"Hijo(a)/ hijastro(a) (087)",4559,721,262,2433,1100,25,5,6,7
"Yerno/ nuera (088)",65,,,22,40,2,1,,
"Nieto(a) (089)",166,43,16,83,23,1,,,
"Padres/ suegros (090)",58,38,,19,1,,,,
"Otro(a) pariente (091)",346,52,9,194,78,1,1,6,5
"Trabajador(a) del hogar (092)",1,,,1,,,,,
"Pensionista (093)",3,,,1,1,1,,,
"Otro(a) no pariente (094)",49,20,1,13,11,1,2,,1
"Mujeres (096)",9260,3187,280,4639,1068,31,29,9,17
"Jefe o Jefa (097)",1090,683,1,320,64,6,11,1,4
"Esposa(o)/ compa¤era(o) (098)",3636,1531,5,1794,283,8,4,3,8
"Hijo(a)/ hijastro(a) (099)",3788,655,245,2208,650,15,6,5,4
"Yerno/ nuera (100)",64,7,,32,24,,1,,
"Nieto(a) (101)",143,44,12,79,8,,,,
"Padres/ suegros (102)",155,148,,7,,,,,
"Otro(a) pariente (103)",345,108,16,186,31,2,2,,
"Trabajador(a) del hogar (104)",6,2,,1,3,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",32,9,1,11,5,,5,,1
