"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 50 y más años (049)",1466,27,105,277,441,237,14,365
,,,,,,,,
"URBANA (060)",9761,24,111,317,823,1870,3858,2758
"De 12 a 14 años (061)",31,,,,,,4,27
"De 15 a 19 años (062)",425,,,,,,210,215
"De 20 a 24 años (063)",1443,,,,,2,832,609
"De 25 a 29 años (064)",1617,,,,,74,1000,543
"De 30 a 34 años (065)",1411,,,,,213,860,338
"De 35 a 39 años (066)",1222,,,,19,381,571,251
"De 40 a 44 años (067)",1023,,,,82,454,284,203
"De 45 a 49 años (068)",789,,,1,141,426,79,142
"De 50 y más años (069)",1800,24,111,316,581,320,18,430
"PEA (070)",3442,,15,87,292,757,1247,1044
"De 12 a 14 años (071)",3,,,,,,,3
"De 15 a 19 años (072)",85,,,,,,43,42
"De 20 a 24 años (073)",451,,,,,1,229,221
"De 25 a 29 años (074)",571,,,,,32,312,227
"De 30 a 34 años (075)",562,,,,,94,306,162
"De 35 a 39 años (076)",507,,,,7,155,223,122
"De 40 a 44 años (077)",401,,,,40,179,91,91
"De 45 a 49 años (078)",338,,,1,52,182,35,68
"De 50 y más años (079)",524,,15,86,193,114,8,108
"Ocupada (080)",3313,,15,85,291,743,1188,991
"De 12 a 14 años (081)",3,,,,,,,3
"De 15 a 19 años (082)",77,,,,,,40,37
"De 20 a 24 años (083)",409,,,,,1,208,200
"De 25 a 29 años (084)",545,,,,,32,297,216
"De 30 a 34 años (085)",541,,,,,92,298,151
"De 35 a 39 años (086)",497,,,,7,152,216,122
"De 40 a 44 años (087)",391,,,,40,174,88,89
"De 45 a 49 años (088)",330,,,1,52,179,33,65
"De 50 y más años (089)",520,,15,84,192,113,8,108
"Desocupada (090)",129,,,2,1,14,59,53
"De 15 a 19 años (092)",8,,,,,,3,5
"De 20 a 24 años (093)",42,,,,,,21,21
"De 25 a 29 años (094)",26,,,,,,15,11
"De 30 a 34 años (095)",21,,,,,2,8,11
"De 35 a 39 años (096)",10,,,,,3,7,
"De 40 a 44 años (097)",10,,,,,5,3,2
"De 45 a 49 años (098)",8,,,,,3,2,3
"De 50 y más años (099)",4,,,2,1,1,,
"No PEA (100)",6319,24,96,230,531,1113,2611,1714
"De 12 a 14 años (101)",28,,,,,,4,24
"De 15 a 19 años (102)",340,,,,,,167,173
"De 20 a 24 años (103)",992,,,,,1,603,388
"De 25 a 29 años (104)",1046,,,,,42,688,316
"De 30 a 34 años (105)",849,,,,,119,554,176
"De 35 a 39 años (106)",715,,,,12,226,348,129
"De 40 a 44 años (107)",622,,,,42,275,193,112
"De 45 a 49 años (108)",451,,,,89,244,44,74
"De 50 y más años (109)",1276,24,96,230,388,206,10,322
,,,,,,,,
"RURAL (120)",916,3,9,51,67,169,386,231
"De 12 a 14 años (121)",1,,,,,,,1
"De 15 a 19 años (122)",50,,,,,,30,20
"De 20 a 24 años (123)",153,,,,,1,92,60
"De 25 a 29 años (124)",131,,,,,8,92,31
"De 30 a 34 años (125)",129,,,,,25,74,30
"De 35 a 39 años (126)",94,,,,,24,57,13
"De 40 a 44 años (127)",86,,,,,46,27,13
"De 45 a 49 años (128)",65,,,,8,32,10,15
"De 50 y más años (129)",207,3,9,51,59,33,4,48
"PEA (130)",128,,,4,7,35,47,35
"De 20 a 24 años (133)",11,,,,,,5,6
"De 25 a 29 años (134)",25,,,,,4,13,8
"De 30 a 34 años (135)",25,,,,,7,11,7
"De 35 a 39 años (136)",18,,,,,4,11,3
"De 40 a 44 años (137)",22,,,,,13,5,4
"De 45 a 49 años (138)",10,,,,1,5,2,2
"De 50 y más años (139)",17,,,4,6,2,,5
"Ocupada (140)",124,,,4,7,34,44,35
"De 20 a 24 años (143)",10,,,,,,4,6
"De 25 a 29 años (144)",25,,,,,4,13,8
"De 30 a 34 años (145)",23,,,,,6,10,7
"De 35 a 39 años (146)",17,,,,,4,10,3
"De 40 a 44 años (147)",22,,,,,13,5,4
"De 45 a 49 años (148)",10,,,,1,5,2,2
"De 50 y más años (149)",17,,,4,6,2,,5
"Desocupada (150)",4,,,,,1,3,
"De 20 a 24 años (153)",1,,,,,,1,
"De 30 a 34 años (155)",2,,,,,1,1,
"De 35 a 39 años (156)",1,,,,,,1,
"No PEA (160)",788,3,9,47,60,134,339,196
"De 12 a 14 años (161)",1,,,,,,,1
"De 15 a 19 años (162)",50,,,,,,30,20
"De 20 a 24 años (163)",142,,,,,1,87,54
"De 25 a 29 años (164)",106,,,,,4,79,23
"De 30 a 34 años (165)",104,,,,,18,63,23
"De 35 a 39 años (166)",76,,,,,20,46,10
"De 40 a 44 años (167)",64,,,,,33,22,9
"De 45 a 49 años (168)",55,,,,7,27,8,13
"De 50 y más años (169)",190,3,9,47,53,31,4,43
