"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",24,11,8,1,3,1
"Actividad economica no especificada (044)",107,,34,37,21,15
"Desocupado (045)",201,2,80,65,47,7
"Mujeres (046)",2605,87,677,889,664,288
"Agric., ganadería, caza y silvicultura (047)",1627,65,348,530,468,216
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",30,,12,7,7,4
"Suministro de electricidad, gas y agua (051)",2,,2,,,
"Construcción (052)",23,,9,8,5,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",239,3,62,104,55,15
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,1,1,
"Comercio al por mayor (055)",13,,1,7,3,2
"Comercio al por menor (056)",224,3,61,96,51,13
"Hoteles y restaurantes (057)",125,3,56,37,19,10
"Trans., almac. y comunicaciones (058)",6,,5,,1,
"Activid.inmobil., empres. y alquileres (060)",11,,6,2,3,
"Admin.pub. y defensa; p. segur.soc afil (061)",29,,10,13,4,2
"Enseñanza (062)",132,,37,67,28,
"Servicios sociales y de salud (063)",48,,21,23,4,
"Otras activ. serv.comun.soc y personales (064)",21,1,10,8,2,
"Hogares privados con servicio doméstico (065)",60,9,28,15,7,1
"Actividad economica no especificada (067)",186,,35,59,53,39
"Desocupado (068)",65,6,35,16,8,
,,,,,,
"URBANA (069)",4648,134,1098,1691,1268,457
"Agric., ganadería, caza y silvicultura (070)",2796,98,542,944,847,365
"Explotación de minas y canteras (072)",1,,,1,,
"Industrias manufactureras (073)",99,4,35,35,18,7
"Suministro de electricidad, gas y agua (074)",4,,3,,1,
"Construcción (075)",286,2,92,129,58,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",303,4,73,134,71,21
"Venta, mant.y rep. veh.autom.y motoc. (077)",11,,3,3,5,
"Comercio al por mayor (078)",14,,2,6,3,3
"Comercio al por menor (079)",278,4,68,125,63,18
"Hoteles y restaurantes (080)",105,1,42,34,19,9
"Trans., almac. y comunicaciones (081)",61,,24,19,17,1
"Intermediación financiera (082)",1,,1,,,
"Activid.inmobil., empres. y alquileres (083)",40,,9,14,16,1
"Admin.pub. y defensa; p. segur.soc afil (084)",156,,41,71,41,3
"Enseñanza (085)",265,,58,133,73,1
"Servicios sociales y de salud (086)",54,,21,28,4,1
"Otras activ. serv.comun.soc y personales (087)",60,3,18,29,8,2
"Hogares privados con servicio doméstico (088)",53,17,21,8,6,1
"Actividad economica no especificada (090)",202,,45,66,56,35
"Desocupado (091)",162,5,73,46,33,5
"Hombres (092)",2945,76,682,1099,819,269
"Agric., ganadería, caza y silvicultura (093)",1838,57,351,643,557,230
"Explotación de minas y canteras (095)",1,,,1,,
"Industrias manufactureras (096)",80,4,26,29,16,5
"Suministro de electricidad, gas y agua (097)",4,,3,,1,
"Construcción (098)",270,2,86,123,54,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",125,1,32,57,28,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",9,,3,2,4,
"Comercio al por mayor (101)",4,,1,2,,1
"Comercio al por menor (102)",112,1,28,53,24,6
"Hoteles y restaurantes (103)",9,,6,2,1,
"Trans., almac. y comunicaciones (104)",56,,20,19,16,1
"Intermediación financiera (105)",1,,1,,,
"Activid.inmobil., empres. y alquileres (106)",32,,5,12,14,1
"Admin.pub. y defensa; p. segur.soc afil (107)",132,,31,62,37,2
"Enseñanza (108)",149,,30,72,46,1
"Servicios sociales y de salud (109)",8,,2,5,,1
"Otras activ. serv.comun.soc y personales (110)",44,2,12,22,6,2
"Hogares privados con servicio doméstico (111)",15,9,5,,1,
"Actividad economica no especificada (113)",62,,19,19,15,9
"Desocupado (114)",119,1,53,33,27,5
"Mujeres (115)",1703,58,416,592,449,188
"Agric., ganadería, caza y silvicultura (116)",958,41,191,301,290,135
"Industrias manufactureras (119)",19,,9,6,2,2
"Construcción (121)",16,,6,6,4,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",178,3,41,77,43,14
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,1,1,
"Comercio al por mayor (124)",10,,1,4,3,2
"Comercio al por menor (125)",166,3,40,72,39,12
"Hoteles y restaurantes (126)",96,1,36,32,18,9
"Trans., almac. y comunicaciones (127)",5,,4,,1,
"Activid.inmobil., empres. y alquileres (129)",8,,4,2,2,
"Admin.pub. y defensa; p. segur.soc afil (130)",24,,10,9,4,1
"Enseñanza (131)",116,,28,61,27,
"Servicios sociales y de salud (132)",46,,19,23,4,
"Otras activ. serv.comun.soc y personales (133)",16,1,6,7,2,
"Hogares privados con servicio doméstico (134)",38,8,16,8,5,1
"Actividad economica no especificada (136)",140,,26,47,41,26
"Desocupado (137)",43,4,20,13,6,
,,,,,,
"RURAL (138)",3251,72,880,1214,801,284
"Agric., ganadería, caza y silvicultura (139)",2452,59,583,922,639,249
"Pesca (140)",2,,,,1,1
"Explotación de minas y canteras (141)",13,,7,6,,
"Industrias manufactureras (142)",71,,26,23,19,3
"Suministro de electricidad, gas y agua (143)",10,,5,4,1,
"Construcción (144)",156,2,55,65,30,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",105,2,33,44,23,3
"Venta, mant.y rep. veh.autom.y motoc. (146)",4,,1,3,,
"Comercio al por mayor (147)",4,,,3,1,
"Comercio al por menor (148)",97,2,32,38,22,3
"Hoteles y restaurantes (149)",31,2,22,5,1,1
"Trans., almac. y comunicaciones (150)",31,,23,7,1,
"Activid.inmobil., empres. y alquileres (152)",8,,3,2,3,
"Admin.pub. y defensa; p. segur.soc afil (153)",63,,9,38,15,1
"Enseñanza (154)",60,,23,20,17,
"Servicios sociales y de salud (155)",5,,3,,2,
"Otras activ. serv.comun.soc y personales (156)",18,1,7,5,5,
"Hogares privados con servicio doméstico (157)",31,3,15,8,4,1
"Actividad economica no especificada (159)",91,,24,30,18,19
"Desocupado (160)",104,3,42,35,22,2
"Hombres (161)",2349,43,619,917,586,184
"Agric., ganadería, caza y silvicultura (162)",1783,35,426,693,461,168
"Pesca (163)",2,,,,1,1
"Explotación de minas y canteras (164)",12,,6,6,,
"Industrias manufactureras (165)",60,,23,22,14,1
"Suministro de electricidad, gas y agua (166)",8,,3,4,1,
"Construcción (167)",149,2,52,63,29,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",44,2,12,17,11,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",4,,1,3,,
"Comercio al por mayor (170)",1,,,,1,
"Comercio al por menor (171)",39,2,11,14,10,2
"Hoteles y restaurantes (172)",2,,2,,,
"Trans., almac. y comunicaciones (173)",30,,22,7,1,
"Activid.inmobil., empres. y alquileres (175)",5,,1,2,2,
"Admin.pub. y defensa; p. segur.soc afil (176)",58,,9,34,15,
"Enseñanza (177)",44,,14,14,16,
"Servicios sociales y de salud (178)",3,,1,,2,
"Otras activ. serv.comun.soc y personales (179)",13,1,3,4,5,
"Hogares privados con servicio doméstico (180)",9,2,3,1,2,1
"Actividad economica no especificada (182)",45,,15,18,6,6
"Desocupado (183)",82,1,27,32,20,2
"Mujeres (184)",902,29,261,297,215,100
"Agric., ganadería, caza y silvicultura (185)",669,24,157,229,178,81
"Explotación de minas y canteras (187)",1,,1,,,
"Industrias manufactureras (188)",11,,3,1,5,2
"Suministro de electricidad, gas y agua (189)",2,,2,,,
"Construcción (190)",7,,3,2,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",61,,21,27,12,1
"Comercio al por mayor (193)",3,,,3,,
"Comercio al por menor (194)",58,,21,24,12,1
"Hoteles y restaurantes (195)",29,2,20,5,1,1
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",3,,2,,1,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,,4,,1
"Enseñanza (200)",16,,9,6,1,
"Servicios sociales y de salud (201)",2,,2,,,
"Otras activ. serv.comun.soc y personales (202)",5,,4,1,,
"Hogares privados con servicio doméstico (203)",22,1,12,7,2,
"Actividad economica no especificada (205)",46,,9,12,12,13
"Desocupado (206)",22,2,15,3,2,
