"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 45 a 49 años (048)",1107,,,1,77,478,425,126
"De 50 y más años (049)",4473,69,259,756,1220,940,95,1134
,,,,,,,,
"URBANA (060)",4825,20,76,190,363,904,1997,1275
"De 12 a 14 años (061)",8,,,,,,2,6
"De 15 a 19 años (062)",136,,,,,,78,58
"De 20 a 24 años (063)",607,,,,,2,375,230
"De 25 a 29 años (064)",685,,,,,28,449,208
"De 30 a 34 años (065)",706,,,,,97,435,174
"De 35 a 39 años (066)",634,,,,5,164,363,102
"De 40 a 44 años (067)",476,,,,6,185,190,95
"De 45 a 49 años (068)",407,,,1,49,197,90,70
"De 50 y más años (069)",1166,20,76,189,303,231,15,332
"PEA (070)",1403,1,5,28,86,340,538,405
"De 12 a 14 años (071)",2,,,,,,,2
"De 15 a 19 años (072)",18,,,,,,11,7
"De 20 a 24 años (073)",140,,,,,,72,68
"De 25 a 29 años (074)",195,,,,,6,111,78
"De 30 a 34 años (075)",241,,,,,35,135,71
"De 35 a 39 años (076)",213,,,,4,59,110,40
"De 40 a 44 años (077)",195,,,,1,84,67,43
"De 45 a 49 años (078)",164,,,1,19,82,29,33
"De 50 y más años (079)",235,1,5,27,62,74,3,63
"Ocupada (080)",1378,1,5,27,85,335,527,398
"De 12 a 14 años (081)",2,,,,,,,2
"De 15 a 19 años (082)",15,,,,,,8,7
"De 20 a 24 años (083)",137,,,,,,70,67
"De 25 a 29 años (084)",192,,,,,6,110,76
"De 30 a 34 años (085)",235,,,,,34,133,68
"De 35 a 39 años (086)",210,,,,4,59,108,39
"De 40 a 44 años (087)",192,,,,1,82,66,43
"De 45 a 49 años (088)",163,,,1,19,81,29,33
"De 50 y más años (089)",232,1,5,26,61,73,3,63
"Desocupada (090)",25,,,1,1,5,11,7
"De 15 a 19 años (092)",3,,,,,,3,
"De 20 a 24 años (093)",3,,,,,,2,1
"De 25 a 29 años (094)",3,,,,,,1,2
"De 30 a 34 años (095)",6,,,,,1,2,3
"De 35 a 39 años (096)",3,,,,,,2,1
"De 40 a 44 años (097)",3,,,,,2,1,
"De 45 a 49 años (098)",1,,,,,1,,
"De 50 y más años (099)",3,,,1,1,1,,
"No PEA (100)",3422,19,71,162,277,564,1459,870
"De 12 a 14 años (101)",6,,,,,,2,4
"De 15 a 19 años (102)",118,,,,,,67,51
"De 20 a 24 años (103)",467,,,,,2,303,162
"De 25 a 29 años (104)",490,,,,,22,338,130
"De 30 a 34 años (105)",465,,,,,62,300,103
"De 35 a 39 años (106)",421,,,,1,105,253,62
"De 40 a 44 años (107)",281,,,,5,101,123,52
"De 45 a 49 años (108)",243,,,,30,115,61,37
"De 50 y más años (109)",931,19,71,162,241,157,12,269
,,,,,,,,
"RURAL (120)",12551,52,205,641,1155,2035,6104,2359
"De 12 a 14 años (121)",20,,,,,,3,17
"De 15 a 19 años (122)",486,,,,,,332,154
"De 20 a 24 años (123)",1447,,,,,4,1084,359
"De 25 a 29 años (124)",1612,,,,,47,1256,309
"De 30 a 34 años (125)",1495,,,,,130,1171,194
"De 35 a 39 años (126)",1520,,,,6,274,1086,154
"De 40 a 44 años (127)",1123,,,,21,304,676,122
"De 45 a 49 años (128)",975,,,1,54,413,404,103
"De 50 y más años (129)",3873,52,205,640,1074,863,92,947
"PEA (130)",1302,2,17,46,109,252,545,331
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",34,,,,,,18,16
"De 20 a 24 años (133)",139,,,,,1,90,48
"De 25 a 29 años (134)",192,,,,,9,107,76
"De 30 a 34 años (135)",175,,,,,21,106,48
"De 35 a 39 años (136)",177,,,,2,42,106,27
"De 40 a 44 años (137)",142,,,,5,49,69,19
"De 45 a 49 años (138)",111,,,,7,50,40,14
"De 50 y más años (139)",331,2,17,46,95,80,9,82
"Ocupada (140)",1261,2,17,44,108,251,526,313
"De 15 a 19 años (142)",30,,,,,,17,13
"De 20 a 24 años (143)",124,,,,,1,81,42
"De 25 a 29 años (144)",186,,,,,9,103,74
"De 30 a 34 años (145)",170,,,,,21,103,46
"De 35 a 39 años (146)",173,,,,2,42,104,25
"De 40 a 44 años (147)",141,,,,5,48,69,19
"De 45 a 49 años (148)",111,,,,7,50,40,14
"De 50 y más años (149)",326,2,17,44,94,80,9,80
"Desocupada (150)",41,,,2,1,1,19,18
"De 12 a 14 años (151)",1,,,,,,,1
"De 15 a 19 años (152)",4,,,,,,1,3
"De 20 a 24 años (153)",15,,,,,,9,6
"De 25 a 29 años (154)",6,,,,,,4,2
"De 30 a 34 años (155)",5,,,,,,3,2
"De 35 a 39 años (156)",4,,,,,,2,2
"De 40 a 44 años (157)",1,,,,,1,,
"De 50 y más años (159)",5,,,2,1,,,2
"No PEA (160)",11249,50,188,595,1046,1783,5559,2028
"De 12 a 14 años (161)",19,,,,,,3,16
"De 15 a 19 años (162)",452,,,,,,314,138
"De 20 a 24 años (163)",1308,,,,,3,994,311
"De 25 a 29 años (164)",1420,,,,,38,1149,233
"De 30 a 34 años (165)",1320,,,,,109,1065,146
"De 35 a 39 años (166)",1343,,,,4,232,980,127
"De 40 a 44 años (167)",981,,,,16,255,607,103
"De 45 a 49 años (168)",864,,,1,47,363,364,89
"De 50 y más años (169)",3542,50,188,594,979,783,83,865
