"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",171,171,,,
"De 06 a 14 años (056)",183,156,20,7,
"Empleado (057)",33,28,3,2,
"Obrero (058)",19,14,2,3,
"Trabajador independiente (059)",47,38,9,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",64,56,6,2,
"Trabajador del hogar (062)",19,19,,,
"De 15 a 29 años (064)",3226,2069,406,349,402
"Empleado (065)",859,376,116,153,214
"Obrero (066)",842,329,156,182,175
"Trabajador independiente (067)",1129,1018,111,,
"Empleador o patrono (068)",50,27,3,8,12
"Trabajador familiar no remunerado (069)",233,206,20,6,1
"Trabajador del hogar (070)",113,113,,,
"De 30 a 44 años (072)",3760,2273,404,436,647
"Empleado (073)",1138,265,182,279,412
"Obrero (074)",767,299,99,147,222
"Trabajador independiente (075)",1574,1476,98,,
"Empleador o patrono (076)",56,30,10,5,11
"Trabajador familiar no remunerado (077)",204,182,15,5,2
"Trabajador del hogar (078)",21,21,,,
"De 45 a 64 años (080)",2041,1292,149,179,421
"Empleado (081)",493,109,60,117,207
"Obrero (082)",420,145,32,60,183
"Trabajador independiente (083)",935,888,47,,
"Empleador o patrono (084)",51,19,3,,29
"Trabajador familiar no remunerado (085)",128,117,7,2,2
"Trabajador del hogar (086)",14,14,,,
"De 65 y más años (088)",281,253,15,6,7
"Empleado (089)",19,10,3,1,5
"Obrero (090)",22,15,3,2,2
"Trabajador independiente (091)",193,187,6,,
"Empleador o patrono (092)",5,4,1,,
"Trabajador familiar no remunerado (093)",38,33,2,3,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",13373,11840,965,315,253
"Empleado (097)",351,145,62,59,85
"Obrero (098)",1607,852,359,235,161
"Trabajador independiente (099)",6997,6688,309,,
"Empleador o patrono (100)",59,52,4,3,
"Trabajador familiar no remunerado (101)",4290,4034,231,18,7
"Trabajador del hogar (102)",69,69,,,
"De 06 a 14 años (104)",331,305,24,2,
"Empleado (105)",2,2,,,
"Obrero (106)",8,6,1,1,
"Trabajador independiente (107)",34,30,4,,
"Trabajador familiar no remunerado (109)",282,262,19,1,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3592,3048,327,123,94
"Empleado (113)",155,79,24,21,31
"Obrero (114)",562,270,139,93,60
"Trabajador independiente (115)",1366,1299,67,,
"Empleador o patrono (116)",14,10,3,1,
"Trabajador familiar no remunerado (117)",1451,1346,94,8,3
"Trabajador del hogar (118)",44,44,,,
"De 30 a 44 años (120)",3958,3371,349,119,119
"Empleado (121)",132,42,27,18,45
"Obrero (122)",564,264,135,93,72
"Trabajador independiente (123)",2104,1984,120,,
"Empleador o patrono (124)",17,15,,2,
"Trabajador familiar no remunerado (125)",1138,1063,67,6,2
"Trabajador del hogar (126)",3,3,,,
"De 45 a 64 años (128)",3824,3487,232,66,39
"Empleado (129)",57,20,9,19,9
"Obrero (130)",388,236,78,45,29
"Trabajador independiente (131)",2344,2240,104,,
"Empleador o patrono (132)",19,18,1,,
"Trabajador familiar no remunerado (133)",1005,962,40,2,1
"Trabajador del hogar (134)",11,11,,,
"De 65 y más años (136)",1668,1629,33,5,1
"Empleado (137)",5,2,2,1,
"Obrero (138)",85,76,6,3,
"Trabajador independiente (139)",1149,1135,14,,
"Empleador o patrono (140)",9,9,,,
"Trabajador familiar no remunerado (141)",414,401,11,1,1
"Trabajador del hogar (142)",6,6,,,
