"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",3,3,,,
"De 15 a 29 años (064)",375,232,45,38,60
"Empleado (065)",76,12,20,9,35
"Obrero (066)",118,58,11,26,23
"Trabajador independiente (067)",141,130,11,,
"Empleador o patrono (068)",5,2,,2,1
"Trabajador familiar no remunerado (069)",19,14,3,1,1
"Trabajador del hogar (070)",16,16,,,
"De 30 a 44 años (072)",453,253,69,73,58
"Empleado (073)",210,53,45,62,50
"Obrero (074)",72,43,11,10,8
"Trabajador independiente (075)",147,135,12,,
"Empleador o patrono (076)",8,7,,1,
"Trabajador familiar no remunerado (077)",13,12,1,,
"Trabajador del hogar (078)",3,3,,,
"De 45 a 64 años (080)",318,182,51,56,29
"Empleado (081)",125,18,31,51,25
"Obrero (082)",42,23,10,5,4
"Trabajador independiente (083)",133,125,8,,
"Empleador o patrono (084)",4,3,1,,
"Trabajador familiar no remunerado (085)",11,10,1,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",84,75,2,2,5
"Empleado (089)",6,3,,,3
"Obrero (090)",11,6,1,2,2
"Trabajador independiente (091)",63,63,,,
"Empleador o patrono (092)",1,,1,,
"Trabajador familiar no remunerado (093)",3,3,,,
,,,,,
"RURAL (096)",2046,1735,186,75,50
"Empleado (097)",177,57,50,41,29
"Obrero (098)",339,196,91,31,21
"Trabajador independiente (099)",1284,1249,35,,
"Empleador o patrono (100)",10,9,,1,
"Trabajador familiar no remunerado (101)",220,208,10,2,
"Trabajador del hogar (102)",16,16,,,
"De 06 a 14 años (104)",10,9,1,,
"Obrero (106)",2,1,1,,
"Trabajador independiente (107)",1,1,,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",6,6,,,
"De 15 a 29 años (112)",598,503,52,27,16
"Empleado (113)",54,22,12,10,10
"Obrero (114)",126,76,28,16,6
"Trabajador independiente (115)",287,281,6,,
"Empleador o patrono (116)",3,2,,1,
"Trabajador familiar no remunerado (117)",122,116,6,,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",624,507,78,23,16
"Empleado (121)",73,26,24,15,8
"Obrero (122)",110,62,33,7,8
"Trabajador independiente (123)",399,381,18,,
"Empleador o patrono (124)",1,1,,,
"Trabajador familiar no remunerado (125)",37,33,3,1,
"Trabajador del hogar (126)",4,4,,,
"De 45 a 64 años (128)",583,495,48,24,16
"Empleado (129)",50,9,14,16,11
"Obrero (130)",79,43,23,8,5
"Trabajador independiente (131)",405,395,10,,
"Empleador o patrono (132)",2,2,,,
"Trabajador familiar no remunerado (133)",43,42,1,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",231,221,7,1,2
"Obrero (138)",22,14,6,,2
"Trabajador independiente (139)",192,191,1,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",12,11,,1,
"Trabajador del hogar (142)",2,2,,,
