"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Suministro de electricidad, gas y agua (049)",1,,1,,
"Construcción (050)",4,2,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",218,213,3,1,1
"Venta, mant.y rep. veh.autom y motoc. (052)",1,1,,,
"Comercio al por mayor (053)",10,9,,,1
"Comercio al por menor (054)",207,203,3,1,
"Hoteles y restaurantes (055)",81,77,3,1,
"Trans., almac. y comunicaciones (056)",2,2,,,
"Activid.inmobil., empres. y alquileres (058)",22,13,3,5,1
"Admin.pub. y defensa; p. segur soc.afil (059)",18,,,,18
"Enseñanza (060)",81,30,17,26,8
"Servicios sociales y de salud (061)",16,5,,,11
"Otras activ. serv.comun.soc y personales (062)",19,15,1,2,1
"Hogares privados con servicio doméstico (063)",19,19,,,
"Actividad economica no especificada (065)",56,52,2,2,
,,,,,
"URBANA (066)",2130,1735,164,102,129
"Agric., ganadería, caza y silvicultura (067)",1016,970,39,7,
"Pesca (068)",2,,1,,1
"Industrias manufactureras (070)",88,73,5,6,4
"Suministro de electricidad, gas y agua (071)",3,,1,2,
"Construcción (072)",181,104,45,30,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",298,287,8,1,2
"Venta, mant.y rep. veh.autom y motoc. (074)",7,6,1,,
"Comercio al por mayor (075)",13,11,,,2
"Comercio al por menor (076)",278,270,7,1,
"Hoteles y restaurantes (077)",66,62,3,1,
"Trans., almac. y comunicaciones (078)",63,54,4,5,
"Activid.inmobil., empres. y alquileres (080)",41,19,5,10,7
"Admin.pub. y defensa; p. segur soc.afil (081)",95,,,,95
"Enseñanza (082)",109,36,34,34,5
"Servicios sociales y de salud (083)",30,19,,,11
"Otras activ. serv.comun.soc y personales (084)",59,38,15,4,2
"Hogares privados con servicio doméstico (085)",15,15,,,
"Actividad economica no especificada (087)",64,58,4,2,
"Hombres (088)",1508,1219,127,69,93
"Agric., ganadería, caza y silvicultura (089)",832,795,30,7,
"Pesca (090)",2,,1,,1
"Industrias manufactureras (092)",65,54,5,5,1
"Suministro de electricidad, gas y agua (093)",2,,,2,
"Construcción (094)",178,103,44,29,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",129,122,6,,1
"Venta, mant.y rep. veh.autom y motoc. (096)",7,6,1,,
"Comercio al por mayor (097)",3,2,,,1
"Comercio al por menor (098)",119,114,5,,
"Hoteles y restaurantes (099)",10,9,1,,
"Trans., almac. y comunicaciones (100)",61,52,4,5,
"Activid.inmobil., empres. y alquileres (102)",22,8,2,6,6
"Admin.pub. y defensa; p. segur soc.afil (103)",77,,,,77
"Enseñanza (104)",42,11,18,12,1
"Servicios sociales y de salud (105)",17,14,,,3
"Otras activ. serv.comun.soc y personales (106)",41,24,14,2,1
"Hogares privados con servicio doméstico (107)",4,4,,,
"Actividad economica no especificada (109)",26,23,2,1,
"Mujeres (110)",622,516,37,33,36
"Agric., ganadería, caza y silvicultura (111)",184,175,9,,
"Industrias manufactureras (114)",23,19,,1,3
"Suministro de electricidad, gas y agua (115)",1,,1,,
"Construcción (116)",3,1,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",169,165,2,1,1
"Comercio al por mayor (119)",10,9,,,1
"Comercio al por menor (120)",159,156,2,1,
"Hoteles y restaurantes (121)",56,53,2,1,
"Trans., almac. y comunicaciones (122)",2,2,,,
"Activid.inmobil., empres. y alquileres (124)",19,11,3,4,1
"Admin.pub. y defensa; p. segur soc.afil (125)",18,,,,18
"Enseñanza (126)",67,25,16,22,4
"Servicios sociales y de salud (127)",13,5,,,8
"Otras activ. serv.comun.soc y personales (128)",18,14,1,2,1
"Hogares privados con servicio doméstico (129)",11,11,,,
"Actividad economica no especificada (131)",38,35,2,1,
,,,,,
"RURAL (132)",1398,1232,112,36,18
"Agric., ganadería, caza y silvicultura (133)",1112,1020,80,11,1
"Explotación de minas y canteras (135)",1,,1,,
"Industrias manufactureras (136)",24,17,1,5,1
"Construcción (138)",35,18,7,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",77,76,1,,
"Venta, mant.y rep. veh.autom y motoc. (140)",3,3,,,
"Comercio al por mayor (141)",1,1,,,
"Comercio al por menor (142)",73,72,1,,
"Hoteles y restaurantes (143)",28,27,1,,
"Trans., almac. y comunicaciones (144)",27,16,9,1,1
"Activid.inmobil., empres. y alquileres (146)",13,7,3,2,1
"Admin.pub. y defensa; p. segur soc.afil (147)",3,,,,3
"Enseñanza (148)",30,10,6,6,8
"Servicios sociales y de salud (149)",5,2,,,3
"Otras activ. serv.comun.soc y personales (150)",6,5,1,,
"Hogares privados con servicio doméstico (151)",9,9,,,
"Actividad economica no especificada (153)",28,25,2,1,
"Hombres (154)",1098,982,79,27,10
"Agric., ganadería, caza y silvicultura (155)",938,880,50,8,
"Explotación de minas y canteras (157)",1,,1,,
"Industrias manufactureras (158)",20,13,1,5,1
"Construcción (160)",34,17,7,10,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",28,28,,,
"Venta, mant.y rep. veh.autom y motoc. (162)",2,2,,,
"Comercio al por mayor (163)",1,1,,,
"Comercio al por menor (164)",25,25,,,
"Hoteles y restaurantes (165)",3,3,,,
"Trans., almac. y comunicaciones (166)",27,16,9,1,1
"Activid.inmobil., empres. y alquileres (168)",10,5,3,1,1
"Admin.pub. y defensa; p. segur soc.afil (169)",3,,,,3
"Enseñanza (170)",16,5,5,2,4
"Servicios sociales y de salud (171)",2,2,,,
"Otras activ. serv.comun.soc y personales (172)",5,4,1,,
"Hogares privados con servicio doméstico (173)",1,1,,,
"Actividad economica no especificada (175)",10,8,2,,
"Mujeres (176)",300,250,33,9,8
"Agric., ganadería, caza y silvicultura (177)",174,140,30,3,1
"Industrias manufactureras (180)",4,4,,,
"Construcción (182)",1,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",49,48,1,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por menor (186)",48,47,1,,
"Hoteles y restaurantes (187)",25,24,1,,
"Activid.inmobil., empres. y alquileres (190)",3,2,,1,
"Enseñanza (192)",14,5,1,4,4
"Servicios sociales y de salud (193)",3,,,,3
"Otras activ. serv.comun.soc y personales (194)",1,1,,,
"Hogares privados con servicio doméstico (195)",8,8,,,
"Actividad economica no especificada (197)",18,17,,1,
