"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",133,126,6,,1
"Educación inicial (062)",11,10,1,,
"Primaria (063)",4024,3367,509,90,58
"Secundaria (064)",4910,3804,649,198,259
"Superior no univ. incompleta (065)",496,303,70,57,66
"Superior no univ. completa (066)",988,338,188,226,236
"Superior univ. incompleta (067)",303,148,47,44,64
"Superior univ. completa (068)",564,171,113,128,152
"De 06 a 14 años (070)",317,290,21,6,
"Educación inicial (072)",5,5,,,
"Primaria (073)",201,183,15,3,
"Secundaria (074)",111,102,6,3,
"De 15 a 29 años (080)",3923,2841,616,213,253
"Sin nivel (081)",18,16,1,,1
"Educación inicial (082)",4,3,1,,
"Primaria (083)",771,618,121,21,11
"Secundaria (084)",2336,1817,343,89,87
"Superior no univ. incompleta (085)",198,138,26,16,18
"Superior no univ. completa (086)",294,112,69,47,66
"Superior univ. incompleta (087)",143,83,17,17,26
"Superior univ. completa (088)",159,54,38,23,44
"De 30 a 44 años (090)",3949,2658,579,325,387
"Sin nivel (091)",31,29,2,,
"Educación inicial (092)",2,2,,,
"Primaria (093)",1196,966,182,29,19
"Secundaria (094)",1633,1264,203,62,104
"Superior no univ. incompleta (095)",202,108,32,23,39
"Superior no univ. completa (096)",495,165,86,124,120
"Superior univ. incompleta (097)",115,46,24,18,27
"Superior univ. completa (098)",275,78,50,69,78
"De 45 a 64 años (100)",2645,1944,325,192,184
"Sin nivel (101)",48,47,1,,
"Primaria (103)",1380,1166,160,31,23
"Secundaria (104)",767,570,93,43,61
"Superior no univ. incompleta (105)",89,53,9,18,9
"Superior no univ. completa (106)",197,59,33,55,50
"Superior univ. incompleta (107)",41,15,6,9,11
"Superior univ. completa (108)",123,34,23,36,30
"De 65 y más años (110)",595,534,42,7,12
"Sin nivel (111)",36,34,2,,
"Primaria (113)",476,434,31,6,5
"Secundaria (114)",63,51,4,1,7
"Superior no univ. incompleta (115)",7,4,3,,
"Superior no univ. completa (116)",2,2,,,
"Superior univ. incompleta (117)",4,4,,,
"Superior univ. completa (118)",7,5,2,,
,,,,,
"RURAL (120)",8924,7883,844,148,49
"Sin nivel (121)",337,319,15,2,1
"Educación inicial (122)",6,5,1,,
"Primaria (123)",5087,4660,359,60,8
"Secundaria (124)",2809,2494,261,44,10
"Superior no univ. incompleta (125)",152,113,26,9,4
"Superior no univ. completa (126)",398,222,138,20,18
"Superior univ. incompleta (127)",34,23,7,2,2
"Superior univ. completa (128)",101,47,37,11,6
"De 06 a 14 años (130)",384,349,17,18,
"Sin nivel (131)",8,7,1,,
"Educación inicial (132)",4,4,,,
"Primaria (133)",311,284,14,13,
"Secundaria (134)",61,54,2,5,
"De 15 a 29 años (140)",3339,2916,338,68,17
"Sin nivel (141)",43,38,2,2,1
"Educación inicial (142)",1,,1,,
"Primaria (143)",1458,1318,116,23,1
"Secundaria (144)",1581,1402,150,24,5
"Superior no univ. incompleta (145)",52,41,8,3,
"Superior no univ. completa (146)",153,88,48,10,7
"Superior univ. incompleta (147)",15,11,2,2,
"Superior univ. completa (148)",36,18,11,4,3
"De 30 a 44 años (150)",2864,2464,332,47,21
"Sin nivel (151)",79,77,2,,
"Educación inicial (152)",1,1,,,
"Primaria (153)",1590,1442,128,15,5
"Secundaria (154)",862,763,84,13,2
"Superior no univ. incompleta (155)",73,52,15,4,2
"Superior no univ. completa (156)",200,102,78,10,10
"Superior univ. incompleta (157)",10,5,4,,1
"Superior univ. completa (158)",49,22,21,5,1
"De 45 a 64 años (160)",1883,1729,134,10,10
"Sin nivel (161)",142,133,9,,
"Primaria (163)",1355,1269,81,4,1
"Secundaria (164)",291,262,24,2,3
"Superior no univ. incompleta (165)",26,19,3,2,2
"Superior no univ. completa (166)",45,32,12,,1
"Superior univ. incompleta (167)",8,7,,,1
"Superior univ. completa (168)",16,7,5,2,2
"De 65 y más años (170)",454,425,23,5,1
"Sin nivel (171)",65,64,1,,
"Primaria (173)",373,347,20,5,1
"Secundaria (174)",14,13,1,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior univ. incompleta (177)",1,,1,,
