"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",3441,144,,1082,1371,148,256,99,341
"Esposa(o)/ compa¤era(o) (050)",157,12,2,32,59,17,10,7,18
"Hijo(a)/ hijastro(a) (051)",3603,320,177,1162,1395,167,86,180,116
"Yerno/ nuera (052)",104,,,10,47,11,16,6,14
"Nieto(a) (053)",214,49,27,78,53,5,,2,
"Padres/ suegros (054)",37,15,,17,5,,,,
"Otro(a) pariente (055)",309,32,10,89,111,26,11,15,15
"Trabajador(a) del hogar (056)",8,2,,2,4,,,,
"Pensionista (057)",3,,,1,1,1,,,
"Otro(a) no pariente (058)",115,9,1,38,45,8,9,3,2
"Mujeres (060)",8346,1316,231,2968,2725,266,320,192,328
"Jefe o Jefa (061)",1234,364,1,418,272,36,58,24,61
"Esposa(o)/ compa¤era(o) (062)",2728,454,3,1134,788,60,132,32,125
"Hijo(a)/ hijastro(a) (063)",3418,325,187,1104,1344,128,103,121,106
"Yerno/ nuera (064)",168,5,,38,85,14,12,1,13
"Nieto(a) (065)",190,38,23,78,42,5,1,2,1
"Padres/ suegros (066)",83,55,,19,9,,,,
"Otro(a) pariente (067)",382,62,17,137,116,17,9,10,14
"Trabajador(a) del hogar (068)",36,2,,13,20,1,,,
"Pensionista (069)",9,,,2,5,1,1,,
"Otro(a) no pariente (070)",98,11,,25,44,4,4,2,8
,,,,,,,,,
"RURAL (072)",28650,6604,760,11891,8411,338,240,225,181
"Jefe o Jefa (073)",8908,2515,9,4028,2055,71,99,37,94
"Esposa(o)/ compa¤era(o) (074)",5469,2217,9,2358,830,15,21,10,9
"Hijo(a)/ hijastro(a) (075)",12125,1369,649,4703,4871,217,98,151,67
"Yerno/ nuera (076)",420,12,,139,238,13,7,8,3
"Nieto(a) (077)",735,198,69,304,149,6,2,6,1
"Padres/ suegros (078)",155,125,,28,2,,,,
"Otro(a) pariente (079)",787,162,24,307,253,15,11,11,4
"Trabajador(a) del hogar (080)",6,1,,4,1,,,,
"Otro(a) no pariente (082)",45,5,,20,12,1,2,2,3
"Hombres (084)",14091,1949,359,6040,5050,217,173,152,151
"Jefe o Jefa (085)",6551,1075,3,3349,1846,61,89,34,94
"Esposa(o)/ compa¤era(o) (086)",207,42,,85,74,1,3,1,1
"Hijo(a)/ hijastro(a) (087)",6303,637,305,2221,2795,135,65,97,48
"Yerno/ nuera (088)",146,2,,37,89,6,3,6,3
"Nieto(a) (089)",392,100,36,157,93,2,2,2,
"Padres/ suegros (090)",48,25,,22,1,,,,
"Otro(a) pariente (091)",419,67,15,159,145,11,10,10,2
"Trabajador(a) del hogar (092)",2,1,,1,,,,,
"Otro(a) no pariente (094)",23,,,9,7,1,1,2,3
"Mujeres (096)",14559,4655,401,5851,3361,121,67,73,30
"Jefe o Jefa (097)",2357,1440,6,679,209,10,10,3,
"Esposa(o)/ compa¤era(o) (098)",5262,2175,9,2273,756,14,18,9,8
"Hijo(a)/ hijastro(a) (099)",5822,732,344,2482,2076,82,33,54,19
"Yerno/ nuera (100)",274,10,,102,149,7,4,2,
"Nieto(a) (101)",343,98,33,147,56,4,,4,1
"Padres/ suegros (102)",107,100,,6,1,,,,
"Otro(a) pariente (103)",368,95,9,148,108,4,1,1,2
"Trabajador(a) del hogar (104)",4,,,3,1,,,,
"Otro(a) no pariente (106)",22,5,,11,5,,1,,
