"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",429,400,195,113,68,18,5,1,,,29,331
"De 25 a 29 años (024)",398,365,54,104,102,61,39,4,1,,33,686
"De 30 a 34 años (025)",463,440,59,77,102,86,95,20,,1,23,1089
"De 35 a 39 años (026)",465,450,41,54,90,92,111,50,12,,15,1416
"De 40 a 44 años (027)",426,414,18,26,65,74,136,64,28,3,12,1661
"De 45 a 49 años (028)",378,366,25,22,44,46,101,82,34,12,12,1646
"De 50 y más años (029)",2005,1991,142,133,158,194,485,483,248,148,14,10038
"Desocupada (030)",102,97,53,11,10,3,6,8,4,2,5,170
"De 12 a 14 años (031)",3,3,3,,,,,,,,,
"De 15 a 19 años (032)",19,19,18,1,,,,,,,,1
"De 20 a 24 años (033)",28,26,19,4,3,,,,,,2,10
"De 25 a 29 años (034)",16,14,9,3,2,,,,,,2,7
"De 30 a 34 años (035)",9,8,2,2,3,1,,,,,1,11
"De 35 a 39 años (036)",6,6,,1,,,3,1,1,,,29
"De 40 a 44 años (037)",4,4,1,,1,1,,1,,,,11
"De 45 a 49 años (038)",5,5,,,1,1,1,1,1,,,23
"De 50 y más años (039)",12,12,1,,,,2,5,2,2,,78
"No PEA (040)",5737,5620,2105,469,495,515,850,667,352,167,117,15917
"De 12 a 14 años (041)",908,903,899,3,1,,,,,,5,5
"De 15 a 19 años (042)",877,862,805,49,7,1,,,,,15,66
"De 20 a 24 años (043)",353,327,137,104,59,18,9,,,,26,315
"De 25 a 29 años (044)",347,315,36,85,93,65,33,3,,,32,623
"De 30 a 34 años (045)",313,302,31,32,71,81,68,16,3,,11,841
"De 35 a 39 años (046)",305,301,13,31,49,65,93,41,6,3,4,1080
"De 40 a 44 años (047)",306,302,20,17,36,49,91,55,28,6,4,1303
"De 45 a 49 años (048)",255,252,11,12,30,34,67,61,28,9,3,1202
"De 50 y más años (049)",2073,2056,153,136,149,202,489,491,287,149,17,10482
,,,,,,,,,,,,
"URBANA (060)",2845,2751,886,323,407,340,418,240,89,48,94,6811
"De 12 a 14 años (061)",272,270,268,1,1,,,,,,2,3
"De 15 a 19 años (062)",430,419,376,35,5,3,,,,,11,54
"De 20 a 24 años (063)",236,218,102,69,37,4,6,,,,18,181
"De 25 a 29 años (064)",279,247,36,70,85,39,16,,1,,32,434
"De 30 a 34 años (065)",262,257,21,41,81,63,43,7,,1,5,634
"De 35 a 39 años (066)",266,258,11,31,59,69,61,23,3,1,8,798
"De 40 a 44 años (067)",211,206,14,16,38,51,61,19,6,1,5,699
"De 45 a 49 años (068)",167,160,3,12,24,29,46,29,15,2,7,683
"De 50 y más años (069)",722,716,55,48,77,82,185,162,64,43,6,3325
"PEA (070)",1251,1209,241,184,228,166,212,113,41,24,42,3400
"De 12 a 14 años (071)",25,25,25,,,,,,,,,
"De 15 a 19 años (072)",99,97,80,15,,2,,,,,2,21
"De 20 a 24 años (073)",130,119,58,39,18,2,2,,,,11,90
"De 25 a 29 años (074)",139,127,22,35,47,14,8,,1,,12,214
"De 30 a 34 años (075)",149,148,15,31,45,29,22,5,,1,1,342
"De 35 a 39 años (076)",156,150,9,19,39,38,30,14,1,,6,435
"De 40 a 44 años (077)",117,113,7,10,23,26,37,6,4,,4,370
"De 45 a 49 años (078)",97,93,3,7,14,20,24,17,6,2,4,380
"De 50 y más años (079)",339,337,22,28,42,35,89,71,29,21,2,1548
"Ocupada (080)",1206,1165,217,178,225,164,210,108,39,24,41,3327
"De 12 a 14 años (081)",24,24,24,,,,,,,,,
"De 15 a 19 años (082)",88,86,70,14,,2,,,,,2,20
"De 20 a 24 años (083)",120,110,52,36,18,2,2,,,,10,87
"De 25 a 29 años (084)",133,121,18,34,46,14,8,,1,,12,211
"De 30 a 34 años (085)",144,143,14,30,43,28,22,5,,1,1,334
"De 35 a 39 años (086)",153,147,9,19,39,38,29,13,,,6,416
"De 40 a 44 años (087)",115,111,6,10,23,25,37,6,4,,4,367
"De 45 a 49 años (088)",94,90,3,7,14,20,23,16,5,2,4,362
"De 50 y más años (089)",335,333,21,28,42,35,89,68,29,21,2,1530
"Desocupada (090)",45,44,24,6,3,2,2,5,2,,1,73
"De 12 a 14 años (091)",1,1,1,,,,,,,,,
"De 15 a 19 años (092)",11,11,10,1,,,,,,,,1
"De 20 a 24 años (093)",10,9,6,3,,,,,,,1,3
"De 25 a 29 años (094)",6,6,4,1,1,,,,,,,3
"De 30 a 34 años (095)",5,5,1,1,2,1,,,,,,8
"De 35 a 39 años (096)",3,3,,,,,1,1,1,,,19
"De 40 a 44 años (097)",2,2,1,,,1,,,,,,3
"De 45 a 49 años (098)",3,3,,,,,1,1,1,,,18
"De 50 y más años (099)",4,4,1,,,,,3,,,,18
"No PEA (100)",1594,1542,645,139,179,174,206,127,48,24,52,3411
"De 12 a 14 años (101)",247,245,243,1,1,,,,,,2,3
"De 15 a 19 años (102)",331,322,296,20,5,1,,,,,9,33
"De 20 a 24 años (103)",106,99,44,30,19,2,4,,,,7,91
"De 25 a 29 años (104)",140,120,14,35,38,25,8,,,,20,220
"De 30 a 34 años (105)",113,109,6,10,36,34,21,2,,,4,292
"De 35 a 39 años (106)",110,108,2,12,20,31,31,9,2,1,2,363
"De 40 a 44 años (107)",94,93,7,6,15,25,24,13,2,1,1,329
"De 45 a 49 años (108)",70,67,,5,10,9,22,12,9,,3,303
"De 50 y más años (109)",383,379,33,20,35,47,96,91,35,22,4,1777
,,,,,,,,,,,,
"RURAL (120)",7985,7808,2161,739,732,752,1410,1139,590,285,177,26215
"De 12 a 14 años (121)",729,726,722,3,1,,,,,,3,5
"De 15 a 19 años (122)",803,788,714,67,6,1,,,,,15,82
"De 20 a 24 años (123)",574,535,249,152,93,32,8,1,,,39,475
"De 25 a 29 años (124)",482,447,63,122,112,87,56,7,,,35,882
"De 30 a 34 años (125)",523,493,71,70,95,105,120,29,3,,30,1307
"De 35 a 39 años (126)",510,499,43,55,80,88,146,69,16,2,11,1727
"De 40 a 44 años (127)",525,514,25,27,64,73,166,101,50,8,11,2276
"De 45 a 49 años (128)",471,463,33,22,51,52,123,115,48,19,8,2188
"De 50 y más años (129)",3368,3343,241,221,230,314,791,817,473,256,25,17273
"PEA (130)",3842,3730,701,409,416,411,766,599,286,142,112,13709
"De 12 a 14 años (131)",68,68,66,1,1,,,,,,,3
"De 15 a 19 años (132)",257,248,205,38,4,1,,,,,9,49
"De 20 a 24 años (133)",327,307,156,78,53,16,3,1,,,20,251
"De 25 a 29 años (134)",275,252,41,72,57,47,31,4,,,23,479
"De 30 a 34 años (135)",323,300,46,48,60,58,73,15,,,23,758
"De 35 a 39 años (136)",315,306,32,36,51,54,84,37,12,,9,1010
"De 40 a 44 años (137)",313,305,12,16,43,49,99,59,24,3,8,1302
"De 45 a 49 años (138)",286,278,22,15,31,27,78,66,29,10,8,1289
"De 50 y más años (139)",1678,1666,121,105,116,159,398,417,221,129,12,8568
"Ocupada (140)",3785,3677,672,404,409,410,762,596,284,140,108,13612
"De 12 a 14 años (141)",66,66,64,1,1,,,,,,,3
"De 15 a 19 años (142)",249,240,197,38,4,1,,,,,9,49
"De 20 a 24 años (143)",309,290,143,77,50,16,3,1,,,19,244
"De 25 a 29 años (144)",265,244,36,70,56,47,31,4,,,21,475
"De 30 a 34 años (145)",319,297,45,47,59,58,73,15,,,22,755
"De 35 a 39 años (146)",312,303,32,35,51,54,82,37,12,,9,1000
"De 40 a 44 años (147)",311,303,12,16,42,49,99,58,24,3,8,1294
"De 45 a 49 años (148)",284,276,22,15,30,26,78,66,29,10,8,1284
"De 50 y más años (149)",1670,1658,121,105,116,159,396,415,219,127,12,8508
"Desocupada (150)",57,53,29,5,7,1,4,3,2,2,4,97
"De 12 a 14 años (151)",2,2,2,,,,,,,,,
"De 15 a 19 años (152)",8,8,8,,,,,,,,,
"De 20 a 24 años (153)",18,17,13,1,3,,,,,,1,7
"De 25 a 29 años (154)",10,8,5,2,1,,,,,,2,4
"De 30 a 34 años (155)",4,3,1,1,1,,,,,,1,3
"De 35 a 39 años (156)",3,3,,1,,,2,,,,,10
"De 40 a 44 años (157)",2,2,,,1,,,1,,,,8
"De 45 a 49 años (158)",2,2,,,1,1,,,,,,5
"De 50 y más años (159)",8,8,,,,,2,2,2,2,,60
"No PEA (160)",4143,4078,1460,330,316,341,644,540,304,143,65,12506
"De 12 a 14 años (161)",661,658,656,2,,,,,,,3,2
"De 15 a 19 años (162)",546,540,509,29,2,,,,,,6,33
"De 20 a 24 años (163)",247,228,93,74,40,16,5,,,,19,224
"De 25 a 29 años (164)",207,195,22,50,55,40,25,3,,,12,403
"De 30 a 34 años (165)",200,193,25,22,35,47,47,14,3,,7,549
"De 35 a 39 años (166)",195,193,11,19,29,34,62,32,4,2,2,717
"De 40 a 44 años (167)",212,209,13,11,21,24,67,42,26,5,3,974
"De 45 a 49 años (168)",185,185,11,7,20,25,45,49,19,9,,899
"De 50 y más años (169)",1690,1677,120,116,114,155,393,400,252,127,13,8705
