"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",293,293,,,
"De 06 a 14 años (056)",425,397,24,3,1
"Empleado (057)",42,37,4,1,
"Obrero (058)",17,15,2,,
"Trabajador independiente (059)",99,96,3,,
"Empleador o patrono (060)",4,3,1,,
"Trabajador familiar no remunerado (061)",232,215,14,2,1
"Trabajador del hogar (062)",31,31,,,
"De 15 a 29 años (064)",5771,4465,517,347,442
"Empleado (065)",1442,632,227,234,349
"Obrero (066)",674,376,114,96,88
"Trabajador independiente (067)",2645,2520,125,,
"Empleador o patrono (068)",110,86,16,6,2
"Trabajador familiar no remunerado (069)",725,676,35,11,3
"Trabajador del hogar (070)",175,175,,,
"De 30 a 44 años (072)",7895,5445,680,950,820
"Empleado (073)",2473,544,398,835,696
"Obrero (074)",710,401,88,104,117
"Trabajador independiente (075)",3994,3844,150,,
"Empleador o patrono (076)",137,110,16,7,4
"Trabajador familiar no remunerado (077)",529,494,28,4,3
"Trabajador del hogar (078)",52,52,,,
"De 45 a 64 años (080)",5211,3883,380,475,473
"Empleado (081)",1271,254,187,418,412
"Obrero (082)",373,214,48,52,59
"Trabajador independiente (083)",3076,2956,120,,
"Empleador o patrono (084)",95,79,11,4,1
"Trabajador familiar no remunerado (085)",372,356,14,1,1
"Trabajador del hogar (086)",24,24,,,
"De 65 y más años (088)",1074,982,47,22,23
"Empleado (089)",56,19,6,14,17
"Obrero (090)",63,46,5,7,5
"Trabajador independiente (091)",794,763,31,,
"Empleador o patrono (092)",23,21,2,,
"Trabajador familiar no remunerado (093)",127,122,3,1,1
"Trabajador del hogar (094)",11,11,,,
,,,,,
"RURAL (096)",13174,11969,602,315,288
"Empleado (097)",522,223,79,108,112
"Obrero (098)",1278,708,205,195,170
"Trabajador independiente (099)",7651,7439,212,,
"Empleador o patrono (100)",155,140,12,2,1
"Trabajador familiar no remunerado (101)",3513,3404,94,10,5
"Trabajador del hogar (102)",55,55,,,
"De 06 a 14 años (104)",396,380,15,1,
"Empleado (105)",1,1,,,
"Obrero (106)",18,13,5,,
"Trabajador independiente (107)",48,46,2,,
"Trabajador familiar no remunerado (109)",325,316,8,1,
"Trabajador del hogar (110)",4,4,,,
"De 15 a 29 años (112)",3158,2770,206,93,89
"Empleado (113)",223,133,28,23,39
"Obrero (114)",386,203,66,68,49
"Trabajador independiente (115)",1370,1311,59,,
"Empleador o patrono (116)",26,18,5,2,1
"Trabajador familiar no remunerado (117)",1125,1077,48,,
"Trabajador del hogar (118)",28,28,,,
"De 30 a 44 años (120)",4023,3542,221,141,119
"Empleado (121)",187,59,31,52,45
"Obrero (122)",498,251,92,83,72
"Trabajador independiente (123)",2382,2305,77,,
"Empleador o patrono (124)",42,39,3,,
"Trabajador familiar no remunerado (125)",902,876,18,6,2
"Trabajador del hogar (126)",12,12,,,
"De 45 a 64 años (128)",3917,3634,135,74,74
"Empleado (129)",103,27,18,32,26
"Obrero (130)",313,188,38,41,46
"Trabajador independiente (131)",2603,2544,59,,
"Empleador o patrono (132)",64,61,3,,
"Trabajador familiar no remunerado (133)",827,807,17,1,2
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",1680,1643,25,6,6
"Empleado (137)",8,3,2,1,2
"Obrero (138)",63,53,4,3,3
"Trabajador independiente (139)",1248,1233,15,,
"Empleador o patrono (140)",23,22,1,,
"Trabajador familiar no remunerado (141)",334,328,3,2,1
"Trabajador del hogar (142)",4,4,,,
