"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",107,88,7,4,8
"Superior univ. completa (058)",341,223,30,32,56
,,,,,
"URBANA (060)",67509,43061,7678,7141,9629
"Sin nivel (061)",1521,1145,187,112,77
"Educación inicial (062)",50,29,13,4,4
"Primaria (063)",11033,8498,1096,719,720
"Secundaria (064)",27552,19837,3197,2195,2323
"Superior no univ. incompleta (065)",3223,2060,416,361,386
"Superior no univ. completa (066)",4261,2347,487,535,892
"Superior univ. incompleta (067)",6540,4024,875,691,950
"Superior univ. completa (068)",13329,5121,1407,2524,4277
"De 06 a 14 años (070)",563,447,79,22,15
"Sin nivel (071)",9,6,2,1,
"Educación inicial (072)",7,6,1,,
"Primaria (073)",281,229,37,7,8
"Secundaria (074)",266,206,39,14,7
"De 15 a 29 años (080)",21329,13123,3123,2522,2561
"Sin nivel (081)",122,83,19,15,5
"Educación inicial (082)",26,15,5,4,2
"Primaria (083)",1649,1025,235,188,201
"Secundaria (084)",10739,7356,1552,996,835
"Superior no univ. incompleta (085)",1468,902,220,181,165
"Superior no univ. completa (086)",1352,722,201,203,226
"Superior univ. incompleta (087)",3174,1940,517,367,350
"Superior univ. completa (088)",2799,1080,374,568,777
"De 30 a 44 años (090)",24938,15051,2780,2960,4147
"Sin nivel (091)",469,313,75,44,37
"Educación inicial (092)",17,8,7,,2
"Primaria (093)",2946,2136,327,251,232
"Secundaria (094)",9977,7183,1089,800,905
"Superior no univ. incompleta (095)",1184,747,142,145,150
"Superior no univ. completa (096)",1956,1058,210,253,435
"Superior univ. incompleta (097)",2156,1308,250,229,369
"Superior univ. completa (098)",6233,2298,680,1238,2017
"De 45 a 64 años (100)",17488,11696,1499,1522,2771
"Sin nivel (101)",653,505,71,45,32
"Primaria (103)",4481,3589,413,230,249
"Secundaria (104)",5881,4501,473,357,550
"Superior no univ. incompleta (105)",511,360,49,34,68
"Superior no univ. completa (106)",875,508,69,76,222
"Superior univ. incompleta (107)",1115,700,101,91,223
"Superior univ. completa (108)",3972,1533,323,689,1427
"De 65 y más años (110)",3191,2744,197,115,135
"Sin nivel (111)",268,238,20,7,3
"Primaria (113)",1676,1519,84,43,30
"Secundaria (114)",689,591,44,28,26
"Superior no univ. incompleta (115)",60,51,5,1,3
"Superior no univ. completa (116)",78,59,7,3,9
"Superior univ. incompleta (117)",95,76,7,4,8
"Superior univ. completa (118)",325,210,30,29,56
,,,,,
"RURAL (120)",10252,7459,1271,979,543
"Sin nivel (121)",730,547,111,50,22
"Educación inicial (122)",4,3,,1,
"Primaria (123)",3425,2702,349,247,127
"Secundaria (124)",4579,3210,596,520,253
"Superior no univ. incompleta (125)",327,234,44,32,17
"Superior no univ. completa (126)",278,181,39,31,27
"Superior univ. incompleta (127)",395,298,51,27,19
"Superior univ. completa (128)",514,284,81,71,78
"De 06 a 14 años (130)",117,97,13,7,
"Sin nivel (131)",6,6,,,
"Primaria (133)",69,59,6,4,
"Secundaria (134)",42,32,7,3,
"De 15 a 29 años (140)",3593,2377,556,422,238
"Sin nivel (141)",63,41,11,5,6
"Educación inicial (142)",2,2,,,
"Primaria (143)",687,468,111,70,38
"Secundaria (144)",2253,1490,342,280,141
"Superior no univ. incompleta (145)",150,105,18,19,8
"Superior no univ. completa (146)",116,69,25,11,11
"Superior univ. incompleta (147)",173,130,24,10,9
"Superior univ. completa (148)",149,72,25,27,25
"De 30 a 44 años (150)",3263,2293,413,361,196
"Sin nivel (151)",233,166,40,21,6
"Educación inicial (152)",2,1,,1,
"Primaria (153)",983,734,115,90,44
"Secundaria (154)",1458,1017,181,179,81
"Superior no univ. incompleta (155)",101,69,17,8,7
"Superior no univ. completa (156)",116,77,10,15,14
"Superior univ. incompleta (157)",138,101,14,16,7
"Superior univ. completa (158)",232,128,36,31,37
"De 45 a 64 años (160)",2533,2004,254,170,105
"Sin nivel (161)",295,213,51,22,9
"Primaria (163)",1222,1010,96,72,44
"Secundaria (164)",729,583,61,55,30
"Superior no univ. incompleta (165)",57,41,9,5,2
"Superior no univ. completa (166)",41,31,4,5,1
"Superior univ. incompleta (167)",72,55,13,1,3
"Superior univ. completa (168)",117,71,20,10,16
"De 65 y más años (170)",746,688,35,19,4
"Sin nivel (171)",133,121,9,2,1
"Primaria (173)",464,431,21,11,1
"Secundaria (174)",97,88,5,3,1
"Superior no univ. incompleta (175)",19,19,,,
"Superior no univ. completa (176)",5,4,,,1
"Superior univ. incompleta (177)",12,12,,,
"Superior univ. completa (178)",16,13,,3,
