"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (038)",1663,,255,796,586,26
"Servicios sociales y de salud (039)",429,,84,194,130,21
"Otras activ. serv.comun.soc y personales (040)",1569,22,612,517,336,82
"Hogares privados con servicio doméstico (041)",112,2,49,37,20,4
"Organiz. y organos extraterritoriales (042)",1,,,,,1
"Actividad economica no especificada (043)",486,1,188,148,116,33
"Mujeres (045)",29622,328,9445,11523,7188,1138
"Agric., ganadería, caza y silvicultura (046)",8211,111,2490,3058,2144,408
"Pesca (047)",28,2,3,11,11,1
"Explotación de minas y canteras (048)",34,,15,17,2,
"Industrias manufactureras (049)",874,3,312,336,190,33
"Suministro de electricidad, gas y agua (050)",35,,11,19,5,
"Construcción (051)",109,,51,38,19,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",7606,124,2166,2914,2012,390
"Venta, mant.y rep. veh.autom.y motoc. (053)",131,1,55,55,19,1
"Comercio al por mayor (054)",371,1,127,136,98,9
"Comercio al por menor (055)",7104,122,1984,2723,1895,380
"Hoteles y restaurantes (056)",2830,46,924,942,784,134
"Trans., almac. y comunicaciones (057)",441,2,252,135,48,4
"Intermediación financiera (058)",155,1,84,58,12,
"Activid.inmobil., empres. y alquileres (059)",845,1,402,304,130,8
"Admin.pub. y defensa; p. segur.soc.afil (060)",1110,,412,461,224,13
"Enseñanza (061)",2682,,562,1455,646,19
"Servicios sociales y de salud (062)",1003,1,302,415,277,8
"Otras activ. serv.comun.soc y personales (063)",940,4,373,381,158,24
"Hogares privados con servicio doméstico (064)",2133,33,879,790,381,50
"Actividad economica no especificada (066)",586,,207,189,145,45
,,,,,,
"URBANA (067)",68954,797,22893,25252,16816,3196
"Agric., ganadería, caza y silvicultura (068)",18373,271,5789,6081,4808,1424
"Pesca (069)",479,6,124,152,170,27
"Explotación de minas y canteras (070)",951,,377,472,99,3
"Industrias manufactureras (071)",3295,32,1252,1197,688,126
"Suministro de electricidad, gas y agua (072)",181,,46,68,62,5
"Construcción (073)",5866,21,2224,2259,1227,135
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",13233,270,4117,4700,3416,730
"Venta, mant.y rep. veh.autom.y motoc. (075)",1380,14,525,458,322,61
"Comercio al por mayor (076)",867,7,355,294,192,19
"Comercio al por menor (077)",10986,249,3237,3948,2902,650
"Hoteles y restaurantes (078)",3629,79,1230,1143,991,186
"Trans., almac. y comunicaciones (079)",6432,46,2563,2303,1366,154
"Intermediación financiera (080)",292,1,140,116,35,
"Activid.inmobil., empres. y alquileres (081)",3139,11,1206,1201,636,85
"Admin.pub. y defensa; p. segur.soc.afil (082)",2552,,742,1067,706,37
"Enseñanza (083)",4074,,742,2113,1176,43
"Servicios sociales y de salud (084)",1323,1,342,567,385,28
"Otras activ. serv.comun.soc y personales (085)",2183,26,848,779,438,92
"Hogares privados con servicio doméstico (086)",1996,33,812,729,373,49
"Organiz. y organos extraterritoriales (087)",1,,,,,1
"Actividad economica no especificada (088)",955,,339,305,240,71
"Hombres (089)",43378,516,14778,15242,10598,2244
"Agric., ganadería, caza y silvicultura (090)",12507,198,3980,3856,3315,1158
"Pesca (091)",463,4,124,145,164,26
"Explotación de minas y canteras (092)",920,,364,456,97,3
"Industrias manufactureras (093)",2527,29,987,906,512,93
"Suministro de electricidad, gas y agua (094)",147,,35,50,57,5
"Construcción (095)",5771,21,2182,2223,1211,134
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",6177,153,2104,2013,1541,366
"Venta, mant.y rep. veh.autom.y motoc. (097)",1260,13,474,410,303,60
"Comercio al por mayor (098)",518,6,234,171,96,11
"Comercio al por menor (099)",4399,134,1396,1432,1142,295
"Hoteles y restaurantes (100)",1002,33,385,264,261,59
"Trans., almac. y comunicaciones (101)",6037,44,2337,2185,1321,150
"Intermediación financiera (102)",140,,56,60,24,
"Activid.inmobil., empres. y alquileres (103)",2372,10,846,923,516,77
"Admin.pub. y defensa; p. segur.soc.afil (104)",1500,,353,633,490,24
"Enseñanza (105)",1570,,239,748,557,26
"Servicios sociales y de salud (106)",400,,76,181,123,20
"Otras activ. serv.comun.soc y personales (107)",1330,22,516,437,285,70
"Hogares privados con servicio doméstico (108)",95,2,44,30,16,3
"Organiz. y organos extraterritoriales (109)",1,,,,,1
"Actividad economica no especificada (110)",419,,150,132,108,29
"Mujeres (112)",25576,281,8115,10010,6218,952
"Agric., ganadería, caza y silvicultura (113)",5866,73,1809,2225,1493,266
"Pesca (114)",16,2,,7,6,1
"Explotación de minas y canteras (115)",31,,13,16,2,
"Industrias manufactureras (116)",768,3,265,291,176,33
"Suministro de electricidad, gas y agua (117)",34,,11,18,5,
"Construcción (118)",95,,42,36,16,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",7056,117,2013,2687,1875,364
"Venta, mant.y rep. veh.autom.y motoc. (120)",120,1,51,48,19,1
"Comercio al por mayor (121)",349,1,121,123,96,8
"Comercio al por menor (122)",6587,115,1841,2516,1760,355
"Hoteles y restaurantes (123)",2627,46,845,879,730,127
"Trans., almac. y comunicaciones (124)",395,2,226,118,45,4
"Intermediación financiera (125)",152,1,84,56,11,
"Activid.inmobil., empres. y alquileres (126)",767,1,360,278,120,8
"Admin.pub. y defensa; p. segur.soc.afil (127)",1052,,389,434,216,13
"Enseñanza (128)",2504,,503,1365,619,17
"Servicios sociales y de salud (129)",923,1,266,386,262,8
"Otras activ. serv.comun.soc y personales (130)",853,4,332,342,153,22
"Hogares privados con servicio doméstico (131)",1901,31,768,699,357,46
"Actividad economica no especificada (133)",536,,189,173,132,42
,,,,,,
"RURAL (134)",13705,137,4441,4766,3451,910
"Agric., ganadería, caza y silvicultura (135)",8485,113,2506,2740,2349,777
"Pesca (136)",88,4,29,25,27,3
"Explotación de minas y canteras (137)",66,,32,26,8,
"Industrias manufactureras (138)",492,1,230,180,68,13
"Suministro de electricidad, gas y agua (139)",26,,11,8,7,
"Construcción (140)",951,2,323,371,243,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",955,10,299,377,223,46
"Venta, mant.y rep. veh.autom.y motoc. (142)",110,,49,39,20,2
"Comercio al por mayor (143)",57,,19,26,11,1
"Comercio al por menor (144)",788,10,231,312,192,43
"Hoteles y restaurantes (145)",297,,117,99,74,7
"Trans., almac. y comunicaciones (146)",557,4,211,211,123,8
"Intermediación financiera (147)",7,,2,4,1,
"Activid.inmobil., empres. y alquileres (148)",519,,200,215,92,12
"Admin.pub. y defensa; p. segur.soc.afil (149)",190,,53,81,53,3
"Enseñanza (150)",271,,75,138,56,2
"Servicios sociales y de salud (151)",109,,44,42,22,1
"Otras activ. serv.comun.soc y personales (152)",326,,137,119,56,14
"Hogares privados con servicio doméstico (153)",249,2,116,98,28,5
"Actividad economica no especificada (155)",117,1,56,32,21,7
"Hombres (156)",9659,90,3111,3253,2481,724
"Agric., ganadería, caza y silvicultura (157)",6140,75,1825,1907,1698,635
"Pesca (158)",76,4,26,21,22,3
"Explotación de minas y canteras (159)",63,,30,25,8,
"Industrias manufactureras (160)",386,1,183,135,54,13
"Suministro de electricidad, gas y agua (161)",25,,11,7,7,
"Construcción (162)",937,2,314,369,240,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",405,3,146,150,86,20
"Venta, mant.y rep. veh.autom.y motoc. (164)",99,,45,32,20,2
"Comercio al por mayor (165)",35,,13,13,9,
"Comercio al por menor (166)",271,3,88,105,57,18
"Hoteles y restaurantes (167)",94,,38,36,20,
"Trans., almac. y comunicaciones (168)",511,4,185,194,120,8
"Intermediación financiera (169)",4,,2,2,,
"Activid.inmobil., empres. y alquileres (170)",441,,158,189,82,12
"Admin.pub. y defensa; p. segur.soc.afil (171)",132,,30,54,45,3
"Enseñanza (172)",93,,16,48,29,
"Servicios sociales y de salud (173)",29,,8,13,7,1
"Otras activ. serv.comun.soc y personales (174)",239,,96,80,51,12
"Hogares privados con servicio doméstico (175)",17,,5,7,4,1
"Actividad economica no especificada (177)",67,1,38,16,8,4
"Mujeres (179)",4046,47,1330,1513,970,186
"Agric., ganadería, caza y silvicultura (180)",2345,38,681,833,651,142
"Pesca (181)",12,,3,4,5,
"Explotación de minas y canteras (182)",3,,2,1,,
"Industrias manufactureras (183)",106,,47,45,14,
"Suministro de electricidad, gas y agua (184)",1,,,1,,
"Construcción (185)",14,,9,2,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",550,7,153,227,137,26
"Venta, mant.y rep. veh.autom.y motoc. (187)",11,,4,7,,
"Comercio al por mayor (188)",22,,6,13,2,1
"Comercio al por menor (189)",517,7,143,207,135,25
"Hoteles y restaurantes (190)",203,,79,63,54,7
"Trans., almac. y comunicaciones (191)",46,,26,17,3,
"Intermediación financiera (192)",3,,,2,1,
"Activid.inmobil., empres. y alquileres (193)",78,,42,26,10,
"Admin.pub. y defensa; p. segur.soc.afil (194)",58,,23,27,8,
"Enseñanza (195)",178,,59,90,27,2
"Servicios sociales y de salud (196)",80,,36,29,15,
"Otras activ. serv.comun.soc y personales (197)",87,,41,39,5,2
"Hogares privados con servicio doméstico (198)",232,2,111,91,24,4
"Actividad economica no especificada (200)",50,,18,16,13,3
