"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",8334,703,220,2162,3419,534,576,347,373
"Trabajador(a) del hogar (044)",121,7,1,29,69,6,4,2,3
"Pensionista (045)",215,4,,21,97,30,33,14,16
"Otro(a) no pariente (046)",1860,90,31,333,783,179,188,121,135
"Hombres (048)",77438,5232,2316,20647,31321,4885,5628,3265,4144
"Jefe o Jefa (049)",30433,616,11,7033,13699,2077,3112,1229,2656
"Esposa(o)/ compa¤era(o) (050)",1794,28,2,380,890,123,165,77,129
"Hijo(a)/ hijastro(a) (051)",32975,3243,1688,9859,12170,1980,1643,1492,900
"Yerno/ nuera (052)",1607,8,5,87,891,150,241,81,144
"Nieto(a) (053)",4452,888,476,1654,1076,151,68,103,36
"Padres/ suegros (054)",599,87,,338,116,15,21,5,17
"Otro(a) pariente (055)",4399,318,118,1082,1954,283,265,199,180
"Trabajador(a) del hogar (056)",15,,,5,9,,,1,
"Pensionista (057)",159,3,,17,76,21,24,10,8
"Otro(a) no pariente (058)",1005,41,16,192,440,85,89,68,74
"Mujeres (060)",79109,7501,2290,22860,27317,5250,6896,2981,4014
"Jefe o Jefa (061)",11368,1178,12,3558,3683,642,1180,354,761
"Esposa(o)/ compa¤era(o) (062)",24544,1499,21,6495,9825,1629,2833,666,1576
"Hijo(a)/ hijastro(a) (063)",31335,3119,1696,9240,10092,2250,2128,1546,1264
"Yerno/ nuera (064)",1452,8,3,96,757,202,215,80,91
"Nieto(a) (065)",4174,800,440,1582,946,156,87,127,36
"Padres/ suegros (066)",1284,455,,640,125,11,30,2,21
"Otro(a) pariente (067)",3935,385,102,1080,1465,251,311,148,193
"Trabajador(a) del hogar (068)",106,7,1,24,60,6,4,1,3
"Pensionista (069)",56,1,,4,21,9,9,4,8
"Otro(a) no pariente (070)",855,49,15,141,343,94,99,53,61
,,,,,,,,,
"RURAL (072)",29473,3078,725,9954,11130,1474,1553,731,828
"Jefe o Jefa (073)",8459,590,,2995,3422,389,498,203,362
"Esposa(o)/ compa¤era(o) (074)",5380,610,,1930,2060,212,319,93,156
"Hijo(a)/ hijastro(a) (075)",11938,1305,590,3817,4347,719,576,335,249
"Yerno/ nuera (076)",448,4,,42,262,40,63,18,19
"Nieto(a) (077)",1295,288,100,500,312,39,22,33,1
"Padres/ suegros (078)",289,118,,143,21,3,,,4
"Otro(a) pariente (079)",1312,136,30,438,537,59,61,28,23
"Trabajador(a) del hogar (080)",15,,,4,11,,,,
"Pensionista (081)",12,1,,2,5,1,1,,2
"Otro(a) no pariente (082)",325,26,5,83,153,12,13,21,12
"Hombres (084)",15105,1185,386,4908,6243,776,735,403,469
"Jefe o Jefa (085)",6632,243,,2231,2935,338,385,188,312
"Esposa(o)/ compa¤era(o) (086)",272,13,,83,127,16,20,5,8
"Hijo(a)/ hijastro(a) (087)",6203,667,319,1956,2404,333,251,155,118
"Yerno/ nuera (088)",215,1,,16,130,21,29,9,9
"Nieto(a) (089)",683,158,51,260,167,24,10,13,
"Padres/ suegros (090)",93,16,,63,12,1,,,1
"Otro(a) pariente (091)",749,69,14,235,337,33,28,21,12
"Trabajador(a) del hogar (092)",3,,,1,2,,,,
"Pensionista (093)",9,1,,,4,1,1,,2
"Otro(a) no pariente (094)",246,17,2,63,125,9,11,12,7
"Mujeres (096)",14368,1893,339,5046,4887,698,818,328,359
"Jefe o Jefa (097)",1827,347,,764,487,51,113,15,50
"Esposa(o)/ compa¤era(o) (098)",5108,597,,1847,1933,196,299,88,148
"Hijo(a)/ hijastro(a) (099)",5735,638,271,1861,1943,386,325,180,131
"Yerno/ nuera (100)",233,3,,26,132,19,34,9,10
"Nieto(a) (101)",612,130,49,240,145,15,12,20,1
"Padres/ suegros (102)",196,102,,80,9,2,,,3
"Otro(a) pariente (103)",563,67,16,203,200,26,33,7,11
"Trabajador(a) del hogar (104)",12,,,3,9,,,,
"Pensionista (105)",3,,,2,1,,,,
"Otro(a) no pariente (106)",79,9,3,20,28,3,2,9,5
