"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",1815,1640,124,41,10
"Trabajador del hogar (054)",1171,1171,,,
"De 06 a 14 años (056)",767,671,81,13,2
"Empleado (057)",101,84,13,4,
"Obrero (058)",114,85,23,4,2
"Trabajador independiente (059)",210,191,19,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",279,248,26,5,
"Trabajador del hogar (062)",62,62,,,
"De 15 a 29 años (064)",11397,8639,1368,797,593
"Empleado (065)",3606,1844,665,609,488
"Obrero (066)",1932,1319,360,154,99
"Trabajador independiente (067)",4194,3924,270,,
"Empleador o patrono (068)",246,200,28,16,2
"Trabajador familiar no remunerado (069)",734,667,45,18,4
"Trabajador del hogar (070)",685,685,,,
"De 30 a 44 años (072)",12470,8550,1329,1361,1230
"Empleado (073)",4311,1419,663,1138,1091
"Obrero (074)",1746,1165,258,193,130
"Trabajador independiente (075)",5338,5009,329,,
"Empleador o patrono (076)",357,285,50,17,5
"Trabajador familiar no remunerado (077)",465,419,29,13,4
"Trabajador del hogar (078)",253,253,,,
"De 45 a 64 años (080)",7675,5676,693,602,704
"Empleado (081)",2037,634,287,489,627
"Obrero (082)",1195,878,152,94,71
"Trabajador independiente (083)",3704,3507,197,,
"Empleador o patrono (084)",314,259,35,15,5
"Trabajador familiar no remunerado (085)",274,247,22,4,1
"Trabajador del hogar (086)",151,151,,,
"De 65 y más años (088)",1402,1257,89,21,35
"Empleado (089)",113,56,19,12,26
"Obrero (090)",229,186,28,8,7
"Trabajador independiente (091)",890,857,33,,
"Empleador o patrono (092)",87,79,7,,1
"Trabajador familiar no remunerado (093)",63,59,2,1,1
"Trabajador del hogar (094)",20,20,,,
,,,,,
"RURAL (096)",28473,26576,1247,220,430
"Empleado (097)",1044,472,223,114,235
"Obrero (098)",7630,6645,701,95,189
"Trabajador independiente (099)",13123,12935,188,,
"Empleador o patrono (100)",412,391,19,1,1
"Trabajador familiar no remunerado (101)",5975,5844,116,10,5
"Trabajador del hogar (102)",289,289,,,
"De 06 a 14 años (104)",771,743,28,,
"Empleado (105)",2,2,,,
"Obrero (106)",166,154,12,,
"Trabajador independiente (107)",78,77,1,,
"Trabajador familiar no remunerado (109)",509,494,15,,
"Trabajador del hogar (110)",16,16,,,
"De 15 a 29 años (112)",10524,9858,476,79,111
"Empleado (113)",355,194,63,31,67
"Obrero (114)",3240,2865,294,40,41
"Trabajador independiente (115)",3358,3306,52,,
"Empleador o patrono (116)",59,53,5,1,
"Trabajador familiar no remunerado (117)",3372,3300,62,7,3
"Trabajador del hogar (118)",140,140,,,
"De 30 a 44 años (120)",8852,8132,447,88,185
"Empleado (121)",473,190,118,54,111
"Obrero (122)",2388,2051,232,34,71
"Trabajador independiente (123)",4583,4513,70,,
"Empleador o patrono (124)",134,129,4,,1
"Trabajador familiar no remunerado (125)",1208,1183,23,,2
"Trabajador del hogar (126)",66,66,,,
"De 45 a 64 años (128)",6206,5791,241,47,127
"Empleado (129)",207,83,42,28,54
"Obrero (130)",1491,1265,136,17,73
"Trabajador independiente (131)",3648,3599,49,,
"Empleador o patrono (132)",157,152,5,,
"Trabajador familiar no remunerado (133)",648,637,9,2,
"Trabajador del hogar (134)",55,55,,,
"De 65 y más años (136)",2120,2052,55,6,7
"Empleado (137)",7,3,,1,3
"Obrero (138)",345,310,27,4,4
"Trabajador independiente (139)",1456,1440,16,,
"Empleador o patrono (140)",62,57,5,,
"Trabajador familiar no remunerado (141)",238,230,7,1,
"Trabajador del hogar (142)",12,12,,,
