"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Enseñanza (039)",4068,,484,2137,1406,41
"Servicios sociales y de salud (040)",734,,161,325,232,16
"Otras activ. serv.comun.soc y personales (041)",925,48,422,275,152,28
"Hogares privados con servicio doméstico (042)",134,17,84,17,11,5
"Actividad economica no especificada (044)",1080,8,402,374,250,46
"Desocupado (045)",4303,63,2117,1415,628,80
"Mujeres (046)",40342,592,14654,15151,8521,1424
"Agric., ganadería, caza y silvicultura (047)",3548,70,800,980,1184,514
"Pesca (048)",1,,1,,,
"Explotación de minas y canteras (049)",61,1,22,26,11,1
"Industrias manufactureras (050)",4816,93,2087,1557,910,169
"Suministro de electricidad, gas y agua (051)",19,,6,12,1,
"Construcción (052)",153,4,64,57,24,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",15380,196,4606,6290,3789,499
"Venta, mant.y rep. veh.autom.y motoc. (054)",336,2,157,127,45,5
"Comercio al por mayor (055)",719,7,241,290,160,21
"Comercio al por menor (056)",14325,187,4208,5873,3584,473
"Hoteles y restaurantes (057)",3642,90,1309,1316,829,98
"Trans., almac. y comunicaciones (058)",819,18,529,206,63,3
"Intermediación financiera (059)",199,,113,73,13,
"Activid.inmobil., empres. y alquileres (060)",813,1,449,275,86,2
"Admin.pub. y defensa; p. segur.soc afil (061)",683,,325,260,94,4
"Enseñanza (062)",2986,,648,1756,570,12
"Servicios sociales y de salud (063)",1063,1,339,482,238,3
"Otras activ. serv.comun.soc y personales (064)",1160,23,532,427,158,20
"Hogares privados con servicio doméstico (065)",1145,53,717,253,105,17
"Actividad economica no especificada (067)",1313,5,505,505,247,51
"Desocupado (068)",2541,37,1602,676,199,27
,,,,,,
"URBANA (069)",88046,1196,31651,33814,19024,2361
"Agric., ganadería, caza y silvicultura (070)",2943,51,659,904,980,349
"Pesca (071)",19,,6,6,5,2
"Explotación de minas y canteras (072)",948,2,338,441,160,7
"Industrias manufactureras (073)",10450,202,4927,3281,1790,250
"Suministro de electricidad, gas y agua (074)",151,,40,72,38,1
"Construcción (075)",5413,41,1808,2161,1264,139
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",26042,417,8170,10163,6356,936
"Venta, mant.y rep. veh.autom.y motoc. (077)",2456,28,1145,844,403,36
"Comercio al por mayor (078)",1404,12,466,552,327,47
"Comercio al por menor (079)",22182,377,6559,8767,5626,853
"Hoteles y restaurantes (080)",4866,150,1795,1660,1118,143
"Trans., almac. y comunicaciones (081)",10343,84,3860,4075,2168,156
"Intermediación financiera (082)",436,,201,188,46,1
"Activid.inmobil., empres. y alquileres (083)",2916,2,1204,1229,451,30
"Admin.pub. y defensa; p. segur.soc afil (084)",2652,,955,1141,536,20
"Enseñanza (085)",6924,,1089,3839,1945,51
"Servicios sociales y de salud (086)",1782,1,491,806,465,19
"Otras activ. serv.comun.soc y personales (087)",2051,71,942,691,301,46
"Hogares privados con servicio doméstico (088)",1249,69,781,263,115,21
"Actividad economica no especificada (090)",2350,13,889,872,488,88
"Desocupado (091)",6511,93,3496,2022,798,102
"Hombres (092)",51445,683,18063,19676,11591,1432
"Agric., ganadería, caza y silvicultura (093)",1828,31,402,546,612,237
"Pesca (094)",18,,5,6,5,2
"Explotación de minas y canteras (095)",889,1,316,417,149,6
"Industrias manufactureras (096)",6440,128,3097,1969,1088,158
"Suministro de electricidad, gas y agua (097)",132,,34,60,37,1
"Construcción (098)",5268,37,1746,2109,1240,136
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",10843,224,3645,3933,2602,439
"Venta, mant.y rep. veh.autom.y motoc. (100)",2123,26,991,717,358,31
"Comercio al por mayor (101)",692,5,228,264,168,27
"Comercio al por menor (102)",8028,193,2426,2952,2076,381
"Hoteles y restaurantes (103)",1288,64,516,362,298,48
"Trans., almac. y comunicaciones (104)",9532,66,3338,3870,2105,153
"Intermediación financiera (105)",238,,88,115,34,1
"Activid.inmobil., empres. y alquileres (106)",2108,1,760,954,365,28
"Admin.pub. y defensa; p. segur.soc afil (107)",1977,,635,884,442,16
"Enseñanza (108)",3993,,467,2108,1379,39
"Servicios sociales y de salud (109)",723,,156,324,227,16
"Otras activ. serv.comun.soc y personales (110)",913,48,420,270,147,28
"Hogares privados con servicio doméstico (111)",133,17,83,17,11,5
"Actividad economica no especificada (113)",1066,8,395,373,247,43
"Desocupado (114)",4056,58,1960,1359,603,76
"Mujeres (115)",36601,513,13588,14138,7433,929
"Agric., ganadería, caza y silvicultura (116)",1115,20,257,358,368,112
"Pesca (117)",1,,1,,,
"Explotación de minas y canteras (118)",59,1,22,24,11,1
"Industrias manufactureras (119)",4010,74,1830,1312,702,92
"Suministro de electricidad, gas y agua (120)",19,,6,12,1,
"Construcción (121)",145,4,62,52,24,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",15199,193,4525,6230,3754,497
"Venta, mant.y rep. veh.autom.y motoc. (123)",333,2,154,127,45,5
"Comercio al por mayor (124)",712,7,238,288,159,20
"Comercio al por menor (125)",14154,184,4133,5815,3550,472
"Hoteles y restaurantes (126)",3578,86,1279,1298,820,95
"Trans., almac. y comunicaciones (127)",811,18,522,205,63,3
"Intermediación financiera (128)",198,,113,73,12,
"Activid.inmobil., empres. y alquileres (129)",808,1,444,275,86,2
"Admin.pub. y defensa; p. segur.soc afil (130)",675,,320,257,94,4
"Enseñanza (131)",2931,,622,1731,566,12
"Servicios sociales y de salud (132)",1059,1,335,482,238,3
"Otras activ. serv.comun.soc y personales (133)",1138,23,522,421,154,18
"Hogares privados con servicio doméstico (134)",1116,52,698,246,104,16
"Actividad economica no especificada (136)",1284,5,494,499,241,45
"Desocupado (137)",2455,35,1536,663,195,26
,,,,,,
"RURAL (138)",8808,174,2601,2382,2487,1164
"Agric., ganadería, caza y silvicultura (139)",5005,98,1026,1189,1709,983
"Pesca (140)",2,,2,,,
"Explotación de minas y canteras (141)",104,,46,44,14,
"Industrias manufactureras (142)",1856,51,724,560,403,118
"Suministro de electricidad, gas y agua (143)",4,,1,1,2,
"Construcción (144)",348,1,116,125,90,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",374,7,155,125,71,16
"Venta, mant.y rep. veh.autom.y motoc. (146)",34,2,21,7,4,
"Comercio al por mayor (147)",28,,9,12,4,3
"Comercio al por menor (148)",312,5,125,106,63,13
"Hoteles y restaurantes (149)",86,8,39,20,14,5
"Trans., almac. y comunicaciones (150)",372,1,139,146,81,5
"Intermediación financiera (151)",1,,,,1,
"Activid.inmobil., empres. y alquileres (152)",28,,13,8,7,
"Admin.pub. y defensa; p. segur.soc afil (153)",43,,15,15,11,2
"Enseñanza (154)",130,,43,54,31,2
"Servicios sociales y de salud (155)",15,,9,1,5,
"Otras activ. serv.comun.soc y personales (156)",34,,12,11,9,2
"Hogares privados con servicio doméstico (157)",30,1,20,7,1,1
"Actividad economica no especificada (159)",43,,18,7,9,9
"Desocupado (160)",333,7,223,69,29,5
"Hombres (161)",5067,95,1535,1369,1399,669
"Agric., ganadería, caza y silvicultura (162)",2572,48,483,567,893,581
"Pesca (163)",2,,2,,,
"Explotación de minas y canteras (164)",102,,46,42,14,
"Industrias manufactureras (165)",1050,32,467,315,195,41
"Suministro de electricidad, gas y agua (166)",4,,1,1,2,
"Construcción (167)",340,1,114,120,90,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",193,4,74,65,36,14
"Venta, mant.y rep. veh.autom.y motoc. (169)",31,2,18,7,4,
"Comercio al por mayor (170)",21,,6,10,3,2
"Comercio al por menor (171)",141,2,50,48,29,12
"Hoteles y restaurantes (172)",22,4,9,2,5,2
"Trans., almac. y comunicaciones (173)",364,1,132,145,81,5
"Activid.inmobil., empres. y alquileres (175)",23,,8,8,7,
"Admin.pub. y defensa; p. segur.soc afil (176)",35,,10,12,11,2
"Enseñanza (177)",75,,17,29,27,2
"Servicios sociales y de salud (178)",11,,5,1,5,
"Otras activ. serv.comun.soc y personales (179)",12,,2,5,5,
"Hogares privados con servicio doméstico (180)",1,,1,,,
"Actividad economica no especificada (182)",14,,7,1,3,3
"Desocupado (183)",247,5,157,56,25,4
"Mujeres (184)",3741,79,1066,1013,1088,495
"Agric., ganadería, caza y silvicultura (185)",2433,50,543,622,816,402
"Explotación de minas y canteras (187)",2,,,2,,
"Industrias manufactureras (188)",806,19,257,245,208,77
"Construcción (190)",8,,2,5,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",181,3,81,60,35,2
"Venta, mant.y rep. veh.autom.y motoc. (192)",3,,3,,,
"Comercio al por mayor (193)",7,,3,2,1,1
"Comercio al por menor (194)",171,3,75,58,34,1
"Hoteles y restaurantes (195)",64,4,30,18,9,3
"Trans., almac. y comunicaciones (196)",8,,7,1,,
"Intermediación financiera (197)",1,,,,1,
"Activid.inmobil., empres. y alquileres (198)",5,,5,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",8,,5,3,,
"Enseñanza (200)",55,,26,25,4,
"Servicios sociales y de salud (201)",4,,4,,,
"Otras activ. serv.comun.soc y personales (202)",22,,10,6,4,2
"Hogares privados con servicio doméstico (203)",29,1,19,7,1,1
"Actividad economica no especificada (205)",29,,11,6,6,6
"Desocupado (206)",86,2,66,13,4,1
