"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",6,5,1,,
"Obrero (058)",6,5,,1,
"Trabajador independiente (059)",13,13,,,
"Trabajador familiar no remunerado (061)",43,41,1,1,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",1904,1208,167,121,408
"Empleado (065)",509,153,65,50,241
"Obrero (066)",485,194,61,69,161
"Trabajador independiente (067)",648,611,37,,
"Empleador o patrono (068)",12,8,1,,3
"Trabajador familiar no remunerado (069)",163,155,3,2,3
"Trabajador del hogar (070)",87,87,,,
"De 30 a 44 años (072)",2471,1417,171,226,657
"Empleado (073)",867,141,68,148,510
"Obrero (074)",432,169,49,70,144
"Trabajador independiente (075)",988,941,47,,
"Empleador o patrono (076)",32,20,3,6,3
"Trabajador familiar no remunerado (077)",114,108,4,2,
"Trabajador del hogar (078)",38,38,,,
"De 45 a 64 años (080)",1781,1199,110,101,371
"Empleado (081)",512,75,37,80,320
"Obrero (082)",232,127,35,19,51
"Trabajador independiente (083)",895,862,33,,
"Empleador o patrono (084)",34,29,3,2,
"Trabajador familiar no remunerado (085)",79,77,2,,
"Trabajador del hogar (086)",29,29,,,
"De 65 y más años (088)",393,354,14,10,15
"Empleado (089)",21,4,2,5,10
"Obrero (090)",36,29,1,2,4
"Trabajador independiente (091)",281,271,10,,
"Empleador o patrono (092)",12,11,,1,
"Trabajador familiar no remunerado (093)",35,31,1,2,1
"Trabajador del hogar (094)",8,8,,,
,,,,,
"RURAL (096)",9478,8172,471,332,503
"Empleado (097)",366,124,51,52,139
"Obrero (098)",1876,982,273,272,349
"Trabajador independiente (099)",5037,4947,90,,
"Empleador o patrono (100)",165,154,7,3,1
"Trabajador familiar no remunerado (101)",1983,1914,50,5,14
"Trabajador del hogar (102)",51,51,,,
"De 06 a 14 años (104)",263,250,8,1,4
"Empleado (105)",2,2,,,
"Obrero (106)",33,20,8,1,4
"Trabajador independiente (107)",29,29,,,
"Trabajador familiar no remunerado (109)",197,197,,,
"Trabajador del hogar (110)",2,2,,,
"De 15 a 29 años (112)",3064,2512,186,136,230
"Empleado (113)",124,49,16,11,48
"Obrero (114)",770,365,113,122,170
"Trabajador independiente (115)",1158,1133,25,,
"Empleador o patrono (116)",24,20,1,2,1
"Trabajador familiar no remunerado (117)",964,921,31,1,11
"Trabajador del hogar (118)",24,24,,,
"De 30 a 44 años (120)",3037,2523,185,132,197
"Empleado (121)",163,45,23,26,69
"Obrero (122)",648,312,108,103,125
"Trabajador independiente (123)",1730,1691,39,,
"Empleador o patrono (124)",56,53,3,,
"Trabajador familiar no remunerado (125)",423,405,12,3,3
"Trabajador del hogar (126)",17,17,,,
"De 45 a 64 años (128)",2268,2063,82,56,67
"Empleado (129)",71,26,12,13,20
"Obrero (130)",344,216,40,41,47
"Trabajador independiente (131)",1488,1467,21,,
"Empleador o patrono (132)",62,59,2,1,
"Trabajador familiar no remunerado (133)",297,289,7,1,
"Trabajador del hogar (134)",6,6,,,
"De 65 y más años (136)",846,824,10,7,5
"Empleado (137)",6,2,,2,2
"Obrero (138)",81,69,4,5,3
"Trabajador independiente (139)",632,627,5,,
"Empleador o patrono (140)",23,22,1,,
"Trabajador familiar no remunerado (141)",102,102,,,
"Trabajador del hogar (142)",2,2,,,
