"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 20 a 24 años (023)",596,489,177,215,73,15,8,1,,,107,447
"De 25 a 29 años (024)",642,518,72,186,176,52,30,2,,,124,830
"De 30 a 34 años (025)",600,550,36,111,193,123,74,9,3,1,50,1279
"De 35 a 39 años (026)",541,514,27,65,160,135,104,17,5,1,27,1395
"De 40 a 44 años (027)",430,420,17,54,92,111,114,26,2,4,10,1293
"De 45 a 49 años (028)",354,339,14,20,47,88,97,48,18,7,15,1334
"De 50 y más años (029)",552,543,15,40,57,60,133,112,58,68,9,2914
"Desocupada (030)",183,158,50,46,20,21,12,4,4,1,25,273
"De 12 a 14 años (031)",7,7,7,,,,,,,,,
"De 15 a 19 años (032)",26,23,18,4,1,,,,,,3,6
"De 20 a 24 años (033)",59,47,16,22,6,3,,,,,12,43
"De 25 a 29 años (034)",33,27,7,7,6,7,,,,,6,40
"De 30 a 34 años (035)",23,20,,11,3,4,1,1,,,3,40
"De 35 a 39 años (036)",11,11,,1,2,5,3,,,,,33
"De 40 a 44 años (037)",11,11,1,,2,1,4,2,1,,,45
"De 45 a 49 años (038)",9,8,1,1,,,3,1,2,,1,38
"De 50 y más años (039)",4,4,,,,1,1,,1,1,,28
"No PEA (040)",10113,9611,3006,1605,1505,1133,1186,533,317,326,502,23139
"De 12 a 14 años (041)",1300,1282,1271,11,,,,,,,18,11
"De 15 a 19 años (042)",1689,1583,1299,257,26,1,,,,,106,312
"De 20 a 24 años (043)",1400,1236,266,628,280,52,8,2,,,164,1390
"De 25 a 29 años (044)",1208,1133,56,376,457,178,61,2,3,,75,2115
"De 30 a 34 años (045)",977,940,24,141,333,261,159,17,4,1,37,2424
"De 35 a 39 años (046)",810,788,19,70,171,256,219,47,6,,22,2481
"De 40 a 44 años (047)",704,684,18,41,107,165,241,84,25,3,20,2582
"De 45 a 49 años (048)",511,498,5,23,50,105,170,94,36,15,13,2265
"De 50 y más años (049)",1514,1467,48,58,81,115,328,287,243,307,47,9559
,,,,,,,,,,,,
"URBANA (060)",13172,12349,3411,2220,2117,1639,1611,671,344,336,823,29533
"De 12 a 14 años (061)",1238,1219,1207,11,1,,,,,,19,13
"De 15 a 19 años (062)",1864,1751,1439,285,24,3,,,,,113,342
"De 20 a 24 años (063)",1864,1607,421,798,312,57,16,3,,,257,1680
"De 25 a 29 años (064)",1748,1554,131,535,577,225,80,4,2,,194,2736
"De 30 a 34 años (065)",1467,1382,56,240,486,359,210,22,7,2,85,3413
"De 35 a 39 años (066)",1267,1218,45,129,313,379,293,51,7,1,49,3544
"De 40 a 44 años (067)",1058,1030,35,90,184,261,329,101,25,5,28,3583
"De 45 a 49 años (068)",809,782,20,40,92,187,249,130,46,18,27,3298
"De 50 y más años (069)",1857,1806,57,92,128,168,434,360,257,310,51,10924
"PEA (070)",4128,3753,686,770,787,587,557,211,82,73,375,9401
"De 12 a 14 años (071)",51,49,48,,1,,,,,,2,2
"De 15 a 19 años (072)",351,331,266,61,2,2,,,,,20,71
"De 20 a 24 años (073)",636,520,185,232,76,18,8,1,,,116,479
"De 25 a 29 años (074)",650,525,79,184,174,57,29,2,,,125,835
"De 30 a 34 años (075)",596,545,34,116,188,122,72,9,3,1,51,1263
"De 35 a 39 años (076)",534,507,27,63,155,137,104,16,4,1,27,1374
"De 40 a 44 años (077)",419,410,18,53,87,105,113,27,3,4,9,1272
"De 45 a 49 años (078)",353,337,15,21,47,86,98,48,17,5,16,1306
"De 50 y más años (079)",538,529,14,40,57,60,133,108,55,62,9,2799
"Ocupada (080)",3954,3604,641,726,768,566,546,207,78,72,350,9136
"De 12 a 14 años (081)",44,42,41,,1,,,,,,2,2
"De 15 a 19 años (082)",328,311,251,57,1,2,,,,,17,65
"De 20 a 24 años (083)",580,476,171,211,70,15,8,1,,,104,437
"De 25 a 29 años (084)",617,498,72,177,168,50,29,2,,,119,795
"De 30 a 34 años (085)",575,527,34,106,186,118,71,8,3,1,48,1226
"De 35 a 39 años (086)",524,497,27,62,153,132,102,16,4,1,27,1345
"De 40 a 44 años (087)",408,399,17,53,85,104,109,25,2,4,9,1227
"De 45 a 49 años (088)",344,329,14,20,47,86,95,47,15,5,15,1268
"De 50 y más años (089)",534,525,14,40,57,59,132,108,54,61,9,2771
"Desocupada (090)",174,149,45,44,19,21,11,4,4,1,25,265
"De 12 a 14 años (091)",7,7,7,,,,,,,,,
"De 15 a 19 años (092)",23,20,15,4,1,,,,,,3,6
"De 20 a 24 años (093)",56,44,14,21,6,3,,,,,12,42
"De 25 a 29 años (094)",33,27,7,7,6,7,,,,,6,40
"De 30 a 34 años (095)",21,18,,10,2,4,1,1,,,3,37
"De 35 a 39 años (096)",10,10,,1,2,5,2,,,,,29
"De 40 a 44 años (097)",11,11,1,,2,1,4,2,1,,,45
"De 45 a 49 años (098)",9,8,1,1,,,3,1,2,,1,38
"De 50 y más años (099)",4,4,,,,1,1,,1,1,,28
"No PEA (100)",9044,8596,2725,1450,1330,1052,1054,460,262,263,448,20132
"De 12 a 14 años (101)",1187,1170,1159,11,,,,,,,17,11
"De 15 a 19 años (102)",1513,1420,1173,224,22,1,,,,,93,271
"De 20 a 24 años (103)",1228,1087,236,566,236,39,8,2,,,141,1201
"De 25 a 29 años (104)",1098,1029,52,351,403,168,51,2,2,,69,1901
"De 30 a 34 años (105)",871,837,22,124,298,237,138,13,4,1,34,2150
"De 35 a 39 años (106)",733,711,18,66,158,242,189,35,3,,22,2170
"De 40 a 44 años (107)",639,620,17,37,97,156,216,74,22,1,19,2311
"De 45 a 49 años (108)",456,445,5,19,45,101,151,82,29,13,11,1992
"De 50 y más años (109)",1319,1277,43,52,71,108,301,252,202,248,42,8125
,,,,,,,,,,,,
"RURAL (120)",1221,1156,305,179,208,101,147,81,63,72,65,3438
"De 12 a 14 años (121)",115,114,114,,,,,,,,1,
"De 15 a 19 años (122)",187,174,137,33,4,,,,,,13,41
"De 20 a 24 años (123)",191,165,38,67,47,13,,,,,26,200
"De 25 a 29 años (124)",135,124,4,34,62,12,11,,1,,11,249
"De 30 a 34 años (125)",133,128,4,23,43,29,24,5,,,5,330
"De 35 a 39 años (126)",95,95,1,7,20,17,33,13,4,,,365
"De 40 a 44 años (127)",87,85,1,5,17,16,30,11,3,2,2,337
"De 45 a 49 años (128)",65,63,,4,5,6,21,13,10,4,2,339
"De 50 y más años (129)",213,208,6,6,10,8,28,39,45,66,5,1577
"PEA (130)",152,141,24,24,33,20,15,8,8,9,11,431
"De 12 a 14 años (131)",2,2,2,,,,,,,,,
"De 15 a 19 años (132)",11,11,11,,,,,,,,,
"De 20 a 24 años (133)",19,16,8,5,3,,,,,,3,11
"De 25 a 29 años (134)",25,20,,9,8,2,1,,,,5,35
"De 30 a 34 años (135)",27,25,2,6,8,5,3,1,,,2,56
"De 35 a 39 años (136)",18,18,,3,7,3,3,1,1,,,54
"De 40 a 44 años (137)",22,21,,1,7,7,5,1,,,1,66
"De 45 a 49 años (138)",10,10,,,,2,2,1,3,2,,66
"De 50 y más años (139)",18,18,1,,,1,1,4,4,7,,143
"Ocupada (140)",143,132,19,22,32,20,14,8,8,9,11,423
"De 12 a 14 años (141)",2,2,2,,,,,,,,,
"De 15 a 19 años (142)",8,8,8,,,,,,,,,
"De 20 a 24 años (143)",16,13,6,4,3,,,,,,3,10
"De 25 a 29 años (144)",25,20,,9,8,2,1,,,,5,35
"De 30 a 34 años (145)",25,23,2,5,7,5,3,1,,,2,53
"De 35 a 39 años (146)",17,17,,3,7,3,2,1,1,,,50
"De 40 a 44 años (147)",22,21,,1,7,7,5,1,,,1,66
"De 45 a 49 años (148)",10,10,,,,2,2,1,3,2,,66
"De 50 y más años (149)",18,18,1,,,1,1,4,4,7,,143
"Desocupada (150)",9,9,5,2,1,,1,,,,,8
"De 15 a 19 años (152)",3,3,3,,,,,,,,,
"De 20 a 24 años (153)",3,3,2,1,,,,,,,,1
"De 30 a 34 años (155)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (156)",1,1,,,,,1,,,,,4
"No PEA (160)",1069,1015,281,155,175,81,132,73,55,63,54,3007
"De 12 a 14 años (161)",113,112,112,,,,,,,,1,
"De 15 a 19 años (162)",176,163,126,33,4,,,,,,13,41
"De 20 a 24 años (163)",172,149,30,62,44,13,,,,,23,189
"De 25 a 29 años (164)",110,104,4,25,54,10,10,,1,,6,214
"De 30 a 34 años (165)",106,103,2,17,35,24,21,4,,,3,274
"De 35 a 39 años (166)",77,77,1,4,13,14,30,12,3,,,311
"De 40 a 44 años (167)",65,64,1,4,10,9,25,10,3,2,1,271
"De 45 a 49 años (168)",55,53,,4,5,4,19,12,7,2,2,273
"De 50 y más años (169)",195,190,5,6,10,7,27,35,41,59,5,1434
