"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (053)",2217,2069,134,9,5
"Trabajador del hogar (054)",1185,1185,,,
"De 06 a 14 años (056)",654,600,47,5,2
"Empleado (057)",45,40,3,2,
"Obrero (058)",95,78,13,2,2
"Trabajador independiente (059)",121,114,7,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",340,315,24,1,
"Trabajador del hogar (062)",52,52,,,
"De 15 a 29 años (064)",8883,6880,871,559,573
"Empleado (065)",2362,1054,386,418,504
"Obrero (066)",1429,1035,199,133,62
"Trabajador independiente (067)",3179,2980,199,,
"Empleador o patrono (068)",233,208,14,6,5
"Trabajador familiar no remunerado (069)",1065,988,73,2,2
"Trabajador del hogar (070)",615,615,,,
"De 30 a 44 años (072)",9707,6793,873,933,1108
"Empleado (073)",3076,801,434,818,1023
"Obrero (074)",1179,844,153,106,76
"Trabajador independiente (075)",4363,4128,235,,
"Empleador o patrono (076)",315,273,28,6,8
"Trabajador familiar no remunerado (077)",469,442,23,3,1
"Trabajador del hogar (078)",305,305,,,
"De 45 a 64 años (080)",5963,4632,377,337,617
"Empleado (081)",1269,302,136,272,559
"Obrero (082)",724,530,88,51,55
"Trabajador independiente (083)",3251,3136,115,,
"Empleador o patrono (084)",264,225,27,11,1
"Trabajador familiar no remunerado (085)",281,265,11,3,2
"Trabajador del hogar (086)",174,174,,,
"De 65 y más años (088)",1066,1000,34,12,20
"Empleado (089)",73,39,9,10,15
"Obrero (090)",128,116,6,1,5
"Trabajador independiente (091)",706,694,12,,
"Empleador o patrono (092)",58,53,4,1,
"Trabajador familiar no remunerado (093)",62,59,3,,
"Trabajador del hogar (094)",39,39,,,
,,,,,
"RURAL (096)",15352,14757,488,57,50
"Empleado (097)",212,118,31,24,39
"Obrero (098)",2652,2464,158,19,11
"Trabajador independiente (099)",9034,8820,214,,
"Empleador o patrono (100)",519,505,11,3,
"Trabajador familiar no remunerado (101)",2799,2714,74,11,
"Trabajador del hogar (102)",136,136,,,
"De 06 a 14 años (104)",732,705,21,5,1
"Empleado (105)",3,3,,,
"Obrero (106)",82,74,7,,1
"Trabajador independiente (107)",99,98,1,,
"Trabajador familiar no remunerado (109)",535,517,13,5,
"Trabajador del hogar (110)",13,13,,,
"De 15 a 29 años (112)",6782,6523,215,22,22
"Empleado (113)",88,56,6,10,16
"Obrero (114)",1465,1362,89,8,6
"Trabajador independiente (115)",3271,3202,69,,
"Empleador o patrono (116)",174,171,3,,
"Trabajador familiar no remunerado (117)",1703,1651,48,4,
"Trabajador del hogar (118)",81,81,,,
"De 30 a 44 años (120)",4623,4419,160,22,22
"Empleado (121)",98,47,19,13,19
"Obrero (122)",729,673,45,8,3
"Trabajador independiente (123)",3186,3105,81,,
"Empleador o patrono (124)",202,197,5,,
"Trabajador familiar no remunerado (125)",387,376,10,1,
"Trabajador del hogar (126)",21,21,,,
"De 45 a 64 años (128)",2593,2497,84,8,4
"Empleado (129)",22,12,6,1,3
"Obrero (130)",328,310,14,3,1
"Trabajador independiente (131)",1963,1905,58,,
"Empleador o patrono (132)",113,107,3,3,
"Trabajador familiar no remunerado (133)",151,147,3,1,
"Trabajador del hogar (134)",16,16,,,
"De 65 y más años (136)",622,613,8,,1
"Empleado (137)",1,,,,1
"Obrero (138)",48,45,3,,
"Trabajador independiente (139)",515,510,5,,
"Empleador o patrono (140)",30,30,,,
"Trabajador familiar no remunerado (141)",23,23,,,
"Trabajador del hogar (142)",5,5,,,
