"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",6680,656,200,2231,2584,309,285,136,279
"Jefe o Jefa (049)",2446,61,5,628,1086,183,196,91,196
"Esposa(o)/ compa¤era(o) (050)",164,4,1,41,80,11,12,5,10
"Hijo(a)/ hijastro(a) (051)",2810,442,158,1161,912,59,35,27,16
"Yerno/ nuera (052)",87,3,,8,56,4,6,2,8
"Nieto(a) (053)",221,56,22,95,45,1,2,,
"Padres/ suegros (054)",62,7,,35,15,2,1,1,1
"Otro(a) pariente (055)",585,73,11,188,251,26,18,1,17
"Trabajador(a) del hogar (056)",8,,,2,6,,,,
"Pensionista (057)",27,,,3,16,,3,1,4
"Otro(a) no pariente (058)",270,10,3,70,117,23,12,8,27
"Mujeres (060)",6457,802,230,2451,2219,238,257,83,177
"Jefe o Jefa (061)",888,56,4,318,328,37,74,17,54
"Esposa(o)/ compa¤era(o) (062)",1900,140,9,672,727,109,123,44,76
"Hijo(a)/ hijastro(a) (063)",2571,412,171,1072,787,62,33,15,19
"Yerno/ nuera (064)",111,6,,19,76,5,1,,4
"Nieto(a) (065)",202,65,25,88,23,,,1,
"Padres/ suegros (066)",85,31,1,42,8,1,1,,1
"Otro(a) pariente (067)",474,73,15,165,181,19,10,4,7
"Trabajador(a) del hogar (068)",48,3,,18,26,1,,,
"Pensionista (069)",15,,,3,6,1,,,5
"Otro(a) no pariente (070)",163,16,5,54,57,3,15,2,11
,,,,,,,,,
"RURAL (072)",25136,8126,648,12522,3363,130,170,45,132
"Jefe o Jefa (073)",6191,1855,58,2737,1225,72,118,32,94
"Esposa(o)/ compa¤era(o) (074)",4617,1769,53,2188,540,17,23,6,21
"Hijo(a)/ hijastro(a) (075)",11015,3478,430,6040,1034,23,3,3,4
"Yerno/ nuera (076)",172,24,,85,60,,,,3
"Nieto(a) (077)",604,216,36,300,51,,1,,
"Padres/ suegros (078)",141,91,,42,2,,6,,
"Otro(a) pariente (079)",2156,663,70,1035,358,12,14,3,1
"Trabajador(a) del hogar (080)",24,2,,15,7,,,,
"Pensionista (081)",25,1,,9,12,,1,,2
"Otro(a) no pariente (082)",191,27,1,71,74,6,4,1,7
"Hombres (084)",13147,3727,333,6553,2177,95,130,32,100
"Jefe o Jefa (085)",5306,1473,56,2428,1079,60,98,28,84
"Esposa(o)/ compa¤era(o) (086)",143,28,,50,51,3,9,,2
"Hijo(a)/ hijastro(a) (087)",5839,1725,230,3228,631,18,2,1,4
"Yerno/ nuera (088)",93,10,,37,44,,,,2
"Nieto(a) (089)",297,111,11,144,31,,,,
"Padres/ suegros (090)",64,31,,25,2,,6,,
"Otro(a) pariente (091)",1217,330,36,571,256,9,12,2,1
"Trabajador(a) del hogar (092)",16,,,10,6,,,,
"Pensionista (093)",22,1,,7,11,,1,,2
"Otro(a) no pariente (094)",150,18,,53,66,5,2,1,5
"Mujeres (096)",11989,4399,315,5969,1186,35,40,13,32
"Jefe o Jefa (097)",885,382,2,309,146,12,20,4,10
"Esposa(o)/ compa¤era(o) (098)",4474,1741,53,2138,489,14,14,6,19
"Hijo(a)/ hijastro(a) (099)",5176,1753,200,2812,403,5,1,2,
"Yerno/ nuera (100)",79,14,,48,16,,,,1
"Nieto(a) (101)",307,105,25,156,20,,1,,
"Padres/ suegros (102)",77,60,,17,,,,,
"Otro(a) pariente (103)",939,333,34,464,102,3,2,1,
"Trabajador(a) del hogar (104)",8,2,,5,1,,,,
"Pensionista (105)",3,,,2,1,,,,
"Otro(a) no pariente (106)",41,9,1,18,8,1,2,,2
