"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",1401,1401,,,
"De 06 a 14 años (056)",386,357,22,5,2
"Empleado (057)",60,54,4,1,1
"Obrero (058)",41,34,4,2,1
"Trabajador independiente (059)",84,77,7,,
"Trabajador familiar no remunerado (061)",179,170,7,2,
"Trabajador del hogar (062)",22,22,,,
"De 15 a 29 años (064)",13294,8917,1724,1376,1277
"Empleado (065)",5439,2395,957,999,1088
"Obrero (066)",2208,1284,389,357,178
"Trabajador independiente (067)",3944,3631,313,,
"Empleador o patrono (068)",219,170,25,14,10
"Trabajador familiar no remunerado (069)",692,645,40,6,1
"Trabajador del hogar (070)",792,792,,,
"De 30 a 44 años (072)",15924,9216,1715,2268,2725
"Empleado (073)",7138,1750,1042,1925,2421
"Obrero (074)",1989,1078,312,307,292
"Trabajador independiente (075)",5618,5332,286,,
"Empleador o patrono (076)",362,279,46,27,10
"Trabajador familiar no remunerado (077)",445,405,29,9,2
"Trabajador del hogar (078)",372,372,,,
"De 45 a 64 años (080)",10085,6433,850,1050,1752
"Empleado (081)",3684,800,432,864,1588
"Obrero (082)",1178,669,195,159,155
"Trabajador independiente (083)",4398,4224,174,,
"Empleador o patrono (084)",248,183,32,24,9
"Trabajador familiar no remunerado (085)",384,364,17,3,
"Trabajador del hogar (086)",193,193,,,
"De 65 y más años (088)",1804,1599,81,57,67
"Empleado (089)",173,69,21,27,56
"Obrero (090)",214,160,18,25,11
"Trabajador independiente (091)",1192,1157,35,,
"Empleador o patrono (092)",52,48,2,2,
"Trabajador familiar no remunerado (093)",151,143,5,3,
"Trabajador del hogar (094)",22,22,,,
,,,,,
"RURAL (096)",11012,9737,649,374,252
"Empleado (097)",713,282,135,145,151
"Obrero (098)",2443,1784,340,219,100
"Trabajador independiente (099)",5981,5854,127,,
"Empleador o patrono (100)",71,54,9,7,1
"Trabajador familiar no remunerado (101)",1607,1566,38,3,
"Trabajador del hogar (102)",197,197,,,
"De 06 a 14 años (104)",141,138,2,1,
"Empleado (105)",1,1,,,
"Obrero (106)",6,5,1,,
"Trabajador independiente (107)",22,22,,,
"Trabajador familiar no remunerado (109)",106,104,1,1,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",3443,2944,268,131,100
"Empleado (113)",303,133,56,48,66
"Obrero (114)",948,697,136,81,34
"Trabajador independiente (115)",1302,1258,44,,
"Empleador o patrono (116)",19,14,4,1,
"Trabajador familiar no remunerado (117)",735,706,28,1,
"Trabajador del hogar (118)",136,136,,,
"De 30 a 44 años (120)",3427,2977,204,150,96
"Empleado (121)",278,102,49,73,54
"Obrero (122)",818,591,112,74,41
"Trabajador independiente (123)",1909,1871,38,,
"Empleador o patrono (124)",24,15,5,3,1
"Trabajador familiar no remunerado (125)",359,359,,,
"Trabajador del hogar (126)",39,39,,,
"De 45 a 64 años (128)",2744,2462,146,85,51
"Empleado (129)",116,38,28,23,27
"Obrero (130)",542,383,76,59,24
"Trabajador independiente (131)",1761,1726,35,,
"Empleador o patrono (132)",21,18,,3,
"Trabajador familiar no remunerado (133)",292,285,7,,
"Trabajador del hogar (134)",12,12,,,
"De 65 y más años (136)",1257,1216,29,7,5
"Empleado (137)",15,8,2,1,4
"Obrero (138)",129,108,15,5,1
"Trabajador independiente (139)",987,977,10,,
"Empleador o patrono (140)",7,7,,,
"Trabajador familiar no remunerado (141)",115,112,2,1,
"Trabajador del hogar (142)",4,4,,,
