"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",111,9,,29,51,7,4,5,6
"Hijo(a)/ hijastro(a) (051)",1681,246,108,707,547,19,24,15,15
"Yerno/ nuera (052)",21,,,4,15,,1,1,
"Nieto(a) (053)",129,30,14,63,20,1,,1,
"Padres/ suegros (054)",27,3,,19,5,,,,
"Otro(a) pariente (055)",221,18,5,96,83,7,6,1,5
"Trabajador(a) del hogar (056)",1,,,1,,,,,
"Pensionista (057)",1,,,,,,1,,
"Otro(a) no pariente (058)",77,4,3,27,25,2,3,3,10
"Mujeres (060)",3947,887,123,1645,1021,66,83,36,86
"Jefe o Jefa (061)",870,341,1,289,154,22,28,7,28
"Esposa(o)/ compa¤era(o) (062)",1234,242,1,507,375,25,35,16,33
"Hijo(a)/ hijastro(a) (063)",1426,172,113,683,403,16,13,10,16
"Yerno/ nuera (064)",30,1,,8,13,3,4,1,
"Nieto(a) (065)",87,21,3,48,13,,,,2
"Padres/ suegros (066)",85,67,,16,1,,,,1
"Otro(a) pariente (067)",157,29,5,79,42,,,1,1
"Trabajador(a) del hogar (068)",7,2,,5,,,,,
"Pensionista (069)",2,,,,2,,,,
"Otro(a) no pariente (070)",49,12,,10,18,,3,1,5
,,,,,,,,,
"RURAL (072)",3269,1003,76,1510,588,35,27,11,19
"Jefe o Jefa (073)",1269,392,,575,243,24,16,4,15
"Esposa(o)/ compa¤era(o) (074)",560,245,2,230,76,5,2,,
"Hijo(a)/ hijastro(a) (075)",1079,251,64,550,199,3,5,6,1
"Yerno/ nuera (076)",32,6,,14,12,,,,
"Nieto(a) (077)",104,29,8,56,11,,,,
"Padres/ suegros (078)",63,46,,16,1,,,,
"Otro(a) pariente (079)",116,28,2,52,28,1,1,1,3
"Pensionista (081)",13,,,3,9,1,,,
"Otro(a) no pariente (082)",33,6,,14,9,1,3,,
"Hombres (084)",1696,320,43,869,393,26,20,9,16
"Jefe o Jefa (085)",896,167,,466,210,23,14,3,13
"Esposa(o)/ compa¤era(o) (086)",24,4,,12,8,,,,
"Hijo(a)/ hijastro(a) (087)",589,112,38,302,127,1,3,5,1
"Yerno/ nuera (088)",14,1,,7,6,,,,
"Nieto(a) (089)",51,12,3,30,6,,,,
"Padres/ suegros (090)",17,5,,11,1,,,,
"Otro(a) pariente (091)",70,16,2,28,20,,1,1,2
"Pensionista (093)",11,,,1,9,1,,,
"Otro(a) no pariente (094)",24,3,,12,6,1,2,,
"Mujeres (096)",1573,683,33,641,195,9,7,2,3
"Jefe o Jefa (097)",373,225,,109,33,1,2,1,2
"Esposa(o)/ compa¤era(o) (098)",536,241,2,218,68,5,2,,
"Hijo(a)/ hijastro(a) (099)",490,139,26,248,72,2,2,1,
"Yerno/ nuera (100)",18,5,,7,6,,,,
"Nieto(a) (101)",53,17,5,26,5,,,,
"Padres/ suegros (102)",46,41,,5,,,,,
"Otro(a) pariente (103)",46,12,,24,8,1,,,1
"Pensionista (105)",2,,,2,,,,,
"Otro(a) no pariente (106)",9,3,,2,3,,1,,
