"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 12 a 14 años (061)",3,,,,,,,3
"De 15 a 19 años (062)",59,,,,,,38,21
"De 20 a 24 años (063)",235,,,,,,149,86
"De 25 a 29 años (064)",319,,,,,16,234,69
"De 30 a 34 años (065)",300,,,,,49,201,50
"De 35 a 39 años (066)",301,,,,,71,182,48
"De 40 a 44 años (067)",258,,,,8,103,119,28
"De 45 a 49 años (068)",209,,,,15,119,45,30
"De 50 y más años (069)",888,26,77,156,211,176,12,230
"PEA (070)",821,1,8,23,68,204,332,185
"De 15 a 19 años (072)",15,,,,,,11,4
"De 20 a 24 años (073)",74,,,,,,42,32
"De 25 a 29 años (074)",115,,,,,9,71,35
"De 30 a 34 años (075)",122,,,,,20,79,23
"De 35 a 39 años (076)",125,,,,,30,70,25
"De 40 a 44 años (077)",99,,,,2,41,41,15
"De 45 a 49 años (078)",87,,,,7,51,14,15
"De 50 y más años (079)",184,1,8,23,59,53,4,36
"Ocupada (080)",792,1,8,23,68,201,320,171
"De 15 a 19 años (082)",11,,,,,,9,2
"De 20 a 24 años (083)",67,,,,,,40,27
"De 25 a 29 años (084)",106,,,,,8,68,30
"De 30 a 34 años (085)",117,,,,,19,77,21
"De 35 a 39 años (086)",122,,,,,29,68,25
"De 40 a 44 años (087)",98,,,,2,41,40,15
"De 45 a 49 años (088)",87,,,,7,51,14,15
"De 50 y más años (089)",184,1,8,23,59,53,4,36
"Desocupada (090)",29,,,,,3,12,14
"De 15 a 19 años (092)",4,,,,,,2,2
"De 20 a 24 años (093)",7,,,,,,2,5
"De 25 a 29 años (094)",9,,,,,1,3,5
"De 30 a 34 años (095)",5,,,,,1,2,2
"De 35 a 39 años (096)",3,,,,,1,2,
"De 40 a 44 años (097)",1,,,,,,1,
"No PEA (100)",1751,25,69,133,166,330,648,380
"De 12 a 14 años (101)",3,,,,,,,3
"De 15 a 19 años (102)",44,,,,,,27,17
"De 20 a 24 años (103)",161,,,,,,107,54
"De 25 a 29 años (104)",204,,,,,7,163,34
"De 30 a 34 años (105)",178,,,,,29,122,27
"De 35 a 39 años (106)",176,,,,,41,112,23
"De 40 a 44 años (107)",159,,,,6,62,78,13
"De 45 a 49 años (108)",122,,,,8,68,31,15
"De 50 y más años (109)",704,25,69,133,152,123,8,194
,,,,,,,,
"RURAL (120)",3890,26,108,297,405,715,1462,877
"De 12 a 14 años (121)",5,,,,,,1,4
"De 15 a 19 años (122)",120,,,,,,77,43
"De 20 a 24 años (123)",306,,,,,3,211,92
"De 25 a 29 años (124)",359,,,,,10,261,88
"De 30 a 34 años (125)",399,,,,,45,296,58
"De 35 a 39 años (126)",376,,,,4,72,264,36
"De 40 a 44 años (127)",359,,,,7,101,207,44
"De 45 a 49 años (128)",347,,,,15,170,119,43
"De 50 y más años (129)",1619,26,108,297,379,314,26,469
"PEA (130)",570,3,8,38,50,128,208,135
"De 12 a 14 años (131)",1,,,,,,,1
"De 15 a 19 años (132)",21,,,,,,12,9
"De 20 a 24 años (133)",36,,,,,1,20,15
"De 25 a 29 años (134)",57,,,,,2,39,16
"De 30 a 34 años (135)",83,,,,,14,47,22
"De 35 a 39 años (136)",52,,,,,13,31,8
"De 40 a 44 años (137)",75,,,,3,25,37,10
"De 45 a 49 años (138)",58,,,,3,28,18,9
"De 50 y más años (139)",187,3,8,38,44,45,4,45
"Ocupada (140)",556,3,8,38,50,126,204,127
"De 12 a 14 años (141)",1,,,,,,,1
"De 15 a 19 años (142)",19,,,,,,11,8
"De 20 a 24 años (143)",33,,,,,1,20,12
"De 25 a 29 años (144)",56,,,,,2,38,16
"De 30 a 34 años (145)",82,,,,,14,47,21
"De 35 a 39 años (146)",49,,,,,12,31,6
"De 40 a 44 años (147)",72,,,,3,24,35,10
"De 45 a 49 años (148)",57,,,,3,28,18,8
"De 50 y más años (149)",187,3,8,38,44,45,4,45
"Desocupada (150)",14,,,,,2,4,8
"De 15 a 19 años (152)",2,,,,,,1,1
"De 20 a 24 años (153)",3,,,,,,,3
"De 25 a 29 años (154)",1,,,,,,1,
"De 30 a 34 años (155)",1,,,,,,,1
"De 35 a 39 años (156)",3,,,,,1,,2
"De 40 a 44 años (157)",3,,,,,1,2,
"De 45 a 49 años (158)",1,,,,,,,1
"No PEA (160)",3320,23,100,259,355,587,1254,742
"De 12 a 14 años (161)",4,,,,,,1,3
"De 15 a 19 años (162)",99,,,,,,65,34
"De 20 a 24 años (163)",270,,,,,2,191,77
"De 25 a 29 años (164)",302,,,,,8,222,72
"De 30 a 34 años (165)",316,,,,,31,249,36
"De 35 a 39 años (166)",324,,,,4,59,233,28
"De 40 a 44 años (167)",284,,,,4,76,170,34
"De 45 a 49 años (168)",289,,,,12,142,101,34
"De 50 y más años (169)",1432,23,100,259,335,269,22,424
