"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",898,841,498,227,78,30,8,,,,57,505
"De 20 a 24 años (023)",1012,946,154,216,237,173,135,31,,,66,1985
"De 25 a 29 años (024)",895,837,63,110,135,139,250,114,26,,58,2847
"De 30 a 34 años (025)",630,613,25,47,68,87,176,135,57,18,17,2766
"De 35 a 39 años (026)",666,651,20,38,38,59,165,178,107,46,15,3584
"De 40 a 44 años (027)",428,418,19,20,35,42,92,82,71,57,10,2396
"De 45 a 49 años (028)",348,342,10,21,30,31,63,63,68,56,6,2103
"De 50 y más años (029)",658,623,53,45,35,32,103,97,113,145,35,3962
"Desocupada (030)",51,48,18,8,8,5,3,3,1,2,3,109
"De 12 a 14 años (031)",7,6,6,,,,,,,,1,
"De 15 a 19 años (032)",12,12,9,2,1,,,,,,,4
"De 20 a 24 años (033)",15,13,3,4,2,4,,,,,2,20
"De 25 a 29 años (034)",8,8,,2,4,,1,1,,,,21
"De 30 a 34 años (035)",3,3,,,1,1,1,,,,,10
"De 35 a 39 años (036)",1,1,,,,,,1,,,,6
"De 40 a 44 años (037)",1,1,,,,,1,,,,,4
"De 45 a 49 años (038)",1,1,,,,,,,,1,,15
"De 50 y más años (039)",3,3,,,,,,1,1,1,,29
"No PEA (040)",8320,8025,3163,826,686,652,957,711,511,519,295,23383
"De 12 a 14 años (041)",1766,1722,1709,12,1,,,,,,44,14
"De 15 a 19 años (042)",1794,1720,1193,372,110,35,10,,,,74,737
"De 20 a 24 años (043)",1054,992,139,260,263,196,116,18,,,62,1984
"De 25 a 29 años (044)",878,845,35,97,158,201,252,81,21,,33,2821
"De 30 a 34 años (045)",645,628,17,32,60,85,220,152,48,14,17,2943
"De 35 a 39 años (046)",630,620,21,18,43,60,143,163,103,69,10,3614
"De 40 a 44 años (047)",357,353,12,7,12,13,72,94,69,74,4,2424
"De 45 a 49 años (048)",338,331,5,7,13,19,52,62,82,91,7,2485
"De 50 y más años (049)",858,814,32,21,26,43,92,141,188,271,44,6361
,,,,,,,,,,,,
"URBANA (060)",4342,4243,1373,563,489,421,553,363,260,221,99,12327
"De 12 a 14 años (061)",652,645,638,7,,,,,,,7,7
"De 15 a 19 años (062)",780,759,555,164,34,5,1,,,,21,251
"De 20 a 24 años (063)",583,555,92,204,141,81,34,3,,,28,890
"De 25 a 29 años (064)",556,533,41,106,148,128,89,18,3,,23,1318
"De 30 a 34 años (065)",440,433,17,39,75,83,140,64,14,1,7,1583
"De 35 a 39 años (066)",362,360,8,21,47,61,100,83,28,12,2,1647
"De 40 a 44 años (067)",265,263,7,9,20,26,68,58,46,29,2,1525
"De 45 a 49 años (068)",207,207,2,5,10,12,46,45,49,38,,1401
"De 50 y más años (069)",497,488,13,8,14,25,75,92,120,141,9,3705
"PEA (070)",1488,1454,259,219,222,174,234,151,110,85,34,5095
"De 12 a 14 años (071)",61,60,58,2,,,,,,,1,2
"De 15 a 19 años (072)",167,162,113,39,9,1,,,,,5,60
"De 20 a 24 años (073)",221,212,42,74,49,30,15,2,,,9,339
"De 25 a 29 años (074)",232,222,24,51,71,37,26,11,2,,10,508
"De 30 a 34 años (075)",207,204,10,23,38,43,53,29,8,,3,703
"De 35 a 39 años (076)",174,173,4,16,24,29,50,34,12,4,1,734
"De 40 a 44 años (077)",135,133,2,7,15,19,34,20,23,13,2,718
"De 45 a 49 años (078)",99,99,2,3,8,4,21,26,20,15,,634
"De 50 y más años (079)",192,189,4,4,8,11,35,29,45,53,3,1397
"Ocupada (080)",1455,1424,250,212,217,170,233,150,109,83,31,5018
"De 12 a 14 años (081)",58,58,56,2,,,,,,,,2
"De 15 a 19 años (082)",161,156,108,38,9,1,,,,,5,59
"De 20 a 24 años (083)",209,202,40,70,48,27,15,2,,,7,324
"De 25 a 29 años (084)",227,217,24,49,68,37,26,11,2,,10,500
"De 30 a 34 años (085)",205,202,10,23,37,42,53,29,8,,3,698
"De 35 a 39 años (086)",174,173,4,16,24,29,50,34,12,4,1,734
"De 40 a 44 años (087)",134,132,2,7,15,19,33,20,23,13,2,714
"De 45 a 49 años (088)",98,98,2,3,8,4,21,26,20,14,,619
"De 50 y más años (089)",189,186,4,4,8,11,35,28,44,52,3,1368
"Desocupada (090)",33,30,9,7,5,4,1,1,1,2,3,77
"De 12 a 14 años (091)",3,2,2,,,,,,,,1,
"De 15 a 19 años (092)",6,6,5,1,,,,,,,,1
"De 20 a 24 años (093)",12,10,2,4,1,3,,,,,2,15
"De 25 a 29 años (094)",5,5,,2,3,,,,,,,8
"De 30 a 34 años (095)",2,2,,,1,1,,,,,,5
"De 40 a 44 años (097)",1,1,,,,,1,,,,,4
"De 45 a 49 años (098)",1,1,,,,,,,,1,,15
"De 50 y más años (099)",3,3,,,,,,1,1,1,,29
"No PEA (100)",2854,2789,1114,344,267,247,319,212,150,136,65,7232
"De 12 a 14 años (101)",591,585,580,5,,,,,,,6,5
"De 15 a 19 años (102)",613,597,442,125,25,4,1,,,,16,191
"De 20 a 24 años (103)",362,343,50,130,92,51,19,1,,,19,551
"De 25 a 29 años (104)",324,311,17,55,77,91,63,7,1,,13,810
"De 30 a 34 años (105)",233,229,7,16,37,40,87,35,6,1,4,880
"De 35 a 39 años (106)",188,187,4,5,23,32,50,49,16,8,1,913
"De 40 a 44 años (107)",130,130,5,2,5,7,34,38,23,16,,807
"De 45 a 49 años (108)",108,108,,2,2,8,25,19,29,23,,767
"De 50 y más años (109)",305,299,9,4,6,14,40,63,75,88,6,2308
,,,,,,,,,,,,
"RURAL (120)",9811,9336,2879,1000,862,829,1399,1051,694,622,475,31320
"De 12 a 14 años (121)",1368,1318,1306,10,2,,,,,,50,14
"De 15 a 19 años (122)",1924,1814,1145,437,155,60,17,,,,110,995
"De 20 a 24 años (123)",1498,1396,204,276,361,292,217,46,,,102,3099
"De 25 a 29 años (124)",1225,1157,57,103,149,212,414,178,44,,68,4371
"De 30 a 34 años (125)",838,811,25,40,54,90,257,223,91,31,27,4136
"De 35 a 39 años (126)",935,912,33,35,34,58,208,259,182,103,23,5557
"De 40 a 44 años (127)",521,509,24,18,27,29,97,118,94,102,12,3299
"De 45 a 49 años (128)",480,467,13,23,33,38,69,80,101,110,13,3202
"De 50 y más años (129)",1022,952,72,58,47,50,120,147,182,276,70,6647
"PEA (130)",4345,4100,830,518,443,424,761,552,333,239,245,15169
"De 12 a 14 años (131)",193,181,177,3,1,,,,,,12,5
"De 15 a 19 años (132)",743,691,394,190,70,29,8,,,,52,449
"De 20 a 24 años (133)",806,747,115,146,190,147,120,29,,,59,1666
"De 25 a 29 años (134)",671,623,39,61,68,102,225,104,24,,48,2360
"De 30 a 34 años (135)",426,412,15,24,31,45,124,106,49,18,14,2073
"De 35 a 39 años (136)",493,479,16,22,14,30,115,145,95,42,14,2856
"De 40 a 44 años (137)",294,286,17,13,20,23,59,62,48,44,8,1682
"De 45 a 49 años (138)",250,244,8,18,22,27,42,37,48,42,6,1484
"De 50 y más años (139)",469,437,49,41,27,21,68,69,69,93,32,2594
"Ocupada (140)",4327,4082,821,517,440,423,759,550,333,239,245,15137
"De 12 a 14 años (141)",189,177,173,3,1,,,,,,12,5
"De 15 a 19 años (142)",737,685,390,189,69,29,8,,,,52,446
"De 20 a 24 años (143)",803,744,114,146,189,146,120,29,,,59,1661
"De 25 a 29 años (144)",668,620,39,61,67,102,224,103,24,,48,2347
"De 30 a 34 años (145)",425,411,15,24,31,45,123,106,49,18,14,2068
"De 35 a 39 años (146)",492,478,16,22,14,30,115,144,95,42,14,2850
"De 40 a 44 años (147)",294,286,17,13,20,23,59,62,48,44,8,1682
"De 45 a 49 años (148)",250,244,8,18,22,27,42,37,48,42,6,1484
"De 50 y más años (149)",469,437,49,41,27,21,68,69,69,93,32,2594
"Desocupada (150)",18,18,9,1,3,1,2,2,,,,32
"De 12 a 14 años (151)",4,4,4,,,,,,,,,
"De 15 a 19 años (152)",6,6,4,1,1,,,,,,,3
"De 20 a 24 años (153)",3,3,1,,1,1,,,,,,5
"De 25 a 29 años (154)",3,3,,,1,,1,1,,,,13
"De 30 a 34 años (155)",1,1,,,,,1,,,,,5
"De 35 a 39 años (156)",1,1,,,,,,1,,,,6
"No PEA (160)",5466,5236,2049,482,419,405,638,499,361,383,230,16151
"De 12 a 14 años (161)",1175,1137,1129,7,1,,,,,,38,9
"De 15 a 19 años (162)",1181,1123,751,247,85,31,9,,,,58,546
"De 20 a 24 años (163)",692,649,89,130,171,145,97,17,,,43,1433
"De 25 a 29 años (164)",554,534,18,42,81,110,189,74,20,,20,2011
"De 30 a 34 años (165)",412,399,10,16,23,45,133,117,42,13,13,2063
"De 35 a 39 años (166)",442,433,17,13,20,28,93,114,87,61,9,2701
"De 40 a 44 años (167)",227,223,7,5,7,6,38,56,46,58,4,1617
"De 45 a 49 años (168)",230,223,5,5,11,11,27,43,53,68,7,1718
"De 50 y más años (169)",553,515,23,17,20,29,52,78,113,183,38,4053
