"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",86,1,46,29,9,1
"Superior no univ. incompleta (035)",15,,9,4,2,
"Superior no univ. completa (036)",8,,6,1,1,
"Superior univ. incompleta (037)",3,,,2,1,
"Superior univ. completa (038)",6,,2,2,1,1
"No PEA (040)",5662,2075,1239,687,724,937
"Sin nivel (041)",784,30,33,70,169,482
"Educación inicial (042)",107,105,2,,,
"Primaria (043)",2621,1534,139,216,368,364
"Secundaria (044)",1813,406,897,304,137,69
"Superior no univ. incompleta (045)",126,,89,26,8,3
"Superior no univ. completa (046)",126,,49,48,19,10
"Superior univ. incompleta (047)",36,,20,11,5,
"Superior univ. completa (048)",49,,10,12,18,9
,,,,,,
"URBANA (060)",6497,1484,1633,1339,1169,872
"Sin nivel (061)",545,17,18,41,125,344
"Educación inicial (062)",78,73,4,1,,
"Primaria (063)",2297,1057,135,254,459,392
"Secundaria (064)",2432,337,1072,584,334,105
"Superior no univ. incompleta (065)",295,,160,92,36,7
"Superior no univ. completa (066)",489,,171,221,83,14
"Superior univ. incompleta (067)",86,,37,26,22,1
"Superior univ. completa (068)",275,,36,120,110,9
"PEA (070)",2930,61,873,921,761,314
"Sin nivel (071)",151,,5,12,51,83
"Educación inicial (072)",3,,2,1,,
"Primaria (073)",650,30,75,133,244,168
"Secundaria (074)",1227,31,513,384,250,49
"Superior no univ. incompleta (075)",206,,97,73,31,5
"Superior no univ. completa (076)",395,,130,187,71,7
"Superior univ. incompleta (077)",62,,21,21,19,1
"Superior univ. completa (078)",236,,30,110,95,1
"Ocupada (080)",2857,60,835,904,749,309
"Sin nivel (081)",150,,5,12,50,83
"Educación inicial (082)",3,,2,1,,
"Primaria (083)",643,30,74,132,242,165
"Secundaria (084)",1184,30,490,371,245,48
"Superior no univ. incompleta (085)",195,,90,71,29,5
"Superior no univ. completa (086)",388,,124,187,70,7
"Superior univ. incompleta (087)",61,,21,21,18,1
"Superior univ. completa (088)",233,,29,109,95,
"Desocupada (090)",73,1,38,17,12,5
"Sin nivel (091)",1,,,,1,
"Primaria (093)",7,,1,1,2,3
"Secundaria (094)",43,1,23,13,5,1
"Superior no univ. incompleta (095)",11,,7,2,2,
"Superior no univ. completa (096)",7,,6,,1,
"Superior univ. incompleta (097)",1,,,,1,
"Superior univ. completa (098)",3,,1,1,,1
"No PEA (100)",3567,1423,760,418,408,558
"Sin nivel (101)",394,17,13,29,74,261
"Educación inicial (102)",75,73,2,,,
"Primaria (103)",1647,1027,60,121,215,224
"Secundaria (104)",1205,306,559,200,84,56
"Superior no univ. incompleta (105)",89,,63,19,5,2
"Superior no univ. completa (106)",94,,41,34,12,7
"Superior univ. incompleta (107)",24,,16,5,3,
"Superior univ. completa (108)",39,,6,10,15,8
,,,,,,
"RURAL (120)",3198,661,754,614,615,554
"Sin nivel (121)",548,14,26,77,152,279
"Educación inicial (122)",35,32,1,2,,
"Primaria (123)",1391,513,151,190,296,241
"Secundaria (124)",1003,102,505,245,124,27
"Superior no univ. incompleta (125)",63,,36,19,6,2
"Superior no univ. completa (126)",82,,18,45,16,3
"Superior univ. incompleta (127)",27,,7,14,6,
"Superior univ. completa (128)",49,,10,22,15,2
"PEA (130)",1103,9,275,345,299,175
"Sin nivel (131)",158,1,6,36,57,58
"Educación inicial (132)",3,,1,2,,
"Primaria (133)",417,6,72,95,143,101
"Secundaria (134)",395,2,167,141,71,14
"Superior no univ. incompleta (135)",26,,10,12,3,1
"Superior no univ. completa (136)",50,,10,31,9,
"Superior univ. incompleta (137)",15,,3,8,4,
"Superior univ. completa (138)",39,,6,20,12,1
"Ocupada (140)",1012,9,241,310,282,170
"Sin nivel (141)",154,1,6,35,56,56
"Educación inicial (142)",3,,1,2,,
"Primaria (143)",383,6,64,83,132,98
"Secundaria (144)",352,2,144,125,67,14
"Superior no univ. incompleta (145)",22,,8,10,3,1
"Superior no univ. completa (146)",49,,10,30,9,
"Superior univ. incompleta (147)",13,,3,6,4,
"Superior univ. completa (148)",36,,5,19,11,1
"Desocupada (150)",91,,34,35,17,5
"Sin nivel (151)",4,,,1,1,2
"Primaria (153)",34,,8,12,11,3
"Secundaria (154)",43,,23,16,4,
"Superior no univ. incompleta (155)",4,,2,2,,
"Superior no univ. completa (156)",1,,,1,,
"Superior univ. incompleta (157)",2,,,2,,
"Superior univ. completa (158)",3,,1,1,1,
"No PEA (160)",2095,652,479,269,316,379
"Sin nivel (161)",390,13,20,41,95,221
"Educación inicial (162)",32,32,,,,
"Primaria (163)",974,507,79,95,153,140
"Secundaria (164)",608,100,338,104,53,13
"Superior no univ. incompleta (165)",37,,26,7,3,1
"Superior no univ. completa (166)",32,,8,14,7,3
"Superior univ. incompleta (167)",12,,4,6,2,
"Superior univ. completa (168)",10,,4,2,3,1
